,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,2529.0,297.0,2808.0,0.8949044585987261,0.47386172006745364,0.619625137816979,0.85743294234837,0.5603055203671221,0.6423675361368734
1,adverse reactions,discontinuous,21.0,,367.0,,0.05412371134020619,,,0.06807225454284278,
2,adverse reactions,exact-meddra,2231.0,,1932.0,,0.5359116022099447,,,0.6343365916660008,
3,adverse reactions,negated,12.0,,20.0,,0.375,,,0.38095238095238093,
4,adverse reactions,non-meddra,298.0,,877.0,,0.25361702127659574,,,0.34776305055005513,
5,boxed warnings,all,134.0,102.0,128.0,0.5677966101694916,0.5114503816793893,0.5381526104417672,0.5694490582902026,0.6441596307888877,0.5743869053465738
6,boxed warnings,discontinuous,3.0,,30.0,,0.09090909090909091,,,0.18181818181818182,
7,boxed warnings,exact-meddra,89.0,,47.0,,0.6544117647058824,,,0.7260175873927996,
8,boxed warnings,negated,3.0,,0.0,,1.0,,,1.0,
9,boxed warnings,non-meddra,45.0,,81.0,,0.35714285714285715,,,0.45382395382395385,
10,warnings and precautions,all,775.0,473.0,1677.0,0.6209935897435898,0.316068515497553,0.4189189189189189,0.5985467884983431,0.3848071630751038,0.4319072306251472
11,warnings and precautions,discontinuous,40.0,,310.0,,0.11428571428571428,,,0.15191197691197691,
12,warnings and precautions,exact-meddra,518.0,,695.0,,0.427040395713108,,,0.5366472250293579,
13,warnings and precautions,negated,10.0,,17.0,,0.37037037037037035,,,0.40686274509803916,
14,warnings and precautions,non-meddra,257.0,,983.0,,0.20725806451612902,,,0.2612507880780234,
0,all,all,3438.0,872.0,4613.0,0.7976798143851508,0.4270276984225562,0.5357770328149977,0.7033241432721647,0.501674654005687,0.5452202126214414
