,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,103,98.0,5.0,30.0,0.9514563106796117,0.765625,0.8484848484848485
1,KYPROLIS,adverse reactions,exact-meddra,104,103,89.0,,15.0,,0.8557692307692307,
2,KYPROLIS,adverse reactions,non-meddra,25,103,9.0,,16.0,,0.36,
3,KYPROLIS,adverse reactions,negated,0,103,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,103,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,57,46.0,11.0,19.0,0.8070175438596491,0.7076923076923077,0.7540983606557378
6,KYPROLIS,warnings and precautions,exact-meddra,44,57,38.0,,6.0,,0.8636363636363636,
7,KYPROLIS,warnings and precautions,non-meddra,22,57,8.0,,14.0,,0.36363636363636365,
8,KYPROLIS,warnings and precautions,negated,0,57,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,57,0.0,,1.0,,0.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,74,71.0,3.0,87.0,0.9594594594594594,0.44936708860759494,0.6120689655172414
16,KYPROLIS,all-concat,exact-meddra,119,74,64.0,,55.0,,0.5378151260504201,
17,KYPROLIS,all-concat,non-meddra,40,74,7.0,,33.0,,0.175,
18,KYPROLIS,all-concat,negated,0,74,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,74,0.0,,4.0,,0.0,
20,MULTAQ,adverse reactions,all,39,30,28.0,2.0,11.0,0.9333333333333333,0.717948717948718,0.8115942028985509
21,MULTAQ,adverse reactions,exact-meddra,26,30,23.0,,3.0,,0.8846153846153846,
22,MULTAQ,adverse reactions,non-meddra,13,30,5.0,,8.0,,0.38461538461538464,
23,MULTAQ,adverse reactions,negated,0,30,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,30,0.0,,5.0,,0.0,
