,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,103,106.0,0.0,22.0,1.0,0.828125,0.905982905982906
1,KYPROLIS,adverse reactions,exact-meddra,104,103,94.0,,10.0,,0.9038461538461539,
2,KYPROLIS,adverse reactions,non-meddra,25,103,12.0,,13.0,,0.48,
3,KYPROLIS,adverse reactions,negated,0,103,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,103,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,57,55.0,8.0,10.0,0.873015873015873,0.8461538461538461,0.859375
6,KYPROLIS,warnings and precautions,exact-meddra,44,57,41.0,,3.0,,0.9318181818181818,
7,KYPROLIS,warnings and precautions,non-meddra,22,57,14.0,,8.0,,0.6363636363636364,
8,KYPROLIS,warnings and precautions,negated,0,57,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,57,1.0,,0.0,,1.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,74,91.0,1.0,67.0,0.9891304347826086,0.5759493670886076,0.7279999999999999
16,KYPROLIS,all-concat,exact-meddra,119,74,77.0,,42.0,,0.6470588235294118,
17,KYPROLIS,all-concat,non-meddra,40,74,14.0,,26.0,,0.35,
18,KYPROLIS,all-concat,negated,0,74,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,74,1.0,,3.0,,0.25,
20,MULTAQ,adverse reactions,all,39,30,38.0,0.0,1.0,1.0,0.9743589743589743,0.9870129870129869
21,MULTAQ,adverse reactions,exact-meddra,26,30,26.0,,0.0,,1.0,
22,MULTAQ,adverse reactions,non-meddra,13,30,12.0,,1.0,,0.9230769230769231,
23,MULTAQ,adverse reactions,negated,0,30,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,30,5.0,,0.0,,1.0,
25,MULTAQ,warnings and precautions,all,24,23,22.0,4.0,2.0,0.8461538461538461,0.9166666666666666,0.8799999999999999
26,MULTAQ,warnings and precautions,exact-meddra,13,23,12.0,,1.0,,0.9230769230769231,
27,MULTAQ,warnings and precautions,non-meddra,11,23,10.0,,1.0,,0.9090909090909091,
28,MULTAQ,warnings and precautions,negated,0,23,0.0,,0.0,,,
29,MULTAQ,warnings and precautions,discontinuous,3,23,3.0,,0.0,,1.0,
30,MULTAQ,boxed warnings,all,3,7,3.0,1.0,0.0,0.75,1.0,0.8571428571428571
31,MULTAQ,boxed warnings,exact-meddra,3,7,3.0,,0.0,,1.0,
32,MULTAQ,boxed warnings,non-meddra,0,7,0.0,,0.0,,,
33,MULTAQ,boxed warnings,negated,0,7,0.0,,0.0,,,
34,MULTAQ,boxed warnings,discontinuous,0,7,0.0,,0.0,,,
35,MULTAQ,all-concat,all,56,39,48.0,2.0,8.0,0.96,0.8571428571428571,0.9056603773584904
36,MULTAQ,all-concat,exact-meddra,32,39,30.0,,2.0,,0.9375,
37,MULTAQ,all-concat,non-meddra,24,39,18.0,,6.0,,0.75,
38,MULTAQ,all-concat,negated,0,39,0.0,,0.0,,,
39,MULTAQ,all-concat,discontinuous,8,39,7.0,,1.0,,0.875,
40,JUBLIA,adverse reactions,all,5,4,5.0,0.0,0.0,1.0,1.0,1.0
41,JUBLIA,adverse reactions,exact-meddra,3,4,3.0,,0.0,,1.0,
42,JUBLIA,adverse reactions,non-meddra,2,4,2.0,,0.0,,1.0,
43,JUBLIA,adverse reactions,negated,0,4,0.0,,0.0,,,
44,JUBLIA,adverse reactions,discontinuous,0,4,0.0,,0.0,,,
