,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Nausea, Pyrexia, Decreased Platelets, Diarrhea, Decreased Lymphocyte, Headache, Cough, Edema Peripheral, Death."
1,KYPROLIS,warnings and precautions,"Cardiac toxicities, cardiac failure, myocardial infarction, myocardial ischemia, death, Acute Renal Failure, renal impairment, renal failure, death, Tumor Lysis Syndrome, TLS, uric acid levels, death, Pulmonary Toxicity, Acute Respiratory Distress Syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pneumonitis, interstitial lung disease, death, Pulmonary Hypertension, PAH, Grade 3 or greater, death, Dyspnea, severe dyspnea, life-threatening dyspnea, death, Hypertension, hypertensive crisis, hypertensive emergency, death, Venous Thrombosis, deep venous thrombosis, pulmonary embolism, Infusion Reactions, life-threatening reactions, fever, chills, arthralgia, myalgia, facial flushing, facial edema, vomiting, weakness, shortness of breath, hypotension, syncope, chest tightness, angina, Thrombocytopenia, platelet nadirs, thrombocytopenia, death, Hepatic Toxicity, Hepatic Failure, increased serum transaminases, death, Thrombotic Thrombocytopenic Purpura/Hemolytic Uremic Syndrome, TTP/HUS, death, Posterior Reversible Encephalopathy Syndrome, PRES, Reversible Posterior Leukoencephalopathy Syndrome, seizure, headache, lethargy, confusion, blindness, altered consciousness, visual disturbances, neurological disturbances, hypertension, death, Embryo-fetal Toxicity, fetal harm."
2,MULTAQ,adverse reactions,"New or worsening heart failure, Liver Injury, Pulmonary toxicity, Hypokalemia, hypomagnesemia, QT prolongation, diarrhea, nausea, abdominal pain, vomiting, asthenia, death, gastrointestinal disorders, QT prolongation, dyspeptic signs and symptoms, bradycardia, rashes, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, early increases in creatinine, QTc prolonged, atrial flutter, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis."
3,MULTAQ,boxed warnings,"Death, Stroke, Heart failure"
4,MULTAQ,warnings and precautions,"Cardiovascular death, arrhythmic death, heart failure, stroke, new onset heart failure, worsening heart failure, liver injury, acute liver failure, hepatocellular liver injury, pulmonary toxicity, interstitial lung disease, pneumonitis, pulmonary fibrosis, hypokalemia, hypomagnesemia, QT interval prolongation, renal impairment, renal failure, renal dysfunction, death."
5,JUBLIA,adverse reactions,"Ingrown toenails, ingrown toenail, Application site dermatitis, Application site vesicles, Application site pain, death"
6,TEFLARO,adverse reactions,"Hypersensitivity Reactions, Clostridium difficile-Associated diarrhea, Direct Coombs' Test Seroconversion, diarrhea, nausea, rash, death, constipation, vomiting, increased transaminases, hypokalemia, rash, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, hypersensitivity, anaphylaxis, Clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis."
7,TEFLARO,warnings and precautions,"Serious hypersensitivity reactions, anaphylactic reactions, Clostridium difficile-associated diarrhea, CDAD, fatal colitis, direct Coombs' test seroconversion, drug-induced hemolytic anemia, death."
8,DATSCAN,adverse reactions,"Hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness, rash, pruritis, injection site pain"
9,DATSCAN,warnings and precautions,"Hypersensitivity reactions, Skin erythema, Pruritis, Anaphylactic reaction, Hypersensitivity reaction"
