,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,102,97.0,5.0,31.0,0.9509803921568627,0.7578125,0.8434782608695651
1,KYPROLIS,adverse reactions,exact-meddra,104,102,89.0,,15.0,,0.8557692307692307,
2,KYPROLIS,adverse reactions,non-meddra,25,102,8.0,,17.0,,0.32,
3,KYPROLIS,adverse reactions,negated,0,102,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,102,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,23,22.0,1.0,43.0,0.9565217391304348,0.3384615384615385,0.5000000000000001
6,KYPROLIS,warnings and precautions,exact-meddra,44,23,18.0,,26.0,,0.4090909090909091,
7,KYPROLIS,warnings and precautions,non-meddra,22,23,4.0,,18.0,,0.18181818181818182,
8,KYPROLIS,warnings and precautions,negated,0,23,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,23,0.0,,1.0,,0.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,103,100.0,3.0,58.0,0.970873786407767,0.6329113924050633,0.7662835249042146
16,KYPROLIS,all-concat,exact-meddra,119,103,91.0,,28.0,,0.7647058823529411,
17,KYPROLIS,all-concat,non-meddra,40,103,9.0,,31.0,,0.225,
18,KYPROLIS,all-concat,negated,0,103,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,103,0.0,,4.0,,0.0,
20,MULTAQ,adverse reactions,all,39,29,27.0,2.0,12.0,0.9310344827586207,0.6923076923076923,0.7941176470588235
21,MULTAQ,adverse reactions,exact-meddra,26,29,23.0,,3.0,,0.8846153846153846,
22,MULTAQ,adverse reactions,non-meddra,13,29,4.0,,9.0,,0.3076923076923077,
23,MULTAQ,adverse reactions,negated,0,29,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,29,0.0,,5.0,,0.0,
25,MULTAQ,warnings and precautions,all,24,27,17.0,10.0,7.0,0.6296296296296297,0.7083333333333334,0.6666666666666667
26,MULTAQ,warnings and precautions,exact-meddra,13,27,12.0,,1.0,,0.9230769230769231,
