,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Thrombocytopenia, Nausea, Pyrexia, Decreased platelets, Dyspnea, Diarrhea, Decreased lymphocyte, Headache, Decreased hemoglobin, Cough, Edema peripheral, Neutropenia, Decreased phosphorus, Muscle spasm, Upper respiratory tract infection, Hypokalemia, pneumonia, Respiratory tract infection, Pulmonary embolism, Asthenia, Constipation, Nasopharyngitis, Bronchitis, Lymphopenia, Leukopenia, Vomiting, Chills, Decreased appetite, Back pain, Arthralgia, Pain in extremity, Peripheral neuropathies, Insomnia, Dizziness, Renal failure, Hypocalcemia, Hyperglycemia, Pain, Myalgia, Headache, Decreased sodium, Dehydration, Thrombotic thrombocytopenic purpura, Hemolytic uremic syndrome, Tumor lysis syndrome, Posterior reversible encephalopathy syndrome, Febrile neutropenia, Cardiac arrest, Cardiac failure, Cardiac failure congestive, Myocardial infarction, Myocardial ischemia, Cataract, Vision blurred, Abdominal pain, Dyspepsia, Toothache, Infusion site reaction, Multi-organ failure, Severe infections, Renal impairment, Dysphonia, Epistaxis, Oropharyngeal pain, Pulmonary edema, Chest pain, Erythema, Hyperhidrosis, Pruritus, Rash, Deep vein thrombosis, Hypotension, Death."
1,MULTAQ,adverse reactions,"heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, death, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal disorders, QT prolongation, dyspeptic signs and symptoms, bradycardia, rashes, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, atrial flutter, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis"
2,JUBLIA,adverse reactions,"Ingrown toenails, application site dermatitis, application site vesicles, application site pain."
3,TEFLARO,adverse reactions,"hypersensitivity reactions, clostridium difficile-associated diarrhea, direct coombs' test seroconversion, death, diarrhea, nausea, rash, increased transaminases, hypokalemia, constipation, vomiting, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, anaphylaxis, clostridium difficile colitis, hyperglycemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis."
4,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, rash, pruritis, headache, nausea, vertigo, dry mouth, dizziness, death, injection site pain"
5,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, insomnia, fatigue, headache, depression, abnormal dreams, dizziness, nausea, diarrhea, rash, vertigo, abdominal pain, abdominal discomfort, flatulence, upper abdominal pain, vomiting, hepatitis, myositis, suicidal ideation, suicidal attempt, suicidal behavior, completion, renal impairment, pruritus."
6,TAFINLAR,adverse reactions,"New Primary Malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, hyperkeratosis, headache, pyrexia, arthralgia, papilloma, alopecia, palmar-plantar erythrodysesthesia syndrome, chills, fatigue, rash, nausea, vomiting, diarrhea, abdominal pain, peripheral edema, cough, night sweats, decreased appetite, constipation, myalgia, hyperkeratosis, alopecia, palmar-plantar erythrodysesthesia syndrome, rash, cough, constipation, nasopharyngitis, hypophosphatemia, increased alkaline phosphatase, hyponatremia, pancreatitis, interstitial nephritis, bullous rash, vision blurred, transient blindness, stomatitis, hypertensio, asthenia, cellulitis, folliculitis, paronychia, rash pustular, hyperhidrosis, pyrexia, dry skin, dermatitis acneiform, actinic keratosis, erythema, pruritus, oropharyngeal pain, muscle spasms, pain in extremity, renal failure, urinary tract infection, leukopenia, lymphopenia, neutropenia, anemia, thrombocytopenia, increased AST, increased ALT, hyperbilirubinemia, hyperglycemia, increased GGT, hypoalbuminemia, hypokalemia, hypophosphatemia, increased creatinine, hypomagnesemia, hyperkalemia, hypercalcemia, hypocalcemia, QT prolongation."
7,HORIZANT,adverse reactions,"Somnolence, sedation, dizziness, headache, nausea, dry mouth, flatulence, fatigue, irritability, feeling drunk, feeling abnormal, peripheral edema, weight increased, increased appetite, vertigo, depression, libido decreased, balance disorder, blurred vision, disorientation, lethargy, breast enlargement, gynecomastia, elevated creatine kinase."
8,IMBRUVICA,adverse reactions,"hemorrhage, death, infections, cytopenias, atrial fibrillation, second primary malignancies, tumor lysis syndrome, thrombocytopenia, neutropenia, diarrhea, anemia, fatigue, musculoskeletal pain, bruising, nausea, upper respiratory tract infection, rash, pneumonia, abdominal pain, dyspnea, constipation, vomiting, decreased appetite, skin infections, subdural hematoma, renal failure, creatinine increase, lymphocytosis, intracranial hemorrhage, lethargy, gait instability, headache, elevated uric acid levels, hyperuricemia, pneumonias, sinusitis, peripheral edema, pyrexia, asthenia, muscle spasms, arthralgia, cough, epistaxis, dehydration, dizziness, headache, petechiae, muscle spasms, vision blurred, laceration, anxiety, insomnia, hypertension, rash, petechiae, swelling, chills, hypotension, venous thromboembolism, anaphylactic shock"
9,ULORIC,adverse reactions,"liver function abnormalities, nausea, arthralgia, rash, death"
10,CIMZIA,adverse reactions,"upper respiratory tract infection, rash, urinary tract infection, Serious Infections, Malignancies, Heart Failure, abdominal pain, diarrhea, intestinal obstruction, tuberculosis infections, pyrexia, urticaria, pneumonia, arthralgia, Anemia, leukopenia, lymphadenopathy, pancytopenia, thrombophilia, Angina pectoris, arrhythmias, atrial fibrillation, cardiac failure, hypertensive heart disease, myocardial infarction, myocardial ischemia, pericardial effusion, pericarditis, stroke, transient ischemic attack, Optic neuritis, retinal hemorrhage, uveitis, Bleeding, injection site reactions, Elevated liver enzymes, hepatitis, Alopecia totalis, Anxiety, bipolar disorder, suicide attempt, Nephrotic syndrome, renal failure, Menstrual disorder, Dermatitis, erythema nodosum, urticaria, Thrombophlebitis, vasculitis, hypertensive adverse reactions, tuberculosis, pulmonary TB, malignancies, heart failure, ANA, immunosuppressants, injection site erythema, pain in extremity, edema peripheral, immunogenicity, neutralizing antibodies, antibody formation, hypersensitivity reactions, angioedema, dermatitis allergic, dizziness, dyspnea, hot flush, hypotension, malaise, serum sickness, syncope, systemic vasculitis, Stevens-Johnson syndrome, toxic epidermal necrolysis, erythema multiforme, psoriasis (all sub-types), sarcoidosis."
11,KALYDECO,adverse reactions,"headache, oropharyngeal pain, upper respiratory tract infection, nasal congestion, abdominal pain, nasopharyngitis, diarrhea, rash, nausea, dizziness, increased hepatic enzymes, hypoglycemia, rhinitis, aspartate aminotransferase increased, bacteria in sputum, blood glucose increased, musculoskeletal chest pain, myalgia, sinus headache, pharyngeal erythema, pleuritic pain, sinus congestion, wheezing, acne, transaminase elevations, death"
12,FULYZAQ,adverse reactions,"Upper respiratory tract infection, bronchitis, cough, flatulence, increased bilirubin, nausea, back pain, arthralgia, urinary tract infection, nasopharyngitis, musculoskeletal pain, hemorrhoids, giardiasis, anxiety, increased alanine aminotransferase, abdominal distension, abdominal pain, acne, increased aspartate aminotransferase, increased conjugated bilirubin, increased unconjugated blood bilirubin, constipation, depression, dermatitis, dizziness, dry mouth, dyspepsia, gastroenteritis, herpes zoster, nephrolithiasis, pain in extremity, pollakiuria, procedural pain, seasonal allergy, sinusitis, decreased white blood cell count."
13,QUTENZA,adverse reactions,"pain, increase in blood pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
