,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,106,110.0,1.0,18.0,0.990990990990991,0.859375,0.9205020920502092
1,KYPROLIS,adverse reactions,exact-meddra,104,106,96.0,,8.0,,0.9230769230769231,
2,KYPROLIS,adverse reactions,non-meddra,25,106,15.0,,10.0,,0.6,
3,KYPROLIS,adverse reactions,negated,0,106,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,106,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,57,53.0,8.0,12.0,0.8688524590163934,0.8153846153846154,0.8412698412698412
6,KYPROLIS,warnings and precautions,exact-meddra,44,57,41.0,,3.0,,0.9318181818181818,
7,KYPROLIS,warnings and precautions,non-meddra,22,57,12.0,,10.0,,0.5454545454545454,
8,KYPROLIS,warnings and precautions,negated,0,57,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,57,1.0,,0.0,,1.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,30,41.0,0.0,117.0,1.0,0.25949367088607594,0.41206030150753764
16,KYPROLIS,all-concat,exact-meddra,119,30,30.0,,89.0,,0.25210084033613445,
17,KYPROLIS,all-concat,non-meddra,40,30,11.0,,29.0,,0.275,
18,KYPROLIS,all-concat,negated,0,30,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,30,1.0,,3.0,,0.25,
20,MULTAQ,adverse reactions,all,39,30,38.0,0.0,1.0,1.0,0.9743589743589743,0.9870129870129869
21,MULTAQ,adverse reactions,exact-meddra,26,30,26.0,,0.0,,1.0,
22,MULTAQ,adverse reactions,non-meddra,13,30,12.0,,1.0,,0.9230769230769231,
23,MULTAQ,adverse reactions,negated,0,30,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,30,5.0,,0.0,,1.0,
25,MULTAQ,warnings and precautions,all,24,26,22.0,6.0,2.0,0.7857142857142857,0.9166666666666666,0.8461538461538461
26,MULTAQ,warnings and precautions,exact-meddra,13,26,12.0,,1.0,,0.9230769230769231,
27,MULTAQ,warnings and precautions,non-meddra,11,26,10.0,,1.0,,0.9090909090909091,
28,MULTAQ,warnings and precautions,negated,0,26,0.0,,0.0,,,
29,MULTAQ,warnings and precautions,discontinuous,3,26,3.0,,0.0,,1.0,
30,MULTAQ,boxed warnings,all,3,4,3.0,0.0,0.0,1.0,1.0,1.0
31,MULTAQ,boxed warnings,exact-meddra,3,4,3.0,,0.0,,1.0,
32,MULTAQ,boxed warnings,non-meddra,0,4,0.0,,0.0,,,
33,MULTAQ,boxed warnings,negated,0,4,0.0,,0.0,,,
34,MULTAQ,boxed warnings,discontinuous,0,4,0.0,,0.0,,,
35,MULTAQ,all-concat,all,56,38,48.0,2.0,8.0,0.96,0.8571428571428571,0.9056603773584904
36,MULTAQ,all-concat,exact-meddra,32,38,30.0,,2.0,,0.9375,
37,MULTAQ,all-concat,non-meddra,24,38,18.0,,6.0,,0.75,
38,MULTAQ,all-concat,negated,0,38,0.0,,0.0,,,
39,MULTAQ,all-concat,discontinuous,8,38,7.0,,1.0,,0.875,
40,JUBLIA,adverse reactions,all,5,4,5.0,0.0,0.0,1.0,1.0,1.0
41,JUBLIA,adverse reactions,exact-meddra,3,4,3.0,,0.0,,1.0,
42,JUBLIA,adverse reactions,non-meddra,2,4,2.0,,0.0,,1.0,
43,JUBLIA,adverse reactions,negated,0,4,0.0,,0.0,,,
44,JUBLIA,adverse reactions,discontinuous,0,4,0.0,,0.0,,,
45,JUBLIA,warnings and precautions,all,0,0,,,,,,
46,JUBLIA,warnings and precautions,exact-meddra,0,0,,,,,,
47,JUBLIA,warnings and precautions,non-meddra,0,0,,,,,,
48,JUBLIA,warnings and precautions,negated,0,0,,,,,,
49,JUBLIA,warnings and precautions,discontinuous,0,0,,,,,,
50,JUBLIA,boxed warnings,all,0,0,,,,,,
51,JUBLIA,boxed warnings,exact-meddra,0,0,,,,,,
52,JUBLIA,boxed warnings,non-meddra,0,0,,,,,,
53,JUBLIA,boxed warnings,negated,0,0,,,,,,
54,JUBLIA,boxed warnings,discontinuous,0,0,,,,,,
55,JUBLIA,all-concat,all,5,4,5.0,0.0,0.0,1.0,1.0,1.0
56,JUBLIA,all-concat,exact-meddra,3,4,3.0,,0.0,,1.0,
57,JUBLIA,all-concat,non-meddra,2,4,2.0,,0.0,,1.0,
58,JUBLIA,all-concat,negated,0,4,0.0,,0.0,,,
59,JUBLIA,all-concat,discontinuous,0,4,0.0,,0.0,,,
60,TEFLARO,adverse reactions,all,30,30,30.0,0.0,0.0,1.0,1.0,1.0
61,TEFLARO,adverse reactions,exact-meddra,26,30,26.0,,0.0,,1.0,
62,TEFLARO,adverse reactions,non-meddra,4,30,4.0,,0.0,,1.0,
63,TEFLARO,adverse reactions,negated,0,30,0.0,,0.0,,,
64,TEFLARO,adverse reactions,discontinuous,0,30,0.0,,0.0,,,
65,TEFLARO,warnings and precautions,all,10,8,7.0,3.0,3.0,0.7,0.7,0.7
66,TEFLARO,warnings and precautions,exact-meddra,2,8,2.0,,0.0,,1.0,
67,TEFLARO,warnings and precautions,non-meddra,8,8,5.0,,3.0,,0.625,
68,TEFLARO,warnings and precautions,negated,0,8,0.0,,0.0,,,
69,TEFLARO,warnings and precautions,discontinuous,2,8,2.0,,0.0,,1.0,
70,TEFLARO,boxed warnings,all,0,0,,,,,,
71,TEFLARO,boxed warnings,exact-meddra,0,0,,,,,,
72,TEFLARO,boxed warnings,non-meddra,0,0,,,,,,
73,TEFLARO,boxed warnings,negated,0,0,,,,,,
74,TEFLARO,boxed warnings,discontinuous,0,0,,,,,,
75,TEFLARO,all-concat,all,36,30,31.0,1.0,5.0,0.96875,0.8611111111111112,0.911764705882353
76,TEFLARO,all-concat,exact-meddra,27,30,27.0,,0.0,,1.0,
77,TEFLARO,all-concat,non-meddra,9,30,4.0,,5.0,,0.4444444444444444,
78,TEFLARO,all-concat,negated,0,30,0.0,,0.0,,,
79,TEFLARO,all-concat,discontinuous,2,30,1.0,,1.0,,0.5,
80,DATSCAN,adverse reactions,all,11,10,11.0,0.0,0.0,1.0,1.0,1.0
81,DATSCAN,adverse reactions,exact-meddra,8,10,8.0,,0.0,,1.0,
82,DATSCAN,adverse reactions,non-meddra,3,10,3.0,,0.0,,1.0,
83,DATSCAN,adverse reactions,negated,0,10,0.0,,0.0,,,
84,DATSCAN,adverse reactions,discontinuous,0,10,0.0,,0.0,,,
85,DATSCAN,warnings and precautions,all,3,5,3.0,2.0,0.0,0.6,1.0,0.7499999999999999
86,DATSCAN,warnings and precautions,exact-meddra,1,5,1.0,,0.0,,1.0,
87,DATSCAN,warnings and precautions,non-meddra,2,5,2.0,,0.0,,1.0,
88,DATSCAN,warnings and precautions,negated,0,5,0.0,,0.0,,,
89,DATSCAN,warnings and precautions,discontinuous,0,5,0.0,,0.0,,,
90,DATSCAN,boxed warnings,all,0,0,,,,,,
91,DATSCAN,boxed warnings,exact-meddra,0,0,,,,,,
92,DATSCAN,boxed warnings,non-meddra,0,0,,,,,,
93,DATSCAN,boxed warnings,negated,0,0,,,,,,
94,DATSCAN,boxed warnings,discontinuous,0,0,,,,,,
95,DATSCAN,all-concat,all,12,11,12.0,0.0,0.0,1.0,1.0,1.0
