,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,101,96.0,5.0,32.0,0.9504950495049505,0.75,0.8384279475982532
1,KYPROLIS,adverse reactions,exact-meddra,104,101,88.0,,16.0,,0.8461538461538461,
2,KYPROLIS,adverse reactions,non-meddra,25,101,8.0,,17.0,,0.32,
3,KYPROLIS,adverse reactions,negated,0,101,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,101,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,56,47.0,9.0,18.0,0.8392857142857143,0.7230769230769231,0.7768595041322314
6,KYPROLIS,warnings and precautions,exact-meddra,44,56,39.0,,5.0,,0.8863636363636364,
7,KYPROLIS,warnings and precautions,non-meddra,22,56,8.0,,14.0,,0.36363636363636365,
8,KYPROLIS,warnings and precautions,negated,0,56,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,56,0.0,,1.0,,0.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,105,102.0,3.0,56.0,0.9714285714285714,0.6455696202531646,0.7756653992395438
16,KYPROLIS,all-concat,exact-meddra,119,105,93.0,,26.0,,0.7815126050420168,
17,KYPROLIS,all-concat,non-meddra,40,105,9.0,,31.0,,0.225,
18,KYPROLIS,all-concat,negated,0,105,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,105,0.0,,4.0,,0.0,
20,MULTAQ,adverse reactions,all,39,30,28.0,2.0,11.0,0.9333333333333333,0.717948717948718,0.8115942028985509
21,MULTAQ,adverse reactions,exact-meddra,26,30,23.0,,3.0,,0.8846153846153846,
22,MULTAQ,adverse reactions,non-meddra,13,30,5.0,,8.0,,0.38461538461538464,
23,MULTAQ,adverse reactions,negated,0,30,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,30,0.0,,5.0,,0.0,
25,MULTAQ,warnings and precautions,all,24,28,17.0,11.0,7.0,0.6071428571428571,0.7083333333333334,0.6538461538461539
26,MULTAQ,warnings and precautions,exact-meddra,13,28,12.0,,1.0,,0.9230769230769231,
27,MULTAQ,warnings and precautions,non-meddra,11,28,5.0,,6.0,,0.45454545454545453,
28,MULTAQ,warnings and precautions,negated,0,28,0.0,,0.0,,,
29,MULTAQ,warnings and precautions,discontinuous,3,28,1.0,,2.0,,0.3333333333333333,
30,MULTAQ,boxed warnings,all,3,3,3.0,0.0,0.0,1.0,1.0,1.0
31,MULTAQ,boxed warnings,exact-meddra,3,3,3.0,,0.0,,1.0,
32,MULTAQ,boxed warnings,non-meddra,0,3,0.0,,0.0,,,
33,MULTAQ,boxed warnings,negated,0,3,0.0,,0.0,,,
34,MULTAQ,boxed warnings,discontinuous,0,3,0.0,,0.0,,,
35,MULTAQ,all-concat,all,56,36,32.0,4.0,24.0,0.8888888888888888,0.5714285714285714,0.6956521739130435
36,MULTAQ,all-concat,exact-meddra,32,36,26.0,,6.0,,0.8125,
37,MULTAQ,all-concat,non-meddra,24,36,6.0,,18.0,,0.25,
38,MULTAQ,all-concat,negated,0,36,0.0,,0.0,,,
39,MULTAQ,all-concat,discontinuous,8,36,0.0,,8.0,,0.0,
40,JUBLIA,adverse reactions,all,5,4,4.0,0.0,1.0,1.0,0.8,0.888888888888889
41,JUBLIA,adverse reactions,exact-meddra,3,4,3.0,,0.0,,1.0,
42,JUBLIA,adverse reactions,non-meddra,2,4,1.0,,1.0,,0.5,
43,JUBLIA,adverse reactions,negated,0,4,0.0,,0.0,,,
44,JUBLIA,adverse reactions,discontinuous,0,4,0.0,,0.0,,,
45,JUBLIA,warnings and precautions,all,0,0,,,,,,
46,JUBLIA,warnings and precautions,exact-meddra,0,0,,,,,,
47,JUBLIA,warnings and precautions,non-meddra,0,0,,,,,,
48,JUBLIA,warnings and precautions,negated,0,0,,,,,,
49,JUBLIA,warnings and precautions,discontinuous,0,0,,,,,,
50,JUBLIA,boxed warnings,all,0,0,,,,,,
51,JUBLIA,boxed warnings,exact-meddra,0,0,,,,,,
52,JUBLIA,boxed warnings,non-meddra,0,0,,,,,,
53,JUBLIA,boxed warnings,negated,0,0,,,,,,
54,JUBLIA,boxed warnings,discontinuous,0,0,,,,,,
55,JUBLIA,all-concat,all,5,4,4.0,0.0,1.0,1.0,0.8,0.888888888888889
56,JUBLIA,all-concat,exact-meddra,3,4,3.0,,0.0,,1.0,
57,JUBLIA,all-concat,non-meddra,2,4,1.0,,1.0,,0.5,
58,JUBLIA,all-concat,negated,0,4,0.0,,0.0,,,
59,JUBLIA,all-concat,discontinuous,0,4,0.0,,0.0,,,
60,TEFLARO,adverse reactions,all,30,31,29.0,2.0,1.0,0.9354838709677419,0.9666666666666667,0.9508196721311476
61,TEFLARO,adverse reactions,exact-meddra,26,31,26.0,,0.0,,1.0,
62,TEFLARO,adverse reactions,non-meddra,4,31,3.0,,1.0,,0.75,
63,TEFLARO,adverse reactions,negated,0,31,0.0,,0.0,,,
64,TEFLARO,adverse reactions,discontinuous,0,31,0.0,,0.0,,,
65,TEFLARO,warnings and precautions,all,10,8,2.0,6.0,8.0,0.25,0.2,0.22222222222222224
66,TEFLARO,warnings and precautions,exact-meddra,2,8,0.0,,2.0,,0.0,
67,TEFLARO,warnings and precautions,non-meddra,8,8,2.0,,6.0,,0.25,
68,TEFLARO,warnings and precautions,negated,0,8,0.0,,0.0,,,
69,TEFLARO,warnings and precautions,discontinuous,2,8,1.0,,1.0,,0.5,
70,TEFLARO,boxed warnings,all,0,0,,,,,,
71,TEFLARO,boxed warnings,exact-meddra,0,0,,,,,,
72,TEFLARO,boxed warnings,non-meddra,0,0,,,,,,
73,TEFLARO,boxed warnings,negated,0,0,,,,,,
74,TEFLARO,boxed warnings,discontinuous,0,0,,,,,,
75,TEFLARO,all-concat,all,36,30,28.0,2.0,8.0,0.9333333333333333,0.7777777777777778,0.8484848484848485
76,TEFLARO,all-concat,exact-meddra,27,30,25.0,,2.0,,0.9259259259259259,
77,TEFLARO,all-concat,non-meddra,9,30,3.0,,6.0,,0.3333333333333333,
78,TEFLARO,all-concat,negated,0,30,0.0,,0.0,,,
79,TEFLARO,all-concat,discontinuous,2,30,1.0,,1.0,,0.5,
80,DATSCAN,adverse reactions,all,11,10,10.0,0.0,1.0,1.0,0.9090909090909091,0.9523809523809523
81,DATSCAN,adverse reactions,exact-meddra,8,10,8.0,,0.0,,1.0,
82,DATSCAN,adverse reactions,non-meddra,3,10,2.0,,1.0,,0.6666666666666666,
83,DATSCAN,adverse reactions,negated,0,10,0.0,,0.0,,,
84,DATSCAN,adverse reactions,discontinuous,0,10,0.0,,0.0,,,
85,DATSCAN,warnings and precautions,all,3,10,3.0,7.0,0.0,0.3,1.0,0.4615384615384615
86,DATSCAN,warnings and precautions,exact-meddra,1,10,1.0,,0.0,,1.0,
87,DATSCAN,warnings and precautions,non-meddra,2,10,2.0,,0.0,,1.0,
88,DATSCAN,warnings and precautions,negated,0,10,0.0,,0.0,,,
89,DATSCAN,warnings and precautions,discontinuous,0,10,0.0,,0.0,,,
90,DATSCAN,boxed warnings,all,0,0,,,,,,
91,DATSCAN,boxed warnings,exact-meddra,0,0,,,,,,
92,DATSCAN,boxed warnings,non-meddra,0,0,,,,,,
93,DATSCAN,boxed warnings,negated,0,0,,,,,,
94,DATSCAN,boxed warnings,discontinuous,0,0,,,,,,
95,DATSCAN,all-concat,all,12,12,11.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666
96,DATSCAN,all-concat,exact-meddra,9,12,9.0,,0.0,,1.0,
97,DATSCAN,all-concat,non-meddra,3,12,2.0,,1.0,,0.6666666666666666,
98,DATSCAN,all-concat,negated,0,12,0.0,,0.0,,,
99,DATSCAN,all-concat,discontinuous,0,12,0.0,,0.0,,,
100,TIVICAY,adverse reactions,all,45,49,31.0,18.0,14.0,0.6326530612244898,0.6888888888888889,0.6595744680851063
101,TIVICAY,adverse reactions,exact-meddra,30,49,24.0,,6.0,,0.8,
102,TIVICAY,adverse reactions,non-meddra,15,49,7.0,,8.0,,0.4666666666666667,
103,TIVICAY,adverse reactions,negated,0,49,0.0,,0.0,,,
104,TIVICAY,adverse reactions,discontinuous,8,49,4.0,,4.0,,0.5,
105,TIVICAY,warnings and precautions,all,20,40,14.0,26.0,6.0,0.35,0.7,0.4666666666666667
106,TIVICAY,warnings and precautions,exact-meddra,10,40,7.0,,3.0,,0.7,
107,TIVICAY,warnings and precautions,non-meddra,10,40,7.0,,3.0,,0.7,
108,TIVICAY,warnings and precautions,negated,0,40,0.0,,0.0,,,
109,TIVICAY,warnings and precautions,discontinuous,0,40,0.0,,0.0,,,
110,TIVICAY,boxed warnings,all,0,0,,,,,,
111,TIVICAY,boxed warnings,exact-meddra,0,0,,,,,,
112,TIVICAY,boxed warnings,non-meddra,0,0,,,,,,
113,TIVICAY,boxed warnings,negated,0,0,,,,,,
114,TIVICAY,boxed warnings,discontinuous,0,0,,,,,,
115,TIVICAY,all-concat,all,62,48,29.0,19.0,33.0,0.6041666666666666,0.46774193548387094,0.5272727272727272
116,TIVICAY,all-concat,exact-meddra,37,48,25.0,,12.0,,0.6756756756756757,
117,TIVICAY,all-concat,non-meddra,25,48,4.0,,21.0,,0.16,
118,TIVICAY,all-concat,negated,0,48,0.0,,0.0,,,
119,TIVICAY,all-concat,discontinuous,8,48,1.0,,7.0,,0.125,
120,TAFINLAR,adverse reactions,all,112,68,62.0,6.0,50.0,0.9117647058823529,0.5535714285714286,0.6888888888888888
121,TAFINLAR,adverse reactions,exact-meddra,94,68,53.0,,41.0,,0.5638297872340425,
122,TAFINLAR,adverse reactions,non-meddra,18,68,9.0,,9.0,,0.5,
123,TAFINLAR,adverse reactions,negated,0,68,0.0,,0.0,,,
124,TAFINLAR,adverse reactions,discontinuous,0,68,0.0,,0.0,,,
