,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3921.0,489.0,1416.0,0.8891156462585034,0.7346824058459809,0.8045552477685441,0.8642755662273236,0.7525371751360135,0.8134197535047899
1,adverse reactions,discontinuous,48.0,,340.0,,0.12371134020618557,,,0.13543309631544925,
2,adverse reactions,exact-meddra,3469.0,,694.0,,0.8332932981023301,,,0.8395238357742907,
3,adverse reactions,negated,18.0,,14.0,,0.5625,,,0.5357142857142857,
4,adverse reactions,non-meddra,452.0,,723.0,,0.38468085106382977,,,0.4798562285690949,
5,all-concat,all,4187.0,861.0,2851.0,0.8294374009508716,0.5949133276499006,0.6928677809035247,0.8164499884052823,0.6353724947571283,0.703351888294889
6,all-concat,discontinuous,66.0,,676.0,,0.0889487870619946,,,0.10420123595990505,
7,all-concat,exact-meddra,3674.0,,1153.0,,0.761135280712658,,,0.790869423860242,
8,all-concat,negated,23.0,,36.0,,0.3898305084745763,,,0.4015151515151515,
9,all-concat,non-meddra,513.0,,1699.0,,0.23191681735985534,,,0.2978887031544441,
10,boxed warnings,all,170.0,166.0,92.0,0.5059523809523809,0.648854961832061,0.568561872909699,0.5296698346034866,0.6532680919871323,0.5663204253548013
11,boxed warnings,discontinuous,9.0,,24.0,,0.2727272727272727,,,0.19805194805194803,
12,boxed warnings,exact-meddra,117.0,,19.0,,0.8602941176470589,,,0.7702211484045101,
13,boxed warnings,negated,3.0,,0.0,,1.0,,,1.0,
14,boxed warnings,non-meddra,53.0,,73.0,,0.42063492063492064,,,0.4192279942279942,
15,warnings and precautions,all,1248.0,1170.0,1204.0,0.5161290322580645,0.5089722675367048,0.5125256673511295,0.48468842041160953,0.5461605324316775,0.49815976294858666
16,warnings and precautions,discontinuous,57.0,,293.0,,0.16285714285714287,,,0.2019943944943945,
17,warnings and precautions,exact-meddra,860.0,,353.0,,0.7089859851607585,,,0.7442969987086461,
18,warnings and precautions,negated,13.0,,14.0,,0.48148148148148145,,,0.5196078431372549,
19,warnings and precautions,non-meddra,388.0,,852.0,,0.31290322580645163,,,0.37627203163874595,
0,all,all,5339.0,1825.0,2712.0,0.7452540480178671,0.6631474351012296,0.6678845015967477,0.6522515813600549,0.6517288721615301,0.644188696169773
