,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,all,128,103,108,0.0,20,1.0,0.84375,0.9152542372881356
1,KYPROLIS,exact-meddra,104,103,95,,9,,0.9134615384615384,
2,KYPROLIS,non-meddra,25,103,13,,12,,0.52,
3,KYPROLIS,negated,0,103,0,,0,,,
4,KYPROLIS,discontinuous,3,103,0,,3,,0.0,
5,MULTAQ,all,39,30,38,0.0,1,1.0,0.9743589743589743,0.9870129870129869
6,MULTAQ,exact-meddra,26,30,26,,0,,1.0,
7,MULTAQ,non-meddra,13,30,12,,1,,0.9230769230769231,
8,MULTAQ,negated,0,30,0,,0,,,
9,MULTAQ,discontinuous,5,30,5,,0,,1.0,
10,JUBLIA,all,5,4,5,0.0,0,1.0,1.0,1.0
11,JUBLIA,exact-meddra,3,4,3,,0,,1.0,
12,JUBLIA,non-meddra,2,4,2,,0,,1.0,
13,JUBLIA,negated,0,4,0,,0,,,
14,JUBLIA,discontinuous,0,4,0,,0,,,
15,TEFLARO,all,30,30,30,0.0,0,1.0,1.0,1.0
16,TEFLARO,exact-meddra,26,30,26,,0,,1.0,
17,TEFLARO,non-meddra,4,30,4,,0,,1.0,
18,TEFLARO,negated,0,30,0,,0,,,
19,TEFLARO,discontinuous,0,30,0,,0,,,
20,DATSCAN,all,11,10,11,0.0,0,1.0,1.0,1.0
21,DATSCAN,exact-meddra,8,10,8,,0,,1.0,
22,DATSCAN,non-meddra,3,10,3,,0,,1.0,
23,DATSCAN,negated,0,10,0,,0,,,
24,DATSCAN,discontinuous,0,10,0,,0,,,
25,TIVICAY,all,45,42,40,2.0,5,0.9523809523809523,0.8888888888888888,0.9195402298850575
26,TIVICAY,exact-meddra,30,42,29,,1,,0.9666666666666667,
27,TIVICAY,non-meddra,15,42,11,,4,,0.7333333333333333,
28,TIVICAY,negated,0,42,0,,0,,,
29,TIVICAY,discontinuous,8,42,7,,1,,0.875,
30,TAFINLAR,all,112,67,86,0.0,26,1.0,0.7678571428571429,0.8686868686868687
31,TAFINLAR,exact-meddra,94,67,73,,21,,0.776595744680851,
32,TAFINLAR,non-meddra,18,67,13,,5,,0.7222222222222222,
33,TAFINLAR,negated,0,67,0,,0,,,
34,TAFINLAR,discontinuous,0,67,0,,0,,,
35,HORIZANT,all,27,28,27,2.0,0,0.9310344827586207,1.0,0.9642857142857143
36,HORIZANT,exact-meddra,26,28,26,,0,,1.0,
37,HORIZANT,non-meddra,1,28,1,,0,,1.0,
38,HORIZANT,negated,0,28,0,,0,,,
39,HORIZANT,discontinuous,0,28,0,,0,,,
40,IMBRUVICA,all,70,62,58,4.0,12,0.9354838709677419,0.8285714285714286,0.8787878787878788
41,IMBRUVICA,exact-meddra,55,62,51,,4,,0.9272727272727272,
42,IMBRUVICA,non-meddra,15,62,7,,8,,0.4666666666666667,
43,IMBRUVICA,negated,0,62,0,,0,,,
44,IMBRUVICA,discontinuous,2,62,0,,2,,0.0,
45,ULORIC,all,210,163,167,0.0,43,1.0,0.7952380952380952,0.8859416445623343
46,ULORIC,exact-meddra,187,163,154,,33,,0.8235294117647058,
47,ULORIC,non-meddra,23,163,13,,10,,0.5652173913043478,
48,ULORIC,negated,0,163,0,,0,,,
49,ULORIC,discontinuous,18,163,7,,11,,0.3888888888888889,
50,CIMZIA,all,99,65,71,4.0,28,0.9466666666666667,0.7171717171717171,0.8160919540229885
51,CIMZIA,exact-meddra,76,65,58,,18,,0.7631578947368421,
52,CIMZIA,non-meddra,23,65,13,,10,,0.5652173913043478,
53,CIMZIA,negated,1,65,1,,0,,1.0,
54,CIMZIA,discontinuous,8,65,2,,6,,0.25,
55,KALYDECO,all,40,26,26,0.0,14,1.0,0.65,0.787878787878788
56,KALYDECO,exact-meddra,24,26,24,,0,,1.0,
57,KALYDECO,non-meddra,16,26,2,,14,,0.125,
58,KALYDECO,negated,0,26,0,,0,,,
59,KALYDECO,discontinuous,10,26,0,,10,,0.0,
60,FULYZAQ,all,36,36,36,0.0,0,1.0,1.0,1.0
61,FULYZAQ,exact-meddra,30,36,30,,0,,1.0,
62,FULYZAQ,non-meddra,6,36,6,,0,,1.0,
63,FULYZAQ,negated,0,36,0,,0,,,
64,FULYZAQ,discontinuous,0,36,0,,0,,,
65,QUTENZA,all,40,37,38,0.0,2,1.0,0.95,0.9743589743589743
66,QUTENZA,exact-meddra,34,37,34,,0,,1.0,
67,QUTENZA,non-meddra,6,37,4,,2,,0.6666666666666666,
68,QUTENZA,negated,0,37,0,,0,,,
69,QUTENZA,discontinuous,0,37,0,,0,,,
70,GRANIX,all,8,13,7,6.0,1,0.5384615384615384,0.875,0.6666666666666667
71,GRANIX,exact-meddra,5,13,5,,0,,1.0,
72,GRANIX,non-meddra,3,13,2,,1,,0.6666666666666666,
73,GRANIX,negated,0,13,0,,0,,,
74,GRANIX,discontinuous,0,13,0,,0,,,
75,COARTEM,all,81,79,80,0.0,1,1.0,0.9876543209876543,0.9937888198757764
76,COARTEM,exact-meddra,78,79,78,,0,,1.0,
77,COARTEM,non-meddra,3,79,2,,1,,0.6666666666666666,
78,COARTEM,negated,0,79,0,,0,,,
79,COARTEM,discontinuous,0,79,0,,0,,,
80,APTIOM,all,42,41,36,6.0,6,0.8571428571428571,0.8571428571428571,0.8571428571428571
81,APTIOM,exact-meddra,34,41,28,,6,,0.8235294117647058,
82,APTIOM,non-meddra,8,41,8,,0,,1.0,
83,APTIOM,negated,0,41,0,,0,,,
84,APTIOM,discontinuous,1,41,0,,1,,0.0,
85,PROLIA,all,69,45,45,1.0,24,0.9782608695652174,0.6521739130434783,0.7826086956521738
86,PROLIA,exact-meddra,43,45,37,,6,,0.8604651162790697,
87,PROLIA,non-meddra,26,45,8,,18,,0.3076923076923077,
88,PROLIA,negated,2,45,1,,1,,0.5,
89,PROLIA,discontinuous,8,45,0,,8,,0.0,
90,BLINCYTO,all,94,76,84,2.0,10,0.9767441860465116,0.8936170212765957,0.9333333333333332
91,BLINCYTO,exact-meddra,78,76,70,,8,,0.8974358974358975,
92,BLINCYTO,non-meddra,16,76,14,,2,,0.875,
93,BLINCYTO,negated,1,76,0,,1,,0.0,
94,BLINCYTO,discontinuous,1,76,0,,1,,0.0,
95,STENDRA,all,55,56,54,3.0,1,0.9473684210526315,0.9818181818181818,0.9642857142857142
96,STENDRA,exact-meddra,53,56,53,,0,,1.0,
97,STENDRA,non-meddra,2,56,1,,1,,0.5,
98,STENDRA,negated,0,56,0,,0,,,
99,STENDRA,discontinuous,0,56,0,,0,,,
100,XIAFLEX,all,71,39,48,1.0,23,0.9795918367346939,0.676056338028169,0.8
101,XIAFLEX,exact-meddra,48,39,36,,12,,0.75,
102,XIAFLEX,non-meddra,23,39,12,,11,,0.5217391304347826,
103,XIAFLEX,negated,0,39,0,,0,,,
104,XIAFLEX,discontinuous,9,39,3,,6,,0.3333333333333333,
105,XEOMIN,all,46,35,37,0.0,9,1.0,0.8043478260869565,0.891566265060241
106,XEOMIN,exact-meddra,40,35,32,,8,,0.8,
107,XEOMIN,non-meddra,6,35,5,,1,,0.8333333333333334,
108,XEOMIN,negated,1,35,1,,0,,1.0,
109,XEOMIN,discontinuous,5,35,5,,0,,1.0,
110,GILOTRIF,all,49,47,39,11.0,10,0.78,0.7959183673469388,0.7878787878787878
111,GILOTRIF,exact-meddra,42,47,33,,9,,0.7857142857142857,
112,GILOTRIF,non-meddra,7,47,6,,1,,0.8571428571428571,
113,GILOTRIF,negated,0,47,0,,0,,,
114,GILOTRIF,discontinuous,1,47,1,,0,,1.0,
115,TREANDA,all,122,99,102,4.0,20,0.9622641509433962,0.8360655737704918,0.8947368421052632
116,TREANDA,exact-meddra,99,99,93,,6,,0.9393939393939394,
117,TREANDA,non-meddra,23,99,9,,14,,0.391304347826087,
118,TREANDA,negated,0,99,0,,0,,,
119,TREANDA,discontinuous,14,99,10,,4,,0.7142857142857143,
120,CHOLINE,all,1,1,1,0.0,0,1.0,1.0,1.0
121,CHOLINE,exact-meddra,1,1,1,,0,,1.0,
122,CHOLINE,non-meddra,0,1,0,,0,,,
123,CHOLINE,negated,0,1,0,,0,,,
124,CHOLINE,discontinuous,0,1,0,,0,,,
125,ERWINAZE,all,29,25,25,5.0,4,0.8333333333333334,0.8620689655172413,0.847457627118644
126,ERWINAZE,exact-meddra,19,25,18,,1,,0.9473684210526315,
127,ERWINAZE,non-meddra,10,25,7,,3,,0.7,
128,ERWINAZE,negated,3,25,2,,1,,0.6666666666666666,
129,ERWINAZE,discontinuous,4,25,2,,2,,0.5,
130,TRULICITY,all,48,39,33,9.0,15,0.7857142857142857,0.6875,0.7333333333333334
131,TRULICITY,exact-meddra,30,39,23,,7,,0.7666666666666667,
132,TRULICITY,non-meddra,18,39,10,,8,,0.5555555555555556,
133,TRULICITY,negated,0,39,0,,0,,,
134,TRULICITY,discontinuous,7,39,2,,5,,0.2857142857142857,
135,ADREVIEW,all,11,9,9,0.0,2,1.0,0.8181818181818182,0.9
