,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Thrombocytopenia, Nausea, Pyrexia, Decreased Platelets, Dyspnea, Diarrhea, Decreased Lymphocyte, Headache, Cough, Edema Peripheral, Neutropenia, Decreased Phosphorus, Muscle Spasm, Upper Respiratory Tract Infection, Hypokalemia, Pneumonia, Constipation, Chills, Asthenia, Nasopharyngitis, Bronchitis, Rash, Embolic and Thrombotic Events, Venous, Febrile Neutropenia, Lymphopenia, Cardiac Arrest, Cardiac Failure, Myocardial Infarction, Myocardial Ischemia, Cataract, Vision Blurred, Abdominal Pain, Dyspepsia, Toothache, Pain, Influenza, Sepsis, Urinary Tract Infection, Viral Infection, Dehydration, Hyperkalemia, Hyperuricemia, Hypoalbuminemia, Hyponatremia, Muscular Weakness, Myalgia, Hypoesthesia, Paresthesia, Deafness, Anxiety, Delirium, Renal Failure, Renal Failure Acute, Renal Impairment, Dysphonia, Epistaxis, Oropharyngeal Pain, Pulmonary Embolism, Pulmonary Edema, Erythema, Hyperhidrosis, Pruritus, Deep Vein Thrombosis, Hypotension, Death."
1,KYPROLIS,warnings and precautions,"Cardiac toxicities, cardiac failure, myocardial infarction, death, myocardial ischemia, acute renal failure, renal insufficiency, renal impairment, renal failure, tumor lysis syndrome, TLS, pulmonary toxicity, acute respiratory distress syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pulmonary hypertension, dyspnea, hypertension, hypertensive crisis, venous thrombosis, infusion reactions, thrombocytopenia, hepatic toxicity, hepatic failure, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome, PRES, embryo-fetal toxicity"
2,MULTAQ,adverse reactions,"New or worsening heart failure, Liver Injury, Pulmonary toxicity, Hypokalemia, hypomagnesemia, QT prolongation, death, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal disorders, dyspeptic signs and symptoms, bradycardia, rashes, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, early increases in creatinine, QTc prolonged, atrial flutter, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis."
3,MULTAQ,boxed warnings,"Death, Stroke, Heart failure"
4,MULTAQ,warnings and precautions,"Cardiovascular death, heart failure, stroke, new onset heart failure, worsening heart failure, liver injury, acute liver failure, pulmonary toxicity, interstitial lung disease, pneumonitis, pulmonary fibrosis, hypokalemia, hypomagnesemia, QT interval prolongation, renal impairment, renal failure, death."
5,JUBLIA,adverse reactions,"Ingrown toenails, ingrown toenail, Application site dermatitis, Application site vesicles, Application site pain, death"
6,TEFLARO,adverse reactions,"Hypersensitivity Reactions, Clostridium difficile-Associated diarrhea, Direct Coombs' Test Seroconversion, diarrhea, nausea, rash, death, constipation, vomiting, increased transaminases, hypokalemia, rash, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, hypersensitivity, anaphylaxis, Clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis."
7,TEFLARO,warnings and precautions,"Serious hypersensitivity reactions, anaphylactic reactions, Clostridium difficile-associated diarrhea, CDAD, fatal colitis, direct Coombs' test seroconversion, drug-induced hemolytic anemia, death."
8,DATSCAN,adverse reactions,"Hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness, rash, pruritis, injection site pain"
9,DATSCAN,warnings and precautions,"Hypersensitivity reactions, Skin erythema, Pruritis, Anaphylactic reaction, Thyroid accumulation"
10,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, death, insomnia, fatigue, headache, depression, abnormal dreams, dizziness, nausea, diarrhea, rash, vertigo, abdominal pain, abdominal discomfort, flatulence, upper abdominal pain, vomiting, hepatitis, myositis, suicidal ideation, suicidal attempt, suicidal behavior, suicidal completion, renal impairment, pruritus, elevated ALT, elevated AST, hyperglycemia, lipase, total neutrophils, elevated cholesterol, elevated HDL cholesterol, elevated LDL cholesterol, elevated triglycerides, elevated creatine kinase, neutropenia, hepatitis B, hepatitis C, immune reconstitution syndrome, changes in serum creatinine."
11,TIVICAY,warnings and precautions,"Hypersensitivity reactions, rash, constitutional findings, organ dysfunction, liver injury, severe rash, fever, general malaise, fatigue, muscle or joint aches, blisters, peeling of the skin, oral blisters, lesions, conjunctivitis, facial edema, hepatitis, eosinophilia, angioedema, difficulty breathing, death, Transaminase elevations, immune reconstitution syndrome, hepatitis B reactivation, hepatotoxicity, Fat redistribution, body fat accumulation, central obesity, dorsocervical fat enlargement, buffalo hump, peripheral wasting, facial wasting, breast enlargement, ""cushingoid appearance"", Immune reconstitution syndrome, inflammatory response, opportunistic infections, autoimmune disorders, Graves' disease, polymyositis, Guillain-Barre syndrome"
12,TAFINLAR,adverse reactions,"New Primary Malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, Hyperkeratosis, headache, pyrexia, arthralgia, papilloma, alopecia, palmar-plantar erythrodysesthesia syndrome, Pyrexia, chills, fatigue, rash, nausea, vomiting, diarrhea, abdominal pain, peripheral edema, cough, headache, arthralgia, night sweats, decreased appetite, constipation, myalgia, Pancreatitis, Hypersensitivity manifesting as bullous rash, Interstitial nephritis, Vision blurred, transient blindness, Stomatitis, Asthenia, Cellulitis, folliculitis, paronychia, rash pustular, Palmar-plantar erythrodysesthesia syndrome, hyperhidrosis, Hypertension, death"
13,TAFINLAR,warnings and precautions,"Retinal vein occlusion, Interstitial lung disease, New primary malignancies, cutaneous malignancies, non-cutaneous malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, Embryofetal Toxicity, death"
14,HORIZANT,adverse reactions,"somnolence, sedation, dizziness, headache, nausea, dry mouth, flatulence, fatigue, irritability, feeling drunk, feeling abnormal, peripheral edema, weight increased, increased appetite, vertigo, depression, libido decreased, balance disorder, blurred vision, disorientation, lethargy, breast enlargement, gynecomastia, elevated creatine kinase"
15,HORIZANT,warnings and precautions,"driving impairment, somnolence, sedation, dizziness, suicidal thoughts, behaviors, lack of interchangeability with gabapentin, drug reaction with eosinophilia and systemic symptoms (DRESS)/multiorgan hypersensitivity, death"
