,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Thrombocytopenia, Nausea, Pyrexia, Decreased Platelets, Diarrhea, Decreased Lymphocyte, Headache, Decreased Hemoglobin, Cough, Edema Peripheral, Lymphopenia, Neutropenia, Decreased Phosphorus, Muscle Spasm, Upper Respiratory Tract Infection, Hypokalemia, Abdominal Pain, Constipation, Nasopharyngitis, Bronchitis, Back Pain, Arthralgia, Pain in Extremity, Leukopenia, Vomiting, Decreased Appetite, Hypercalcemia, Hyponatremia, Decreased Potassium, Febrile Neutropenia, Cardiac Arrest, Cardiac Failure, Myocardial Infarction, Myocardial Ischemia, Cataract, Blurred Vision, Toothache, Chills, Multi-organ Failure, Pain, Influenza, Sepsis, Urinary Tract Infection, Dehydration, Hyperkalemia, Hyperuricemia, Hypoalbuminemia, Muscular Weakness, Myalgia, Hypoesthesia, Paresthesia, Deafness, Anxiety, Delirium, Renal Failure, Renal Failure Acute, Renal Impairment, Dysphonia, Epistaxis, Oropharyngeal Pain, Pulmonary Embolism, Pulmonary Edema, Erythema, Hyperhidrosis, Pruritus, Deep Vein Thrombosis, Hypotension, Death."
1,MULTAQ,adverse reactions,"heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, fatal event: death, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal, dyspeptic signs and symptoms, bradycardia, skin rash, pruritus, eczema, dermatitis, photosensitivity reaction, dysgeusia, increased creatinine, prolonged QTc, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis"
2,JUBLIA,adverse reactions,"Ingrown toenails, application site dermatitis, application site vesicles, application site pain"
3,TEFLARO,adverse reactions,"hypersensitivity reactions, clostridium difficile-associated diarrhea, direct Coombs' test seroconversion, diarrhea, nausea, rash, death, constipation, vomiting, increased transaminases, hypokalemia, rash, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, hypersensitivity, anaphylaxis, Clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis."
4,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, death, headache, nausea, vertigo, dry mouth, dizziness, rash, pruritis, injection site pain"
5,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, insomnia, fatigue, headache, depression, abnormal dreams, dizziness, nausea, diarrhea, rash, fatigue, vertigo, abdominal pain, abdominal discomfort, flatulence, upper abdominal pain, vomiting, hepatitis, myositis, suicidal ideation, suicidal attempt, suicidal behavior, suicidal completion, renal impairment, pruritus."
6,TAFINLAR,adverse reactions,"New Primary Malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, death, hyperkeratosis, headache, pyrexia, arthralgia, papilloma, alopecia, palmar-plantar erythrodysesthesia syndrome, chills, fatigue, rash, nausea, vomiting, diarrhea, abdominal pain, peripheral edema, cough, night sweats, decreased appetite, constipation, myalgia, hyperkeratosis, alopecia, palmar-plantar erythrodysesthesia syndrome, rash, cough, nasopharyngitis, back pain, squamous cell carcinoma, constipation, urinary tract infection, renal failure, vision blurred, transient blindness, stomatitis, pancreatitis, asthenia, cellulitis, folliculitis, paronychia, rash pustular, skin papilloma, hyperhidrosis, hypertension, leukopenia, lymphopenia, neutropenia, anemia, thrombocytopenia, increased AST, increased alkaline phosphatase, increased ALT, hyperbilirubinemia, hyperglycemia, increased GGT, hyponatremia, hypoalbuminemia, hypophosphatemia, hypokalemia, increased creatinine, hypomagnesemia, hyperkalemia, hypercalcemia, hypocalcemia."
7,HORIZANT,adverse reactions,"somnolence, sedation, dizziness, headache, nausea, dry mouth, flatulence, fatigue, irritability, feeling drunk, feeling abnormal, peripheral edema, weight increased, increased appetite, vertigo, depression, libido decreased, balance disorder, blurred vision, disorientation, lethargy, breast enlargement, gynecomastia, elevated creatine kinase"
8,IMBRUVICA,adverse reactions,"Hemorrhage, Infections, Cytopenias, Atrial Fibrillation, Second Primary Malignancies, Tumor Lysis Syndrome, Death, Thrombocytopenia, Neutropenia, Diarrhea, Anemia, Fatigue, Musculoskeletal pain, Bruising, Nausea, Upper respiratory tract infection, Rash, Pneumonia, Abdominal pain, Atrial fibrillation, Dyspnea, Constipation, Vomiting, Skin infections, Peripheral edema, Stomatitis, Fatigue, Pyrexia, Asthenia, Petechiae, Muscle spasms, Arthralgia, Cough, Epistaxis, Decreased appetite, Dehydration, Dizziness, Headache, Lymphocytosis, Intracranial hemorrhage, Lethargy, Gait instability, Uric acid levels elevation, Hyperuricemia, Sinusitis, Urinary tract infection, Renal failure, Increased creatinine, Subdural hematoma, Hyposensitivity reactions, Anaphylactic shock, Urticaria, Angioedema."
9,ULORIC,adverse reactions,"Liver Function Abnormalities, nausea, arthralgia, rash, death"
