,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4446.0,167.0,891.0,0.9637979622805116,0.8330522765598651,0.8936683417085427,0.9572661124899416,0.8658782312399697,0.9039487927289016
1,adverse reactions,discontinuous,179.0,,209.0,,0.46134020618556704,,,0.44864077099371213,
2,adverse reactions,exact-meddra,3727.0,,436.0,,0.895267835695412,,,0.9217254062302594,
3,adverse reactions,negated,24.0,,8.0,,0.75,,,0.7301587301587302,
4,adverse reactions,non-meddra,719.0,,456.0,,0.6119148936170212,,,0.6937040948233761,
5,boxed warnings,all,230.0,93.0,32.0,0.7120743034055728,0.8778625954198473,0.7863247863247863,0.7511601287293808,0.9333419883922979,0.7957597393975103
6,boxed warnings,discontinuous,21.0,,12.0,,0.6363636363636364,,,0.5573593073593074,
7,boxed warnings,exact-meddra,132.0,,4.0,,0.9705882352941176,,,0.9588089330024814,
8,boxed warnings,negated,3.0,,0.0,,1.0,,,1.0,
9,boxed warnings,non-meddra,98.0,,28.0,,0.7777777777777778,,,0.8386363636363636,
10,warnings and precautions,all,1755.0,720.0,697.0,0.7090909090909091,0.715742251223491,0.712401055408971,0.6491248745835787,0.760865974051475,0.673880643594493
11,warnings and precautions,discontinuous,169.0,,181.0,,0.4828571428571429,,,0.5587085929943073,
12,warnings and precautions,exact-meddra,1042.0,,171.0,,0.8590272052761748,,,0.8939245728526813,
13,warnings and precautions,negated,21.0,,6.0,,0.7777777777777778,,,0.8039215686274509,
14,warnings and precautions,non-meddra,713.0,,527.0,,0.575,,,0.6473096730163042,
0,all,all,6431.0,980.0,1620.0,0.8677641343948185,0.7987827599056018,0.8150850682701426,0.7955667351948051,0.8335792220217684,0.7919666126753825
