,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Thrombocytopenia, Nausea, Pyrexia, Decreased Platelets, Diarrhea, Decreased Lymphocyte, Headache, Decreased Hemoglobin, Cough, Edema Peripheral, Neutropenia, Decreased Phosphorus, Muscle Spasm, Upper Respiratory Tract Infection, Hypokalemia, Pneumonia, Constipation, Nasopharyngitis, Bronchitis, Hypocalcemia, Hyperglycemia, Rash, Embolic and Thrombotic Events, Venous, Febrile Neutropenia, Lymphopenia, Cardiac Arrest, Cardiac Failure, Myocardial Infarction, Myocardial Ischemia, Cataract, Vision Blurred, Abdominal Pain, Dyspepsia, Toothache, Chills, Multi-organ Failure, Pain, Influenza, Sepsis, Urinary Tract Infection, Viral Infection, Dehydration, Hyperkalemia, Hyperuricemia, Hypoalbuminemia, Hyponatremia, Febrile Neutropenia, Hypophosphatemia, Back Pain, Arthralgia, Pain in Extremity, Musculoskeletal Pain, Hypoesthesia, Paresthesia, Deafness, Anxiety, Delirium, Renal Failure, Renal Failure Acute, Renal Impairment, Dysphonia, Epistaxis, Oropharyngeal Pain, Pulmonary Edema, Erythema, Hyperhidrosis, Pruritus, Deep Vein Thrombosis, Hypotension, Cardiac Arrest, Cardiac Failure Congestive, Myocardial Infarction, Myocardial Ischemia."
1,KYPROLIS,warnings and precautions,"cardiac failure, myocardial infarction, death, myocardial ischemia, acute renal failure, tumor lysis syndrome, pulmonary toxicity, acute respiratory distress syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pulmonary hypertension, dyspnea, hypertension, hypertensive crisis, venous thrombosis, infusion reactions, thrombocytopenia, hepatic toxicity, hepatic failure, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome, embryo-fetal toxicity"
2,MULTAQ,adverse reactions,"heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, death, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal disorders, dyspeptic signs and symptoms, bradycardia, rashes, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, atrial flutter, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis"
3,MULTAQ,boxed warnings,"death, stroke, heart failure, hospitalization"
4,MULTAQ,warnings and precautions,"cardiovascular death, death, heart failure, arrhythmic death, permanent AF, stroke, new onset heart failure, worsening heart failure, liver injury, hepatocellular liver injury, acute liver failure, liver transplant, pulmonary toxicity, interstitial lung disease, pneumonitis, pulmonary fibrosis, hypokalemia, hypomagnesemia, QT interval prolongation, renal impairment, renal failure, renal dysfunction, fetal harm"
5,JUBLIA,adverse reactions,"ingrown toenails, application site dermatitis, application site vesicles, application site pain"
6,TEFLARO,adverse reactions,"hypersensitivity reactions, clostridium difficile-associated diarrhea, direct coombs' test seroconversion, diarrhea, nausea, rash, constipation, vomiting, increased transaminases, hypokalemia, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, anaphylaxis, clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis"
7,TEFLARO,warnings and precautions,"hypersensitivity reactions, anaphylactic reactions, serious skin reactions, Clostridium difficile-associated diarrhea, CDAD, fatal colitis, direct Coombs' test seroconversion, drug-induced hemolytic anemia, hemolytic anemia, death"
8,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness"
9,DATSCAN,warnings and precautions,"hypersensitivity reactions, skin erythema, pruritis, anaphylactic reaction, thyroid accumulation"
