,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,103,122,6.0,0,0.953125,1.0,0.976
1,KYPROLIS,adverse reactions,exact-meddra,104,103,101,,0,,1.0,
2,KYPROLIS,adverse reactions,non-meddra,25,103,21,,65,,0.2441860465116279,
3,KYPROLIS,adverse reactions,discontinuous,3,103,2,,97,,0.020202020202020204,
4,KYPROLIS,warnings and precautions,all,65,23,47,18.0,0,0.7230769230769231,1.0,0.8392857142857142
5,KYPROLIS,warnings and precautions,exact-meddra,44,23,33,,2,,0.9428571428571428,
6,KYPROLIS,warnings and precautions,non-meddra,22,23,14,,10,,0.5833333333333334,
7,KYPROLIS,warnings and precautions,discontinuous,1,23,1,,22,,0.043478260869565216,
8,KYPROLIS,warnings and precautions,hypothetical,3,23,2,,22,,0.08333333333333333,
9,KYPROLIS,all-concat,all,158,82,139,19.0,0,0.879746835443038,1.0,0.9360269360269361
10,KYPROLIS,all-concat,exact-meddra,119,82,106,,2,,0.9814814814814815,
11,KYPROLIS,all-concat,non-meddra,40,82,33,,44,,0.42857142857142855,
12,KYPROLIS,all-concat,discontinuous,4,82,3,,75,,0.038461538461538464,
13,KYPROLIS,all-concat,hypothetical,3,82,2,,81,,0.024096385542168676,
14,MULTAQ,adverse reactions,all,39,30,38,1.0,0,0.9743589743589743,1.0,0.9870129870129869
15,MULTAQ,adverse reactions,exact-meddra,26,30,26,,4,,0.8666666666666667,
16,MULTAQ,adverse reactions,non-meddra,13,30,12,,18,,0.4,
17,MULTAQ,adverse reactions,discontinuous,5,30,5,,28,,0.15151515151515152,
18,MULTAQ,warnings and precautions,all,25,24,22,3.0,1,0.88,0.9565217391304348,0.9166666666666666
19,MULTAQ,warnings and precautions,exact-meddra,13,24,13,,4,,0.7647058823529411,
20,MULTAQ,warnings and precautions,non-meddra,12,24,9,,13,,0.4090909090909091,
21,MULTAQ,warnings and precautions,discontinuous,3,24,3,,19,,0.13636363636363635,
22,MULTAQ,warnings and precautions,hypothetical,8,24,7,,16,,0.30434782608695654,
23,MULTAQ,boxed warnings,all,3,7,3,0.0,1,1.0,0.75,0.8571428571428571
24,MULTAQ,boxed warnings,exact-meddra,3,7,3,,1,,0.75,
25,MULTAQ,boxed warnings,hypothetical,3,7,3,,1,,0.75,
26,MULTAQ,all-concat,all,57,40,53,4.0,1,0.9298245614035088,0.9814814814814815,0.954954954954955
27,MULTAQ,all-concat,exact-meddra,32,40,32,,6,,0.8421052631578947,
28,MULTAQ,all-concat,non-meddra,25,40,21,,23,,0.4772727272727273,
29,MULTAQ,all-concat,discontinuous,8,40,7,,35,,0.16666666666666666,
30,MULTAQ,all-concat,hypothetical,9,40,7,,31,,0.18421052631578946,
31,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
32,JUBLIA,adverse reactions,exact-meddra,3,4,3,,1,,0.75,
33,JUBLIA,adverse reactions,non-meddra,2,4,2,,3,,0.4,
34,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
35,JUBLIA,all-concat,exact-meddra,3,4,3,,1,,0.75,
36,JUBLIA,all-concat,non-meddra,2,4,2,,3,,0.4,
37,TEFLARO,adverse reactions,all,30,30,30,0.0,0,1.0,1.0,1.0
38,TEFLARO,adverse reactions,exact-meddra,26,30,26,,2,,0.9285714285714286,
39,TEFLARO,adverse reactions,non-meddra,4,30,4,,23,,0.14814814814814814,
40,TEFLARO,warnings and precautions,all,12,8,11,1.0,1,0.9166666666666666,0.9166666666666666,0.9166666666666666
41,TEFLARO,warnings and precautions,exact-meddra,2,8,1,,7,,0.125,
42,TEFLARO,warnings and precautions,non-meddra,10,8,10,,1,,0.9090909090909091,
43,TEFLARO,warnings and precautions,negated,1,8,1,,7,,0.125,
44,TEFLARO,warnings and precautions,discontinuous,2,8,2,,6,,0.25,
45,TEFLARO,warnings and precautions,hypothetical,3,8,3,,4,,0.42857142857142855,
46,TEFLARO,all-concat,all,38,31,37,1.0,0,0.9736842105263158,1.0,0.9866666666666666
47,TEFLARO,all-concat,exact-meddra,27,31,27,,3,,0.9,
48,TEFLARO,all-concat,non-meddra,11,31,10,,22,,0.3125,
49,TEFLARO,all-concat,negated,1,31,1,,30,,0.03225806451612903,
50,TEFLARO,all-concat,discontinuous,2,31,2,,28,,0.06666666666666667,
51,TEFLARO,all-concat,hypothetical,3,31,3,,27,,0.1,
52,DATSCAN,adverse reactions,all,11,10,11,0.0,0,1.0,1.0,1.0
53,DATSCAN,adverse reactions,exact-meddra,8,10,8,,0,,1.0,
54,DATSCAN,adverse reactions,non-meddra,3,10,3,,5,,0.375,
55,DATSCAN,warnings and precautions,all,3,8,3,0.0,4,1.0,0.42857142857142855,0.6
56,DATSCAN,warnings and precautions,exact-meddra,1,8,1,,7,,0.125,
57,DATSCAN,warnings and precautions,non-meddra,2,8,2,,5,,0.2857142857142857,
58,DATSCAN,all-concat,all,12,12,12,0.0,1,1.0,0.9230769230769231,0.9600000000000001
59,DATSCAN,all-concat,exact-meddra,9,12,9,,1,,0.9,
60,DATSCAN,all-concat,non-meddra,3,12,3,,7,,0.3,
61,TIVICAY,adverse reactions,all,45,42,45,0.0,0,1.0,1.0,1.0
62,TIVICAY,adverse reactions,exact-meddra,30,42,30,,9,,0.7692307692307693,
