,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,81,119,9.0,0,0.9296875,1.0,0.9635627530364372
1,KYPROLIS,adverse reactions,exact-meddra,104,81,98,,0,,1.0,
2,KYPROLIS,adverse reactions,non-meddra,25,81,21,,50,,0.29577464788732394,
3,KYPROLIS,adverse reactions,discontinuous,3,81,2,,75,,0.025974025974025976,
4,KYPROLIS,warnings and precautions,all,65,29,50,15.0,0,0.7692307692307693,1.0,0.8695652173913044
5,KYPROLIS,warnings and precautions,exact-meddra,44,29,33,,4,,0.8918918918918919,
6,KYPROLIS,warnings and precautions,non-meddra,22,29,17,,11,,0.6071428571428571,
7,KYPROLIS,warnings and precautions,discontinuous,1,29,1,,28,,0.034482758620689655,
8,KYPROLIS,warnings and precautions,hypothetical,3,29,2,,28,,0.06666666666666667,
9,KYPROLIS,all-concat,all,158,86,140,18.0,0,0.8860759493670886,1.0,0.9395973154362416
10,KYPROLIS,all-concat,exact-meddra,119,86,110,,0,,1.0,
11,KYPROLIS,all-concat,non-meddra,40,86,30,,50,,0.375,
12,KYPROLIS,all-concat,discontinuous,4,86,3,,79,,0.036585365853658534,
13,KYPROLIS,all-concat,hypothetical,3,86,0,,86,,0.0,
14,MULTAQ,adverse reactions,all,39,32,39,0.0,1,1.0,0.975,0.9873417721518987
15,MULTAQ,adverse reactions,exact-meddra,26,32,26,,6,,0.8125,
16,MULTAQ,adverse reactions,non-meddra,13,32,13,,19,,0.40625,
17,MULTAQ,adverse reactions,discontinuous,5,32,5,,30,,0.14285714285714285,
18,MULTAQ,warnings and precautions,all,25,17,20,5.0,0,0.8,1.0,0.888888888888889
19,MULTAQ,warnings and precautions,exact-meddra,13,17,13,,1,,0.9285714285714286,
20,MULTAQ,warnings and precautions,non-meddra,12,17,7,,10,,0.4117647058823529,
21,MULTAQ,warnings and precautions,discontinuous,3,17,3,,12,,0.2,
22,MULTAQ,warnings and precautions,hypothetical,8,17,7,,9,,0.4375,
23,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
24,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
25,MULTAQ,boxed warnings,hypothetical,3,3,3,,0,,1.0,
26,MULTAQ,all-concat,all,57,27,43,14.0,0,0.7543859649122807,1.0,0.86
27,MULTAQ,all-concat,exact-meddra,32,27,27,,5,,0.84375,
28,MULTAQ,all-concat,non-meddra,25,27,16,,13,,0.5517241379310345,
29,MULTAQ,all-concat,discontinuous,8,27,7,,21,,0.25,
30,MULTAQ,all-concat,hypothetical,9,27,6,,22,,0.21428571428571427,
31,JUBLIA,adverse reactions,all,5,6,5,0.0,1,1.0,0.8333333333333334,0.9090909090909091
32,JUBLIA,adverse reactions,exact-meddra,3,6,3,,3,,0.5,
33,JUBLIA,adverse reactions,non-meddra,2,6,2,,4,,0.3333333333333333,
34,JUBLIA,all-concat,all,5,6,5,0.0,1,1.0,0.8333333333333334,0.9090909090909091
35,JUBLIA,all-concat,exact-meddra,3,6,3,,3,,0.5,
36,JUBLIA,all-concat,non-meddra,2,6,2,,4,,0.3333333333333333,
37,TEFLARO,adverse reactions,all,30,31,30,0.0,1,1.0,0.967741935483871,0.9836065573770492
38,TEFLARO,adverse reactions,exact-meddra,26,31,26,,3,,0.896551724137931,
39,TEFLARO,adverse reactions,non-meddra,4,31,4,,24,,0.14285714285714285,
40,TEFLARO,warnings and precautions,all,12,8,11,1.0,0,0.9166666666666666,1.0,0.9565217391304348
41,TEFLARO,warnings and precautions,exact-meddra,2,8,1,,7,,0.125,
42,TEFLARO,warnings and precautions,non-meddra,10,8,10,,0,,1.0,
43,TEFLARO,warnings and precautions,negated,1,8,1,,7,,0.125,
44,TEFLARO,warnings and precautions,discontinuous,2,8,2,,6,,0.25,
45,TEFLARO,warnings and precautions,hypothetical,3,8,3,,4,,0.42857142857142855,
46,TEFLARO,all-concat,all,38,28,33,5.0,0,0.868421052631579,1.0,0.9295774647887324
47,TEFLARO,all-concat,exact-meddra,27,28,23,,5,,0.8214285714285714,
48,TEFLARO,all-concat,non-meddra,11,28,10,,15,,0.4,
49,TEFLARO,all-concat,negated,1,28,1,,27,,0.03571428571428571,
50,TEFLARO,all-concat,discontinuous,2,28,2,,23,,0.08,
51,TEFLARO,all-concat,hypothetical,3,28,3,,21,,0.125,
52,DATSCAN,adverse reactions,all,11,10,11,0.0,0,1.0,1.0,1.0
53,DATSCAN,adverse reactions,exact-meddra,8,10,8,,0,,1.0,
54,DATSCAN,adverse reactions,non-meddra,3,10,3,,5,,0.375,
55,DATSCAN,warnings and precautions,all,3,5,3,0.0,1,1.0,0.75,0.8571428571428571
56,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,4,,0.2,
57,DATSCAN,warnings and precautions,non-meddra,2,5,2,,2,,0.5,
58,DATSCAN,all-concat,all,12,11,12,0.0,1,1.0,0.9230769230769231,0.9600000000000001
59,DATSCAN,all-concat,exact-meddra,9,11,9,,1,,0.9,
60,DATSCAN,all-concat,non-meddra,3,11,3,,7,,0.3,
61,TIVICAY,adverse reactions,all,45,42,44,1.0,1,0.9777777777777777,0.9777777777777777,0.9777777777777777
62,TIVICAY,adverse reactions,exact-meddra,30,42,29,,9,,0.7631578947368421,
63,TIVICAY,adverse reactions,non-meddra,15,42,15,,26,,0.36585365853658536,
