,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4514,168.0,895,0.9641178983340453,0.8345350342022555,0.894658606679219,0.9621221583252761,0.866014157766329,0.9068117371588136
1,adverse reactions,discontinuous,191,,206,,0.4811083123425693,,,0.4433442350255344,
2,adverse reactions,exact-meddra,3768,,395,,0.9051165025222195,,,0.9320264292544898,
3,adverse reactions,negated,36,,37,,0.4931506849315068,,,0.4333333333333333,
4,adverse reactions,non-meddra,747,,500,,0.599037690457097,,,0.6725802771186651,
5,all-concat,all,5205,268.0,2177,0.9510323405810341,0.7050934706041723,0.8098016336056009,0.9351967306230615,0.7438888702909183,0.8181212033127291
6,all-concat,discontinuous,294,,507,,0.36704119850187267,,,0.37920135363555385,
7,all-concat,exact-meddra,4061,,766,,0.8413093018437953,,,0.8718436708775682,
8,all-concat,negated,61,,71,,0.4621212121212121,,,0.4747732426303855,
9,all-concat,non-meddra,1144,,1412,,0.4475743348982786,,,0.5105924293788929,
10,boxed warnings,all,240,89.0,34,0.729483282674772,0.8759124087591241,0.7960199004975125,0.788577694235589,0.9257508952748892,0.8246613073857656
11,boxed warnings,discontinuous,25,,12,,0.6756756756756757,,,0.6254578754578755,
12,boxed warnings,exact-meddra,132,,4,,0.9705882352941176,,,0.9588089330024814,
13,boxed warnings,negated,5,,0,,1.0,,,1.0,
14,boxed warnings,non-meddra,108,,30,,0.782608695652174,,,0.8339285714285714,
15,warnings and precautions,all,1966,633.0,761,0.7564447864563294,0.720938760542721,0.7382651145324822,0.7100151953402248,0.7637105786195094,0.7005192857166928
16,warnings and precautions,discontinuous,189,,210,,0.47368421052631576,,,0.5478308368014251,
17,warnings and precautions,exact-meddra,1069,,144,,0.8812860676009893,,,0.9160592136148532,
18,warnings and precautions,negated,33,,25,,0.5689655172413793,,,0.6828703703703703,
19,warnings and precautions,non-meddra,897,,618,,0.592079207920792,,,0.6509955725238141,
0,all,all,6720,890.0,1690,0.8830486202365309,0.7990487514863258,0.821618086173828,0.830558323389013,0.8335842800039722,0.8087944315602477
