,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4521,180.0,888,0.9617102744097,0.8358291735995563,0.8943620178041543,0.9591573747941311,0.8692436756996904,0.9060371032480584
1,adverse reactions,discontinuous,198,,199,,0.4987405541561713,,,0.4599767586817631,
2,adverse reactions,exact-meddra,3770,,393,,0.905596925294259,,,0.9324667411539282,
3,adverse reactions,hypothetical,69,,11,,0.8625,,,0.8551313628899836,
4,adverse reactions,negated,32,,41,,0.4383561643835616,,,0.40952380952380957,
5,adverse reactions,non-meddra,752,,495,,0.603047313552526,,,0.6729012842129223,
6,all-concat,all,5285,301.0,2097,0.9461152882205514,0.7159306421024113,0.8150832819247378,0.9286222759527241,0.7525997079886119,0.8198650719805839
7,all-concat,discontinuous,310,,491,,0.38701622971285893,,,0.38905713120130847,
8,all-concat,exact-meddra,4123,,704,,0.854153718665838,,,0.8804973435372853,
9,all-concat,hypothetical,527,,493,,0.5166666666666667,,,0.5840069594499835,
10,all-concat,negated,59,,73,,0.44696969696969696,,,0.46456916099773243,
11,all-concat,non-meddra,1162,,1394,,0.45461658841940533,,,0.5143469378126072,
12,boxed warnings,all,245,99.0,29,0.7122093023255814,0.8941605839416058,0.7928802588996764,0.7739475844784375,0.9352538192514972,0.8205602937292997
13,boxed warnings,discontinuous,28,,9,,0.7567567567567568,,,0.7023809523809524,
14,boxed warnings,exact-meddra,133,,3,,0.9779411764705882,,,0.974937965260546,
15,boxed warnings,hypothetical,113,,8,,0.9338842975206612,,,0.9651383969565788,
16,boxed warnings,negated,5,,0,,1.0,,,1.0,
17,boxed warnings,non-meddra,112,,26,,0.8115942028985508,,,0.8482843137254902,
18,warnings and precautions,all,1972,671.0,755,0.7461218312523648,0.7231389805647231,0.7344506517690875,0.7083555199282627,0.7805031248222235,0.7067205355704933
19,warnings and precautions,discontinuous,193,,206,,0.48370927318295737,,,0.548736987707576,
20,warnings and precautions,exact-meddra,1047,,166,,0.8631492168178071,,,0.9206250518573313,
21,warnings and precautions,hypothetical,668,,241,,0.7348734873487349,,,0.8191557870639014,
22,warnings and precautions,negated,33,,25,,0.5689655172413793,,,0.6643518518518519,
23,warnings and precautions,non-meddra,925,,590,,0.6105610561056105,,,0.6814376818478948,
0,all,all,6738,950.0,1672,0.8764308012486993,0.8011890606420927,0.8201870985537362,0.826251646175548,0.8433985571397513,0.8103514005936658
