,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4408,177.0,1001,0.9613958560523446,0.8149380661859863,0.8821292775665399,0.9552640335335374,0.8491811424330453,0.8932271963754972
1,adverse reactions,discontinuous,165,,232,,0.4156171284634761,,,0.398764263733535,
2,adverse reactions,exact-meddra,3687,,476,,0.8856593802546241,,,0.9140009114052347,
3,adverse reactions,negated,34,,39,,0.4657534246575342,,,0.4504761904761905,
4,adverse reactions,non-meddra,722,,525,,0.5789895749799518,,,0.653888242613232,
5,all-concat,all,5226,298.0,2156,0.94605358435916,0.70793822812246,0.809855880985588,0.922934088992049,0.7399026354310876,0.8098714381886526
6,all-concat,discontinuous,277,,524,,0.34581772784019976,,,0.3350810604902432,
7,all-concat,exact-meddra,4120,,707,,0.8535322146260618,,,0.8770395222693904,
8,all-concat,negated,57,,75,,0.4318181818181818,,,0.44982993197278914,
9,all-concat,non-meddra,1106,,1450,,0.4327073552425665,,,0.4873879772512284,
10,boxed warnings,all,237,99.0,37,0.7053571428571429,0.864963503649635,0.7770491803278688,0.7616592108991808,0.8965041673439506,0.7957264978517219
11,boxed warnings,discontinuous,28,,9,,0.7567567567567568,,,0.6703296703296703,
12,boxed warnings,exact-meddra,132,,4,,0.9705882352941176,,,0.9588089330024814,
13,boxed warnings,negated,4,,1,,0.8,,,0.75,
14,boxed warnings,non-meddra,105,,33,,0.7608695652173914,,,0.7748949579831933,
15,warnings and precautions,all,1915,612.0,812,0.7578155916106054,0.7022368903557022,0.728968405024743,0.7095759118359122,0.7580567002381117,0.6927773058584522
16,warnings and precautions,discontinuous,179,,220,,0.44862155388471175,,,0.5188612460671284,
17,warnings and precautions,exact-meddra,1053,,160,,0.8680956306677658,,,0.9106297786102643,
18,warnings and precautions,negated,33,,25,,0.5689655172413793,,,0.6967592592592592,
19,warnings and precautions,non-meddra,862,,653,,0.568976897689769,,,0.6547290564991808,
0,all,all,6560,888.0,1850,0.8807733619763695,0.7800237812128419,0.8103078823321768,0.8231083934285578,0.8193472613046803,0.79513962890068
