,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,84,95,0.0,33,1.0,0.7421875,0.852017937219731
1,KYPROLIS,adverse reactions,exact-meddra,104,84,85,,19,,0.8173076923076923,
2,KYPROLIS,adverse reactions,non-meddra,25,84,10,,15,,0.4,
3,KYPROLIS,adverse reactions,discontinuous,3,84,0,,3,,0.0,
4,KYPROLIS,warnings and precautions,all,65,23,32,0.0,33,1.0,0.49230769230769234,0.6597938144329897
5,KYPROLIS,warnings and precautions,exact-meddra,44,23,24,,20,,0.5454545454545454,
6,KYPROLIS,warnings and precautions,non-meddra,22,23,8,,14,,0.36363636363636365,
7,KYPROLIS,warnings and precautions,discontinuous,1,23,1,,0,,1.0,
8,KYPROLIS,all-concat,all,158,16,26,0.0,132,1.0,0.16455696202531644,0.2826086956521739
9,KYPROLIS,all-concat,exact-meddra,119,16,20,,99,,0.16806722689075632,
10,KYPROLIS,all-concat,non-meddra,40,16,6,,34,,0.15,
11,KYPROLIS,all-concat,discontinuous,4,16,0,,4,,0.0,
12,MULTAQ,adverse reactions,all,39,27,35,0.0,4,1.0,0.8974358974358975,0.945945945945946
13,MULTAQ,adverse reactions,exact-meddra,26,27,26,,0,,1.0,
14,MULTAQ,adverse reactions,non-meddra,13,27,9,,4,,0.6923076923076923,
15,MULTAQ,adverse reactions,discontinuous,5,27,5,,0,,1.0,
16,MULTAQ,warnings and precautions,all,25,21,20,2.0,5,0.9090909090909091,0.8,0.8510638297872342
17,MULTAQ,warnings and precautions,exact-meddra,13,21,12,,1,,0.9230769230769231,
18,MULTAQ,warnings and precautions,non-meddra,12,21,8,,4,,0.6666666666666666,
19,MULTAQ,warnings and precautions,discontinuous,3,21,3,,0,,1.0,
20,MULTAQ,boxed warnings,all,3,4,3,1.0,0,0.75,1.0,0.8571428571428571
21,MULTAQ,boxed warnings,exact-meddra,3,4,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,24,38,0.0,19,1.0,0.6666666666666666,0.8
23,MULTAQ,all-concat,exact-meddra,32,24,22,,10,,0.6875,
24,MULTAQ,all-concat,non-meddra,25,24,16,,9,,0.64,
25,MULTAQ,all-concat,discontinuous,8,24,8,,0,,1.0,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,0,,1.0,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,0,,1.0,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,0,,1.0,
31,JUBLIA,all-concat,non-meddra,2,4,2,,0,,1.0,
32,TEFLARO,adverse reactions,all,30,30,30,1.0,0,0.967741935483871,1.0,0.9836065573770492
33,TEFLARO,adverse reactions,exact-meddra,26,30,26,,0,,1.0,
34,TEFLARO,adverse reactions,non-meddra,4,30,4,,0,,1.0,
35,TEFLARO,warnings and precautions,all,12,9,9,1.0,3,0.9,0.75,0.8181818181818182
36,TEFLARO,warnings and precautions,exact-meddra,2,9,2,,0,,1.0,
37,TEFLARO,warnings and precautions,non-meddra,10,9,7,,3,,0.7,
38,TEFLARO,warnings and precautions,negated,1,9,1,,0,,1.0,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,0,,1.0,
40,TEFLARO,all-concat,all,38,29,30,1.0,8,0.967741935483871,0.7894736842105263,0.8695652173913043
41,TEFLARO,all-concat,exact-meddra,27,29,25,,2,,0.9259259259259259,
42,TEFLARO,all-concat,non-meddra,11,29,5,,6,,0.45454545454545453,
43,TEFLARO,all-concat,negated,1,29,1,,0,,1.0,
44,TEFLARO,all-concat,discontinuous,2,29,1,,1,,0.5,
45,DATSCAN,adverse reactions,all,11,7,8,0.0,3,1.0,0.7272727272727273,0.8421052631578948
46,DATSCAN,adverse reactions,exact-meddra,8,7,6,,2,,0.75,
47,DATSCAN,adverse reactions,non-meddra,3,7,2,,1,,0.6666666666666666,
48,DATSCAN,warnings and precautions,all,3,9,3,6.0,0,0.3333333333333333,1.0,0.5
49,DATSCAN,warnings and precautions,exact-meddra,1,9,1,,0,,1.0,
50,DATSCAN,warnings and precautions,non-meddra,2,9,2,,0,,1.0,
51,DATSCAN,all-concat,all,12,13,11,3.0,1,0.7857142857142857,0.9166666666666666,0.8461538461538461
52,DATSCAN,all-concat,exact-meddra,9,13,8,,1,,0.8888888888888888,
53,DATSCAN,all-concat,non-meddra,3,13,3,,0,,1.0,
54,TIVICAY,adverse reactions,all,45,35,36,2.0,9,0.9473684210526315,0.8,0.8674698795180723
55,TIVICAY,adverse reactions,exact-meddra,30,35,29,,1,,0.9666666666666667,
56,TIVICAY,adverse reactions,non-meddra,15,35,7,,8,,0.4666666666666667,
57,TIVICAY,adverse reactions,discontinuous,8,35,6,,2,,0.75,
58,TIVICAY,warnings and precautions,all,29,19,16,3.0,13,0.8421052631578947,0.5517241379310345,0.6666666666666666
59,TIVICAY,warnings and precautions,exact-meddra,10,19,6,,4,,0.6,
60,TIVICAY,warnings and precautions,non-meddra,19,19,10,,9,,0.5263157894736842,
61,TIVICAY,warnings and precautions,discontinuous,2,19,1,,1,,0.5,
62,TIVICAY,all-concat,all,71,33,34,2.0,37,0.9444444444444444,0.4788732394366197,0.6355140186915887
63,TIVICAY,all-concat,exact-meddra,37,33,29,,8,,0.7837837837837838,
64,TIVICAY,all-concat,non-meddra,34,33,5,,29,,0.14705882352941177,
65,TIVICAY,all-concat,discontinuous,10,33,3,,7,,0.3,
66,TAFINLAR,adverse reactions,all,112,61,81,1.0,31,0.9878048780487805,0.7232142857142857,0.8350515463917526
67,TAFINLAR,adverse reactions,exact-meddra,94,61,74,,20,,0.7872340425531915,
68,TAFINLAR,adverse reactions,non-meddra,18,61,7,,11,,0.3888888888888889,
