,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,106,122,6.0,0,0.953125,1.0,0.976
1,KYPROLIS,adverse reactions,exact-meddra,104,106,101,,0,,1.0,
2,KYPROLIS,adverse reactions,non-meddra,25,106,21,,68,,0.23595505617977527,
3,KYPROLIS,adverse reactions,discontinuous,3,106,2,,100,,0.0196078431372549,
4,KYPROLIS,warnings and precautions,all,65,57,60,5.0,6,0.9230769230769231,0.9090909090909091,0.9160305343511451
5,KYPROLIS,warnings and precautions,exact-meddra,44,57,43,,9,,0.8269230769230769,
6,KYPROLIS,warnings and precautions,non-meddra,22,57,17,,33,,0.34,
7,KYPROLIS,warnings and precautions,discontinuous,1,57,1,,55,,0.017857142857142856,
8,KYPROLIS,warnings and precautions,hypothetical,3,57,3,,55,,0.05172413793103448,
9,KYPROLIS,all-concat,all,158,30,84,74.0,0,0.5316455696202531,1.0,0.6942148760330578
10,KYPROLIS,all-concat,exact-meddra,119,30,60,,2,,0.967741935483871,
11,KYPROLIS,all-concat,non-meddra,40,30,24,,11,,0.6857142857142857,
12,KYPROLIS,all-concat,discontinuous,4,30,3,,27,,0.1,
13,KYPROLIS,all-concat,hypothetical,3,30,2,,29,,0.06451612903225806,
14,MULTAQ,adverse reactions,all,39,30,38,1.0,0,0.9743589743589743,1.0,0.9870129870129869
15,MULTAQ,adverse reactions,exact-meddra,26,30,26,,4,,0.8666666666666667,
16,MULTAQ,adverse reactions,non-meddra,13,30,12,,18,,0.4,
17,MULTAQ,adverse reactions,discontinuous,5,30,5,,28,,0.15151515151515152,
18,MULTAQ,warnings and precautions,all,25,26,25,0.0,1,1.0,0.9615384615384616,0.9803921568627451
19,MULTAQ,warnings and precautions,exact-meddra,13,26,13,,6,,0.6842105263157895,
20,MULTAQ,warnings and precautions,non-meddra,12,26,12,,13,,0.48,
21,MULTAQ,warnings and precautions,discontinuous,3,26,3,,21,,0.125,
