,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3794,515.0,1615,0.8804827106057089,0.7014235533370309,0.7808190985799548,0.8760051182279474,0.7439848099213525,0.8013216493534999
1,adverse reactions,discontinuous,40,,357,,0.10075566750629723,,,0.12118242819515868,
2,adverse reactions,exact-meddra,3351,,812,,0.8049483545520058,,,0.8393276568084146,
3,adverse reactions,hypothetical,47,,33,,0.5875,,,0.5651477832512316,
4,adverse reactions,negated,20,,53,,0.273972602739726,,,0.23047619047619047,
5,adverse reactions,non-meddra,443,,804,,0.35525260625501204,,,0.45924626606768887,
6,all-concat,all,3783,668.0,3599,0.8499213659851719,0.5124627472229748,0.6393982929096594,0.8368820461651124,0.5726604685814548,0.6572558693386701
7,all-concat,discontinuous,60,,741,,0.0749063670411985,,,0.09692413589456257,
8,all-concat,exact-meddra,3271,,1556,,0.6776465713693806,,,0.7331500819990345,
9,all-concat,hypothetical,323,,697,,0.31666666666666665,,,0.33562675347468657,
10,all-concat,negated,29,,103,,0.2196969696969697,,,0.22114512471655326,
11,all-concat,non-meddra,512,,2044,,0.20031298904538342,,,0.2763824898547592,
12,boxed warnings,all,170,294.0,104,0.36637931034482757,0.6204379562043796,0.4607046070460704,0.4252632166265985,0.6010435606991335,0.44933371171133696
13,boxed warnings,discontinuous,9,,28,,0.24324324324324326,,,0.19688644688644688,
14,boxed warnings,exact-meddra,121,,15,,0.8897058823529411,,,0.8823777806799878,
15,boxed warnings,hypothetical,74,,47,,0.6115702479338843,,,0.6020070838252656,
16,boxed warnings,negated,2,,3,,0.4,,,0.375,
17,boxed warnings,non-meddra,49,,89,,0.35507246376811596,,,0.31519607843137254,
18,warnings and precautions,all,1122,570.0,1605,0.6631205673758865,0.41144114411441146,0.507807196198235,0.6454056563654385,0.4745394864434418,0.5116689552922483
19,warnings and precautions,discontinuous,50,,349,,0.12531328320802004,,,0.16163322413322415,
20,warnings and precautions,exact-meddra,733,,480,,0.6042868920032977,,,0.6760203125222869,
21,warnings and precautions,hypothetical,375,,534,,0.41254125412541254,,,0.490072770442951,
22,warnings and precautions,negated,15,,43,,0.25862068965517243,,,0.3159722222222222,
23,warnings and precautions,non-meddra,389,,1126,,0.25676567656765675,,,0.32045232615026714,
0,all,all,5086,1379.0,3324,0.7866976024748646,0.604756242568371,0.6394106881044613,0.7086477450859363,0.6102222512442268,0.6260846865953875
