,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4539,170.0,870,0.9638989169675091,0.8391569606211869,0.8972128879225143,0.9593381429518645,0.8695855582717966,0.9069331015935892
1,adverse reactions,discontinuous,195,,202,,0.491183879093199,,,0.4710598237485858,
2,adverse reactions,exact-meddra,3788,,375,,0.9099207302426136,,,0.9348618987304826,
3,adverse reactions,negated,35,,38,,0.4794520547945205,,,0.45238095238095233,
4,adverse reactions,non-meddra,751,,496,,0.6022453889334403,,,0.6829522503342651,
5,all-concat,all,5262,297.0,2120,0.9465731246627092,0.7128149552966676,0.8132292713082452,0.9268908590392804,0.7528267801750469,0.8189948636771945
6,all-concat,discontinuous,297,,504,,0.3707865168539326,,,0.38503437142652636,
7,all-concat,exact-meddra,4091,,736,,0.8475243422415579,,,0.8813636463341988,
8,all-concat,negated,63,,69,,0.4772727272727273,,,0.4600340136054422,
9,all-concat,non-meddra,1171,,1385,,0.4581377151799687,,,0.5197670468041995,
10,boxed warnings,all,243,86.0,31,0.7386018237082067,0.8868613138686131,0.8059701492537313,0.7826309009038851,0.9287548465180043,0.8230285246008945
11,boxed warnings,discontinuous,26,,11,,0.7027027027027027,,,0.7023809523809524,
12,boxed warnings,exact-meddra,132,,4,,0.9705882352941176,,,0.9588089330024814,
13,boxed warnings,negated,4,,1,,0.8,,,0.75,
14,boxed warnings,non-meddra,111,,27,,0.8043478260869565,,,0.8571078431372549,
15,warnings and precautions,all,1987,628.0,740,0.7598470363288718,0.7286395306197286,0.7439161362785474,0.7192607379636028,0.7691910373431908,0.7104151385564724
16,warnings and precautions,discontinuous,200,,199,,0.5012531328320802,,,0.5349898489604372,
17,warnings and precautions,exact-meddra,1073,,140,,0.8845836768342952,,,0.9198687522336307,
18,warnings and precautions,negated,33,,25,,0.5689655172413793,,,0.7175925925925926,
19,warnings and precautions,non-meddra,915,,600,,0.6039603960396039,,,0.6690832983620619,
0,all,all,6769,884.0,1641,0.8844897425846073,0.8048751486325803,0.8260437730106933,0.8322093993854043,0.8378489668450217,0.812650828965103
