,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3054,122.0,2355,0.9615869017632241,0.5646145313366612,0.7114735002912057,0.9439375962293522,0.6511055833360967,0.7307149092772656
1,adverse reactions,discontinuous,132,,265,,0.33249370277078083,,,0.3617295493502693,
2,adverse reactions,exact-meddra,2504,,1659,,0.6014893105933221,,,0.6998462059630823,
3,adverse reactions,negated,25,,48,,0.3424657534246575,,,0.35047619047619044,
4,adverse reactions,non-meddra,550,,697,,0.4410585404971933,,,0.5091067487806302,
5,all-concat,all,2581,125.0,4801,0.9538063562453807,0.34963424546193445,0.5116970658207771,0.9358664290748121,0.4424529010895239,0.5477329010314674
6,all-concat,discontinuous,197,,604,,0.2459425717852684,,,0.25398932135939617,
7,all-concat,exact-meddra,1859,,2968,,0.38512533664802157,,,0.5015492239071707,
8,all-concat,negated,39,,93,,0.29545454545454547,,,0.32035147392290253,
9,all-concat,non-meddra,722,,1834,,0.282472613458529,,,0.3343925261501305,
10,boxed warnings,all,192,63.0,82,0.7529411764705882,0.7007299270072993,0.725897920604915,0.7593124969285959,0.8079280261362305,0.7438848480588155
11,boxed warnings,discontinuous,20,,17,,0.5405405405405406,,,0.5938644688644689,
12,boxed warnings,exact-meddra,101,,35,,0.7426470588235294,,,0.8501284227939576,
13,boxed warnings,negated,4,,1,,0.8,,,0.75,
14,boxed warnings,non-meddra,91,,47,,0.6594202898550725,,,0.6913515406162465,
15,warnings and precautions,all,1195,293.0,1532,0.8030913978494624,0.4382104877154382,0.5670225385527877,0.7688335922917561,0.539288917357757,0.584128707369149
16,warnings and precautions,discontinuous,142,,257,,0.3558897243107769,,,0.3720463779287309,
17,warnings and precautions,exact-meddra,620,,593,,0.5111294311624073,,,0.6444982410960047,
18,warnings and precautions,negated,23,,35,,0.39655172413793105,,,0.517361111111111,
19,warnings and precautions,non-meddra,575,,940,,0.3795379537953795,,,0.4679954119594406,
0,all,all,4441,478.0,3969,0.9028257775970726,0.5280618311533888,0.649767940035401,0.8422391125201338,0.6303981097195973,0.6729624934922431
