,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,94,102,0.0,26,1.0,0.796875,0.8869565217391304
1,KYPROLIS,adverse reactions,exact-meddra,104,94,90,,14,,0.8653846153846154,
2,KYPROLIS,adverse reactions,non-meddra,25,94,12,,13,,0.48,
3,KYPROLIS,adverse reactions,discontinuous,3,94,0,,3,,0.0,
4,KYPROLIS,warnings and precautions,all,65,21,31,0.0,34,1.0,0.47692307692307695,0.6458333333333334
5,KYPROLIS,warnings and precautions,exact-meddra,44,21,24,,20,,0.5454545454545454,
6,KYPROLIS,warnings and precautions,non-meddra,22,21,7,,15,,0.3181818181818182,
7,KYPROLIS,warnings and precautions,discontinuous,1,21,1,,0,,1.0,
8,KYPROLIS,all-concat,all,158,16,26,0.0,132,1.0,0.16455696202531644,0.2826086956521739
9,KYPROLIS,all-concat,exact-meddra,119,16,20,,99,,0.16806722689075632,
10,KYPROLIS,all-concat,non-meddra,40,16,6,,34,,0.15,
11,KYPROLIS,all-concat,discontinuous,4,16,0,,4,,0.0,
12,MULTAQ,adverse reactions,all,39,27,35,0.0,4,1.0,0.8974358974358975,0.945945945945946
13,MULTAQ,adverse reactions,exact-meddra,26,27,26,,0,,1.0,
14,MULTAQ,adverse reactions,non-meddra,13,27,9,,4,,0.6923076923076923,
15,MULTAQ,adverse reactions,discontinuous,5,27,5,,0,,1.0,
16,MULTAQ,warnings and precautions,all,25,12,14,1.0,11,0.9333333333333333,0.56,0.7000000000000001
17,MULTAQ,warnings and precautions,exact-meddra,13,12,8,,5,,0.6153846153846154,
18,MULTAQ,warnings and precautions,non-meddra,12,12,6,,6,,0.5,
19,MULTAQ,warnings and precautions,discontinuous,3,12,2,,1,,0.6666666666666666,
20,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
21,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,30,45,0.0,12,1.0,0.7894736842105263,0.8823529411764706
23,MULTAQ,all-concat,exact-meddra,32,30,29,,3,,0.90625,
24,MULTAQ,all-concat,non-meddra,25,30,16,,9,,0.64,
25,MULTAQ,all-concat,discontinuous,8,30,8,,0,,1.0,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,0,,1.0,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,0,,1.0,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,0,,1.0,
31,JUBLIA,all-concat,non-meddra,2,4,2,,0,,1.0,
32,TEFLARO,adverse reactions,all,30,31,30,1.0,0,0.967741935483871,1.0,0.9836065573770492
33,TEFLARO,adverse reactions,exact-meddra,26,31,26,,0,,1.0,
34,TEFLARO,adverse reactions,non-meddra,4,31,4,,0,,1.0,
35,TEFLARO,warnings and precautions,all,12,9,9,1.0,3,0.9,0.75,0.8181818181818182
36,TEFLARO,warnings and precautions,exact-meddra,2,9,2,,0,,1.0,
37,TEFLARO,warnings and precautions,non-meddra,10,9,7,,3,,0.7,
38,TEFLARO,warnings and precautions,negated,1,9,1,,0,,1.0,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,0,,1.0,
40,TEFLARO,all-concat,all,38,4,4,1.0,34,0.8,0.10526315789473684,0.18604651162790697
41,TEFLARO,all-concat,exact-meddra,27,4,2,,25,,0.07407407407407407,
42,TEFLARO,all-concat,non-meddra,11,4,2,,9,,0.18181818181818182,
43,TEFLARO,all-concat,negated,1,4,0,,1,,0.0,
44,TEFLARO,all-concat,discontinuous,2,4,1,,1,,0.5,
45,DATSCAN,adverse reactions,all,11,10,11,0.0,0,1.0,1.0,1.0
46,DATSCAN,adverse reactions,exact-meddra,8,10,8,,0,,1.0,
47,DATSCAN,adverse reactions,non-meddra,3,10,3,,0,,1.0,
48,DATSCAN,warnings and precautions,all,3,5,3,2.0,0,0.6,1.0,0.7499999999999999
49,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,0,,1.0,
50,DATSCAN,warnings and precautions,non-meddra,2,5,2,,0,,1.0,
