,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,3959,403.0,1450,0.9076111875286565,0.7319282677019782,0.8103571794084536,0.8864263757770618,0.7533744819941854,0.8239979586451995
1,adverse reactions,discontinuous,46,,351,,0.11586901763224182,,,0.11067247794640243,
2,adverse reactions,exact-meddra,3497,,666,,0.8400192169108815,,,0.8542672777553728,
3,adverse reactions,negated,23,,50,,0.3150684931506849,,,0.2542857142857143,
4,adverse reactions,non-meddra,462,,785,,0.37048917401764236,,,0.47222411530547503,
5,all-concat,all,4265,573.0,3117,0.8815626291856139,0.5777567054998646,0.6980360065466449,0.8655755976335481,0.6191755449543492,0.7093347131772575
6,all-concat,discontinuous,67,,734,,0.08364544319600499,,,0.09088033833121102,
7,all-concat,exact-meddra,3674,,1153,,0.761135280712658,,,0.7911965630353799,
8,all-concat,negated,34,,98,,0.25757575757575757,,,0.2564625850340136,
9,all-concat,non-meddra,591,,1965,,0.2312206572769953,,,0.30718639162418476,
10,boxed warnings,all,171,157.0,103,0.5213414634146342,0.6240875912408759,0.5681063122923589,0.5450849169604158,0.6103638700194428,0.5702678251514379
11,boxed warnings,discontinuous,10,,27,,0.2702702702702703,,,0.20604395604395603,
12,boxed warnings,exact-meddra,113,,23,,0.8308823529411765,,,0.7164185277088503,
13,boxed warnings,negated,4,,1,,0.8,,,0.875,
14,boxed warnings,non-meddra,58,,80,,0.42028985507246375,,,0.40973389355742296,
15,warnings and precautions,all,1432,1003.0,1295,0.5880903490759753,0.5251191785845252,0.5548237117396358,0.5551129123159705,0.5538016045271119,0.5254541922523996
16,warnings and precautions,discontinuous,66,,333,,0.16541353383458646,,,0.22565073815073813,
17,warnings and precautions,exact-meddra,915,,298,,0.754328112118714,,,0.7563763357355774,
18,warnings and precautions,negated,13,,45,,0.22413793103448276,,,0.2511574074074074,
19,warnings and precautions,non-meddra,517,,998,,0.34125412541254124,,,0.397612513649286,
0,all,all,5562,1563.0,2848,0.7806315789473685,0.6613555291319857,0.6826506892874847,0.6952891664941873,0.6483195143274637,0.6599970253996048
