,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,16,15,1.0,113,0.9375,0.1171875,0.20833333333333334
1,KYPROLIS,adverse reactions,exact-meddra,104,16,12,,92,,0.11538461538461539,
2,KYPROLIS,adverse reactions,non-meddra,25,16,3,,22,,0.12,
3,KYPROLIS,adverse reactions,discontinuous,3,16,0,,3,,0.0,
4,KYPROLIS,warnings and precautions,all,65,22,22,0.0,43,1.0,0.3384615384615385,0.5057471264367815
5,KYPROLIS,warnings and precautions,exact-meddra,44,22,18,,26,,0.4090909090909091,
6,KYPROLIS,warnings and precautions,non-meddra,22,22,4,,18,,0.18181818181818182,
7,KYPROLIS,warnings and precautions,discontinuous,1,22,0,,1,,0.0,
8,KYPROLIS,all-concat,all,158,16,16,0.0,142,1.0,0.10126582278481013,0.18390804597701146
9,KYPROLIS,all-concat,exact-meddra,119,16,13,,106,,0.1092436974789916,
10,KYPROLIS,all-concat,non-meddra,40,16,3,,37,,0.075,
11,KYPROLIS,all-concat,discontinuous,4,16,0,,4,,0.0,
12,MULTAQ,adverse reactions,all,39,27,27,0.0,12,1.0,0.6923076923076923,0.8181818181818181
13,MULTAQ,adverse reactions,exact-meddra,26,27,24,,2,,0.9230769230769231,
14,MULTAQ,adverse reactions,non-meddra,13,27,3,,10,,0.23076923076923078,
15,MULTAQ,adverse reactions,discontinuous,5,27,0,,5,,0.0,
16,MULTAQ,warnings and precautions,all,25,19,13,6.0,12,0.6842105263157895,0.52,0.5909090909090909
17,MULTAQ,warnings and precautions,exact-meddra,13,19,11,,2,,0.8461538461538461,
18,MULTAQ,warnings and precautions,non-meddra,12,19,2,,10,,0.16666666666666666,
19,MULTAQ,warnings and precautions,discontinuous,3,19,1,,2,,0.3333333333333333,
20,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
21,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,30,29,1.0,28,0.9666666666666667,0.5087719298245614,0.6666666666666667
23,MULTAQ,all-concat,exact-meddra,32,30,26,,6,,0.8125,
24,MULTAQ,all-concat,non-meddra,25,30,3,,22,,0.12,
25,MULTAQ,all-concat,discontinuous,8,30,0,,8,,0.0,
26,JUBLIA,adverse reactions,all,5,4,4,0.0,1,1.0,0.8,0.888888888888889
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,0,,1.0,
28,JUBLIA,adverse reactions,non-meddra,2,4,1,,1,,0.5,
29,JUBLIA,all-concat,all,5,4,4,0.0,1,1.0,0.8,0.888888888888889
30,JUBLIA,all-concat,exact-meddra,3,4,3,,0,,1.0,
31,JUBLIA,all-concat,non-meddra,2,4,1,,1,,0.5,
32,TEFLARO,adverse reactions,all,30,30,28,2.0,2,0.9333333333333333,0.9333333333333333,0.9333333333333333
33,TEFLARO,adverse reactions,exact-meddra,26,30,25,,1,,0.9615384615384616,
34,TEFLARO,adverse reactions,non-meddra,4,30,3,,1,,0.75,
35,TEFLARO,warnings and precautions,all,12,9,4,5.0,8,0.4444444444444444,0.3333333333333333,0.380952380952381
36,TEFLARO,warnings and precautions,exact-meddra,2,9,0,,2,,0.0,
37,TEFLARO,warnings and precautions,non-meddra,10,9,4,,6,,0.4,
38,TEFLARO,warnings and precautions,negated,1,9,0,,1,,0.0,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,0,,1.0,
40,TEFLARO,all-concat,all,38,4,2,2.0,36,0.5,0.05263157894736842,0.09523809523809525
41,TEFLARO,all-concat,exact-meddra,27,4,0,,27,,0.0,
42,TEFLARO,all-concat,non-meddra,11,4,2,,9,,0.18181818181818182,
43,TEFLARO,all-concat,negated,1,4,0,,1,,0.0,
44,TEFLARO,all-concat,discontinuous,2,4,1,,1,,0.5,
45,DATSCAN,adverse reactions,all,11,7,7,0.0,4,1.0,0.6363636363636364,0.7777777777777778
46,DATSCAN,adverse reactions,exact-meddra,8,7,6,,2,,0.75,
47,DATSCAN,adverse reactions,non-meddra,3,7,1,,2,,0.3333333333333333,
48,DATSCAN,warnings and precautions,all,3,5,3,2.0,0,0.6,1.0,0.7499999999999999
49,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,0,,1.0,
50,DATSCAN,warnings and precautions,non-meddra,2,5,2,,0,,1.0,
51,DATSCAN,all-concat,all,12,12,10,2.0,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
52,DATSCAN,all-concat,exact-meddra,9,12,8,,1,,0.8888888888888888,
53,DATSCAN,all-concat,non-meddra,3,12,2,,1,,0.6666666666666666,
54,TIVICAY,adverse reactions,all,45,35,31,4.0,14,0.8857142857142857,0.6888888888888889,0.775
55,TIVICAY,adverse reactions,exact-meddra,30,35,25,,5,,0.8333333333333334,
56,TIVICAY,adverse reactions,non-meddra,15,35,6,,9,,0.4,
57,TIVICAY,adverse reactions,discontinuous,8,35,6,,2,,0.75,
58,TIVICAY,warnings and precautions,all,29,9,6,3.0,23,0.6666666666666666,0.20689655172413793,0.31578947368421056
59,TIVICAY,warnings and precautions,exact-meddra,10,9,3,,7,,0.3,
60,TIVICAY,warnings and precautions,non-meddra,19,9,3,,16,,0.15789473684210525,
61,TIVICAY,warnings and precautions,discontinuous,2,9,0,,2,,0.0,
62,TIVICAY,all-concat,all,71,14,13,1.0,58,0.9285714285714286,0.18309859154929578,0.3058823529411765
63,TIVICAY,all-concat,exact-meddra,37,14,12,,25,,0.32432432432432434,
64,TIVICAY,all-concat,non-meddra,34,14,1,,33,,0.029411764705882353,
65,TIVICAY,all-concat,discontinuous,10,14,0,,10,,0.0,
66,TAFINLAR,adverse reactions,all,112,11,7,4.0,105,0.6363636363636364,0.0625,0.11382113821138211
67,TAFINLAR,adverse reactions,exact-meddra,94,11,5,,89,,0.05319148936170213,
68,TAFINLAR,adverse reactions,non-meddra,18,11,2,,16,,0.1111111111111111,
69,TAFINLAR,warnings and precautions,all,63,15,10,5.0,53,0.6666666666666666,0.15873015873015872,0.2564102564102564
70,TAFINLAR,warnings and precautions,exact-meddra,28,15,7,,21,,0.25,
71,TAFINLAR,warnings and precautions,non-meddra,35,15,3,,32,,0.08571428571428572,
72,TAFINLAR,warnings and precautions,discontinuous,2,15,0,,2,,0.0,
73,TAFINLAR,all-concat,all,158,11,7,4.0,151,0.6363636363636364,0.04430379746835443,0.08284023668639053
74,TAFINLAR,all-concat,exact-meddra,110,11,5,,105,,0.045454545454545456,
75,TAFINLAR,all-concat,non-meddra,48,11,2,,46,,0.041666666666666664,
76,TAFINLAR,all-concat,discontinuous,2,11,0,,2,,0.0,
77,HORIZANT,adverse reactions,all,27,27,26,1.0,1,0.9629629629629629,0.9629629629629629,0.9629629629629629
78,HORIZANT,adverse reactions,exact-meddra,26,27,25,,1,,0.9615384615384616,
79,HORIZANT,adverse reactions,non-meddra,1,27,1,,0,,1.0,
80,HORIZANT,warnings and precautions,all,40,25,21,4.0,19,0.84,0.525,0.6461538461538462
81,HORIZANT,warnings and precautions,exact-meddra,17,25,14,,3,,0.8235294117647058,
82,HORIZANT,warnings and precautions,non-meddra,23,25,7,,16,,0.30434782608695654,
83,HORIZANT,warnings and precautions,negated,2,25,1,,1,,0.5,
84,HORIZANT,warnings and precautions,discontinuous,12,25,2,,10,,0.16666666666666666,
85,HORIZANT,all-concat,all,62,25,24,1.0,38,0.96,0.3870967741935484,0.5517241379310344
86,HORIZANT,all-concat,exact-meddra,38,25,23,,15,,0.6052631578947368,
87,HORIZANT,all-concat,non-meddra,24,25,1,,23,,0.041666666666666664,
88,HORIZANT,all-concat,negated,2,25,0,,2,,0.0,
89,HORIZANT,all-concat,discontinuous,12,25,0,,12,,0.0,
90,IMBRUVICA,adverse reactions,all,70,59,54,5.0,16,0.9152542372881356,0.7714285714285715,0.8372093023255813
91,IMBRUVICA,adverse reactions,exact-meddra,55,59,49,,6,,0.8909090909090909,
92,IMBRUVICA,adverse reactions,non-meddra,15,59,5,,10,,0.3333333333333333,
93,IMBRUVICA,adverse reactions,discontinuous,2,59,0,,2,,0.0,
