,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4530,151.0,879,0.967741935483871,0.8374930671103716,0.8979187314172448,0.9561562263369003,0.859094942593086,0.8984849580533458
1,adverse reactions,discontinuous,160,,237,,0.40302267002518893,,,0.3337855856951555,
2,adverse reactions,exact-meddra,3757,,406,,0.9024741772760029,,,0.9184414920264568,
3,adverse reactions,hypothetical,60,,20,,0.75,,,0.7951970443349754,
4,adverse reactions,negated,32,,41,,0.4383561643835616,,,0.42952380952380953,
5,adverse reactions,non-meddra,773,,474,,0.619887730553328,,,0.6897822062160837,
6,all-concat,all,5490,352.0,1892,0.9397466621020198,0.7437008940666486,0.8303085299455535,0.9267629763150633,0.7642789137134496,0.8312952396499979
7,all-concat,discontinuous,300,,501,,0.37453183520599254,,,0.3348694770026392,
8,all-concat,exact-meddra,4200,,627,,0.870105655686762,,,0.8819326199791432,
9,all-concat,hypothetical,586,,434,,0.5745098039215686,,,0.6200555001333143,
10,all-concat,negated,60,,72,,0.45454545454545453,,,0.47619047619047616,
11,all-concat,non-meddra,1290,,1266,,0.5046948356807511,,,0.547583520241141,
12,boxed warnings,all,234,77.0,40,0.752411575562701,0.8540145985401459,0.7999999999999999,0.8161374117798266,0.8744822321641208,0.816245107006938
13,boxed warnings,discontinuous,21,,16,,0.5675675675675675,,,0.49725274725274726,
14,boxed warnings,exact-meddra,127,,9,,0.9338235294117647,,,0.8807670541117061,
15,boxed warnings,hypothetical,100,,21,,0.8264462809917356,,,0.8235078053259871,
16,boxed warnings,negated,4,,1,,0.8,,,0.875,
17,boxed warnings,non-meddra,107,,31,,0.7753623188405797,,,0.8198179271708683,
18,warnings and precautions,all,1981,587.0,746,0.7714174454828661,0.7264393105977265,0.7482530689329556,0.7278236818567028,0.7524299351035759,0.7060126718099347
19,warnings and precautions,discontinuous,169,,230,,0.42355889724310775,,,0.4597517766635414,
20,warnings and precautions,exact-meddra,1083,,130,,0.8928276999175597,,,0.9188416481312053,
21,warnings and precautions,hypothetical,642,,267,,0.7062706270627063,,,0.7757962013278668,
22,warnings and precautions,negated,31,,27,,0.5344827586206896,,,0.6550925925925926,
23,warnings and precautions,non-meddra,899,,616,,0.5933993399339934,,,0.6308388076351029,
0,all,all,6745,815.0,1665,0.8921957671957672,0.8020214030915577,0.8273859284357853,0.8397622781684768,0.8177314310558693,0.806133576250912
