,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,106,112,0.0,16,1.0,0.875,0.9333333333333333
1,KYPROLIS,adverse reactions,exact-meddra,104,106,99,,5,,0.9519230769230769,
2,KYPROLIS,adverse reactions,non-meddra,25,106,13,,12,,0.52,
3,KYPROLIS,adverse reactions,discontinuous,3,106,0,,3,,0.0,
4,KYPROLIS,warnings and precautions,all,65,54,51,10.0,14,0.8360655737704918,0.7846153846153846,0.8095238095238095
5,KYPROLIS,warnings and precautions,exact-meddra,44,54,37,,7,,0.8409090909090909,
6,KYPROLIS,warnings and precautions,non-meddra,22,54,15,,7,,0.6818181818181818,
7,KYPROLIS,warnings and precautions,discontinuous,1,54,1,,0,,1.0,
8,KYPROLIS,all-concat,all,158,29,40,1.0,118,0.975609756097561,0.25316455696202533,0.4020100502512563
9,KYPROLIS,all-concat,exact-meddra,119,29,29,,90,,0.24369747899159663,
10,KYPROLIS,all-concat,non-meddra,40,29,11,,29,,0.275,
11,KYPROLIS,all-concat,discontinuous,4,29,1,,3,,0.25,
12,MULTAQ,adverse reactions,all,39,33,37,0.0,2,1.0,0.9487179487179487,0.9736842105263158
13,MULTAQ,adverse reactions,exact-meddra,26,33,26,,0,,1.0,
14,MULTAQ,adverse reactions,non-meddra,13,33,11,,2,,0.8461538461538461,
15,MULTAQ,adverse reactions,discontinuous,5,33,4,,1,,0.8,
16,MULTAQ,warnings and precautions,all,25,24,23,4.0,2,0.8518518518518519,0.92,0.8846153846153846
17,MULTAQ,warnings and precautions,exact-meddra,13,24,12,,1,,0.9230769230769231,
18,MULTAQ,warnings and precautions,non-meddra,12,24,11,,1,,0.9166666666666666,
19,MULTAQ,warnings and precautions,discontinuous,3,24,3,,0,,1.0,
20,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
21,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,44,49,6.0,8,0.8909090909090909,0.8596491228070176,0.875
23,MULTAQ,all-concat,exact-meddra,32,44,30,,2,,0.9375,
24,MULTAQ,all-concat,non-meddra,25,44,19,,6,,0.76,
25,MULTAQ,all-concat,discontinuous,8,44,7,,1,,0.875,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,0,,1.0,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,0,,1.0,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,0,,1.0,
31,JUBLIA,all-concat,non-meddra,2,4,2,,0,,1.0,
32,TEFLARO,adverse reactions,all,30,38,30,8.0,0,0.7894736842105263,1.0,0.8823529411764706
33,TEFLARO,adverse reactions,exact-meddra,26,38,26,,0,,1.0,
34,TEFLARO,adverse reactions,non-meddra,4,38,4,,0,,1.0,
35,TEFLARO,warnings and precautions,all,12,9,9,2.0,3,0.8181818181818182,0.75,0.7826086956521738
36,TEFLARO,warnings and precautions,exact-meddra,2,9,2,,0,,1.0,
37,TEFLARO,warnings and precautions,non-meddra,10,9,7,,3,,0.7,
38,TEFLARO,warnings and precautions,negated,1,9,1,,0,,1.0,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,0,,1.0,
40,TEFLARO,all-concat,all,38,31,32,1.0,6,0.9696969696969697,0.8421052631578947,0.9014084507042254
41,TEFLARO,all-concat,exact-meddra,27,31,27,,0,,1.0,
42,TEFLARO,all-concat,non-meddra,11,31,5,,6,,0.45454545454545453,
43,TEFLARO,all-concat,negated,1,31,1,,0,,1.0,
44,TEFLARO,all-concat,discontinuous,2,31,1,,1,,0.5,
45,DATSCAN,adverse reactions,all,11,10,11,0.0,0,1.0,1.0,1.0
46,DATSCAN,adverse reactions,exact-meddra,8,10,8,,0,,1.0,
47,DATSCAN,adverse reactions,non-meddra,3,10,3,,0,,1.0,
48,DATSCAN,warnings and precautions,all,3,5,3,2.0,0,0.6,1.0,0.7499999999999999
49,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,0,,1.0,
50,DATSCAN,warnings and precautions,non-meddra,2,5,2,,0,,1.0,
51,DATSCAN,all-concat,all,12,13,12,2.0,0,0.8571428571428571,1.0,0.923076923076923
52,DATSCAN,all-concat,exact-meddra,9,13,9,,0,,1.0,
53,DATSCAN,all-concat,non-meddra,3,13,3,,0,,1.0,
54,TIVICAY,adverse reactions,all,45,39,34,6.0,11,0.85,0.7555555555555555,0.7999999999999998
55,TIVICAY,adverse reactions,exact-meddra,30,39,28,,2,,0.9333333333333333,
56,TIVICAY,adverse reactions,non-meddra,15,39,6,,9,,0.4,
57,TIVICAY,adverse reactions,discontinuous,8,39,4,,4,,0.5,
58,TIVICAY,warnings and precautions,all,29,42,26,17.0,3,0.6046511627906976,0.896551724137931,0.7222222222222221
59,TIVICAY,warnings and precautions,exact-meddra,10,42,10,,0,,1.0,
60,TIVICAY,warnings and precautions,non-meddra,19,42,16,,3,,0.8421052631578947,
61,TIVICAY,warnings and precautions,discontinuous,2,42,1,,1,,0.5,
62,TIVICAY,all-concat,all,71,40,45,1.0,26,0.9782608695652174,0.6338028169014085,0.7692307692307693
63,TIVICAY,all-concat,exact-meddra,37,40,32,,5,,0.8648648648648649,
64,TIVICAY,all-concat,non-meddra,34,40,13,,21,,0.38235294117647056,
65,TIVICAY,all-concat,discontinuous,10,40,4,,6,,0.4,
66,TAFINLAR,adverse reactions,all,112,68,87,0.0,25,1.0,0.7767857142857143,0.8743718592964823
67,TAFINLAR,adverse reactions,exact-meddra,94,68,73,,21,,0.776595744680851,
68,TAFINLAR,adverse reactions,non-meddra,18,68,14,,4,,0.7777777777777778,
69,TAFINLAR,warnings and precautions,all,63,33,45,1.0,18,0.9782608695652174,0.7142857142857143,0.8256880733944955
70,TAFINLAR,warnings and precautions,exact-meddra,28,33,24,,4,,0.8571428571428571,
71,TAFINLAR,warnings and precautions,non-meddra,35,33,21,,14,,0.6,
72,TAFINLAR,warnings and precautions,discontinuous,2,33,2,,0,,1.0,
73,TAFINLAR,all-concat,all,158,86,115,2.0,43,0.9829059829059829,0.7278481012658228,0.8363636363636363
74,TAFINLAR,all-concat,exact-meddra,110,86,87,,23,,0.7909090909090909,
75,TAFINLAR,all-concat,non-meddra,48,86,28,,20,,0.5833333333333334,
76,TAFINLAR,all-concat,discontinuous,2,86,2,,0,,1.0,
77,HORIZANT,adverse reactions,all,27,25,26,0.0,1,1.0,0.9629629629629629,0.9811320754716981
78,HORIZANT,adverse reactions,exact-meddra,26,25,25,,1,,0.9615384615384616,
79,HORIZANT,adverse reactions,non-meddra,1,25,1,,0,,1.0,
80,HORIZANT,warnings and precautions,all,40,29,33,2.0,7,0.9428571428571428,0.825,0.88
81,HORIZANT,warnings and precautions,exact-meddra,17,29,17,,0,,1.0,
82,HORIZANT,warnings and precautions,non-meddra,23,29,16,,7,,0.6956521739130435,
83,HORIZANT,warnings and precautions,negated,2,29,2,,0,,1.0,
84,HORIZANT,warnings and precautions,discontinuous,12,29,8,,4,,0.6666666666666666,
85,HORIZANT,all-concat,all,62,49,46,4.0,16,0.92,0.7419354838709677,0.8214285714285714
86,HORIZANT,all-concat,exact-meddra,38,49,35,,3,,0.9210526315789473,
87,HORIZANT,all-concat,non-meddra,24,49,11,,13,,0.4583333333333333,
88,HORIZANT,all-concat,negated,2,49,2,,0,,1.0,
89,HORIZANT,all-concat,discontinuous,12,49,1,,11,,0.08333333333333333,
90,IMBRUVICA,adverse reactions,all,70,62,58,5.0,12,0.9206349206349206,0.8285714285714286,0.8721804511278196
91,IMBRUVICA,adverse reactions,exact-meddra,55,62,52,,3,,0.9454545454545454,
92,IMBRUVICA,adverse reactions,non-meddra,15,62,6,,9,,0.4,
93,IMBRUVICA,adverse reactions,discontinuous,2,62,0,,2,,0.0,
94,IMBRUVICA,warnings and precautions,all,32,34,31,6.0,1,0.8378378378378378,0.96875,0.8985507246376812
95,IMBRUVICA,warnings and precautions,exact-meddra,16,34,16,,0,,1.0,
96,IMBRUVICA,warnings and precautions,non-meddra,16,34,15,,1,,0.9375,
97,IMBRUVICA,all-concat,all,89,68,70,5.0,19,0.9333333333333333,0.7865168539325843,0.853658536585366
98,IMBRUVICA,all-concat,exact-meddra,62,68,57,,5,,0.9193548387096774,
99,IMBRUVICA,all-concat,non-meddra,27,68,13,,14,,0.48148148148148145,
100,IMBRUVICA,all-concat,discontinuous,2,68,0,,2,,0.0,
101,ULORIC,adverse reactions,all,210,199,200,2.0,10,0.9900990099009901,0.9523809523809523,0.970873786407767
102,ULORIC,adverse reactions,exact-meddra,187,199,180,,7,,0.9625668449197861,
103,ULORIC,adverse reactions,non-meddra,23,199,20,,3,,0.8695652173913043,
104,ULORIC,adverse reactions,discontinuous,18,199,9,,9,,0.5,
105,ULORIC,warnings and precautions,all,11,16,9,7.0,2,0.5625,0.8181818181818182,0.6666666666666666
106,ULORIC,warnings and precautions,exact-meddra,2,16,2,,0,,1.0,
107,ULORIC,warnings and precautions,non-meddra,9,16,7,,2,,0.7777777777777778,
108,ULORIC,all-concat,all,218,198,203,2.0,15,0.9902439024390244,0.9311926605504587,0.9598108747044918
109,ULORIC,all-concat,exact-meddra,188,198,181,,7,,0.9627659574468085,
110,ULORIC,all-concat,non-meddra,30,198,22,,8,,0.7333333333333333,
111,ULORIC,all-concat,discontinuous,18,198,9,,9,,0.5,
112,CIMZIA,adverse reactions,all,107,66,76,1.0,31,0.987012987012987,0.7102803738317757,0.8260869565217391
113,CIMZIA,adverse reactions,exact-meddra,76,66,58,,18,,0.7631578947368421,
114,CIMZIA,adverse reactions,non-meddra,31,66,18,,13,,0.5806451612903226,
115,CIMZIA,adverse reactions,negated,1,66,1,,0,,1.0,
116,CIMZIA,adverse reactions,discontinuous,10,66,2,,8,,0.2,
117,CIMZIA,warnings and precautions,all,72,50,56,5.0,16,0.9180327868852459,0.7777777777777778,0.8421052631578947
118,CIMZIA,warnings and precautions,exact-meddra,25,50,25,,0,,1.0,
119,CIMZIA,warnings and precautions,non-meddra,47,50,31,,16,,0.6595744680851063,
120,CIMZIA,warnings and precautions,negated,2,50,1,,1,,0.5,
121,CIMZIA,warnings and precautions,discontinuous,10,50,3,,7,,0.3,
122,CIMZIA,boxed warnings,all,27,22,22,1.0,5,0.9565217391304348,0.8148148148148148,0.8800000000000001
123,CIMZIA,boxed warnings,exact-meddra,13,22,12,,1,,0.9230769230769231,
124,CIMZIA,boxed warnings,non-meddra,14,22,10,,4,,0.7142857142857143,
125,CIMZIA,boxed warnings,discontinuous,8,22,6,,2,,0.75,
126,CIMZIA,all-concat,all,172,82,108,1.0,64,0.9908256880733946,0.627906976744186,0.7686832740213523
127,CIMZIA,all-concat,exact-meddra,92,82,71,,21,,0.7717391304347826,
128,CIMZIA,all-concat,non-meddra,80,82,37,,43,,0.4625,
129,CIMZIA,all-concat,negated,3,82,1,,2,,0.3333333333333333,
130,CIMZIA,all-concat,discontinuous,27,82,6,,21,,0.2222222222222222,
131,KALYDECO,adverse reactions,all,40,26,26,0.0,14,1.0,0.65,0.787878787878788
132,KALYDECO,adverse reactions,exact-meddra,24,26,24,,0,,1.0,
133,KALYDECO,adverse reactions,non-meddra,16,26,2,,14,,0.125,
134,KALYDECO,adverse reactions,discontinuous,10,26,0,,10,,0.0,
135,KALYDECO,warnings and precautions,all,6,7,4,4.0,2,0.5,0.6666666666666666,0.5714285714285715
136,KALYDECO,warnings and precautions,exact-meddra,1,7,1,,0,,1.0,
137,KALYDECO,warnings and precautions,non-meddra,5,7,3,,2,,0.6,
138,KALYDECO,warnings and precautions,discontinuous,3,7,1,,2,,0.3333333333333333,
139,KALYDECO,all-concat,all,45,27,28,0.0,17,1.0,0.6222222222222222,0.7671232876712328
140,KALYDECO,all-concat,exact-meddra,25,27,25,,0,,1.0,
141,KALYDECO,all-concat,non-meddra,20,27,3,,17,,0.15,
142,KALYDECO,all-concat,discontinuous,13,27,0,,13,,0.0,
143,FULYZAQ,adverse reactions,all,36,36,36,0.0,0,1.0,1.0,1.0
144,FULYZAQ,adverse reactions,exact-meddra,30,36,30,,0,,1.0,
145,FULYZAQ,adverse reactions,non-meddra,6,36,6,,0,,1.0,
146,FULYZAQ,all-concat,all,36,36,36,0.0,0,1.0,1.0,1.0
147,FULYZAQ,all-concat,exact-meddra,30,36,30,,0,,1.0,
148,FULYZAQ,all-concat,non-meddra,6,36,6,,0,,1.0,
149,QUTENZA,adverse reactions,all,40,37,38,0.0,2,1.0,0.95,0.9743589743589743
150,QUTENZA,adverse reactions,exact-meddra,34,37,34,,0,,1.0,
151,QUTENZA,adverse reactions,non-meddra,6,37,4,,2,,0.6666666666666666,
152,QUTENZA,warnings and precautions,all,6,9,5,3.0,1,0.625,0.8333333333333334,0.7142857142857143
153,QUTENZA,warnings and precautions,exact-meddra,3,9,3,,0,,1.0,
154,QUTENZA,warnings and precautions,non-meddra,3,9,2,,1,,0.6666666666666666,
155,QUTENZA,all-concat,all,45,41,39,4.0,6,0.9069767441860465,0.8666666666666667,0.8863636363636364
156,QUTENZA,all-concat,exact-meddra,37,41,35,,2,,0.9459459459459459,
157,QUTENZA,all-concat,non-meddra,8,41,4,,4,,0.5,
158,GRANIX,adverse reactions,all,15,13,13,0.0,2,1.0,0.8666666666666667,0.9285714285714286
159,GRANIX,adverse reactions,exact-meddra,5,13,5,,0,,1.0,
160,GRANIX,adverse reactions,non-meddra,10,13,8,,2,,0.8,
161,GRANIX,warnings and precautions,all,24,17,19,1.0,5,0.95,0.7916666666666666,0.8636363636363635
