,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,adverse reactions,all,4029,420.0,1380,0.9055967633175994,0.7448696616749861,0.8174071819841753,0.8859201515827483,0.7645983123531052,0.8298341259908957
1,adverse reactions,discontinuous,54,,343,,0.13602015113350127,,,0.13890177961731956,
2,adverse reactions,exact-meddra,3547,,616,,0.8520297862118664,,,0.8633021519041895,
3,adverse reactions,negated,21,,52,,0.2876712328767123,,,0.2476190476190476,
4,adverse reactions,non-meddra,482,,765,,0.3865276663993585,,,0.4851623116298335,
5,all-concat,all,4354,614.0,3028,0.8764090177133655,0.5898130587916554,0.7051012145748988,0.8555804278130259,0.623628760279625,0.7094265758339955
6,all-concat,discontinuous,69,,732,,0.08614232209737828,,,0.1023319307141221,
7,all-concat,exact-meddra,3763,,1064,,0.779573233892687,,,0.7979186064013188,
8,all-concat,negated,26,,106,,0.19696969696969696,,,0.21315192743764172,
9,all-concat,non-meddra,591,,1965,,0.2312206572769953,,,0.30295514325412565,
10,boxed warnings,all,171,160.0,103,0.5166163141993958,0.6240875912408759,0.5652892561983471,0.5499335459861775,0.6113977046059089,0.5884746028787923
11,boxed warnings,discontinuous,10,,27,,0.2702702702702703,,,0.20604395604395603,
12,boxed warnings,exact-meddra,115,,21,,0.8455882352941176,,,0.7792368638718383,
13,boxed warnings,negated,4,,1,,0.8,,,0.875,
14,boxed warnings,non-meddra,56,,82,,0.4057971014492754,,,0.39576330532212883,
15,warnings and precautions,all,1471,1000.0,1256,0.5953055443140429,0.5394206087275394,0.5659869180454021,0.5533348646961973,0.5689208663916185,0.5349890837617596
16,warnings and precautions,discontinuous,64,,335,,0.16040100250626566,,,0.21488875238875238,
17,warnings and precautions,exact-meddra,950,,263,,0.7831821929101401,,,0.7834105174664328,
18,warnings and precautions,negated,14,,44,,0.2413793103448276,,,0.30902777777777773,
19,warnings and precautions,non-meddra,521,,994,,0.3438943894389439,,,0.4044833045399193,
0,all,all,5671,1580.0,2739,0.7820990208247138,0.6743162901307966,0.6907569438478688,0.6951224234443367,0.6595036710282846,0.669686650293784
