,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"Hypersensitivity, Dysphagia, Breathing Difficulties, Spread of Effects from Toxin, Neck pain, Muscle weakness, Injection site pain, Musculoskeletal pain, Eyelid ptosis, Dry eye, Dry mouth, Diarrhea, Headache, Visual impairment, Dyspnea, Nasopharyngitis, Respiratory tract infection, Facial paresis, Injection site hematoma, Eyelid edema, Eye swelling, Nausea, Flu-like symptoms, Injection site reaction, Allergic dermatitis, Localized allergic reactions, Swelling, Edema, Erythema, Pruritus, Rash, Herpes zoster, Muscle spasm, Dysarthria, Myalgia"
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, swallowing difficulties, death"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, clinical effects of treatment, dysphagia risk in smaller neck muscle mass, dysphagia risk in bilateral injections into the sternocleidomastoid muscles, corneal exposure, corneal ulceration, reduced blinking, corneal exposure with possible ulceration or perforation, diplopia, ptosis, asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death related to the spread of toxin effects, hypersensitivity reactions, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, swallowing difficulties, breathing difficulties, severe dysphagia, aspiration, critical loss of breathing capacity, respiratory failure, severe dysphagia, respiratory compromise, persistent epithelial defect, ectropion, narrow angle glaucoma, ecchymosis"
3,QUTENZA,adverse reactions,"Application-Associated Pain, Increase in Blood Pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airway, transient increases in blood pressure, procedural pain, acute pain, increases in blood pressure, adverse cardiovascular effects"
5,ZYTIGA,adverse reactions,"Hypertension, Hypokalemia, Fluid Retention, Adrenocortical Insufficiency, Hepatotoxicity, fatigue, joint swelling or discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, Muscle discomfort, Dyspepsia, Upper respiratory tract infection, Urinary frequency, Nocturia, Fractures, Arrhythmia, Chest pain or chest discomfort, Cardiac failure, Pyrexia, Groin pain, Constipation, Insomnia, Falls, Nasopharyngitis, Hematuria, Rash, Hypernatremia, non-infectious pneumonitis, myopathy, rhabdomyolysis."
6,ZYTIGA,warnings and precautions,"Mineralocorticoid excess, cardiovascular disease, LVEF < 50%, NYHA Class III or IV heart failure, LVEF < 50%, NYHA Class II to IV heart failure, hypertension, hypokalemia, fluid retention, grade 3 to 4 hypertension, grade 3 to 4 hypokalemia, grade 3 to 4 edema, heart failure, recent myocardial infarction, ventricular arrhythmia, Adrenocortical insufficiency, adrenal insufficiency, interruption of daily steroids, concurrent infection, stress, Hepatotoxicity, grade 3 or 4 ALT or AST increases, liver test elevation, liver enzyme increases, serum transaminases (ALT and AST) increases, bilirubin levels increases, moderate hepatic impairment, AST or ALT rise above five times the ULN, bilirubin rises above three times the ULN, AST or ALT greater than or equal to 20* ULN, bilirubin greater than or equal to 10* ULN"
7,TOVIAZ,adverse reactions,"dry mouth, constipation, angina, chest pain, gastroenteritis, QT prolongation on ECG, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus"
8,TOVIAZ,warnings and precautions,"Angioedema of the face, lips, tongue, and/or larynx, urinary retention, severe constipation, headache, dizziness, somnolence"
9,STRIBILD,adverse reactions,"Lactic Acidosis, Severe Hepatomegaly with Steatosis, Severe Acute Exacerbations of Hepatitis B, New Onset or Worsening Renal Impairment, Bone Effects of Tenofovir DF, Immune Reconstitution Syndrome, nausea, diarrhea, Ocular icterus, Flatulence, Fatigue, Jaundice, Somnolence, Headache, Dizziness, Insomnia, Abnormal dreams, Rash, suicidal ideation, suicide attempt, depression, abdominal pain, dyspepsia, vomiting, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, anxiety, increased cough, rhinitis, Skin discoloration, AST elevation, ALT elevation, Amylase elevation, Creatine Kinase elevation, Hematuria, Proteinuria, serum creatinine increase, estimated creatinine clearance decrease, bone fractures, allergic reaction, angioedema, lactic acidosis, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, increased amylase, hepatic steatosis, hepatitis, increased liver enzymes, rash, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, polyuria, asthenia"
