,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, facial pain, injection site swelling, sensation of pressure, blepharospasm, eye disorder, immunogenicity, eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, edema, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia, hypersensitivity"
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, neuromuscular disorders, exacerbate clinical effects, corneal exposure, corneal ulceration, ulceration, perforation, diplopia, ptosis, asthenia, generalized muscle weakness, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, respiratory failure, aspiration, peripheral motor neuropathic diseases, amyotrophic lateral sclerosis, neuromuscular junctional disorders, myasthenia gravis, Lambert-Eaton syndrome, severe dysphagia, respiratory compromise, persistent epithelial defect, VII nerve disorders, ectropion, narrow angle glaucoma, ecchymosis"
3,QUTENZA,adverse reactions,"application-associated pain, increase in blood pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airway, transient increases in blood pressure, procedural pain, increases in blood pressure"
5,ZYTIGA,adverse reactions,"hypertension, hypokalemia, fluid retention, mineralocorticoid excess, adrenocortical insufficiency, hepatotoxicity, fatigue, joint swelling, discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, muscle discomfort, dyspepsia, upper respiratory tract infection, urinary frequency, nocturia, fractures, arrhythmia, chest pain, chest discomfort, cardiac failure, pyrexia, groin pain, constipation, insomnia, falls, nasopharyngitis, hematuria, rash, hypernatremia, non-infectious pneumonitis, myopathy, rhabdomyolysis"
6,ZYTIGA,warnings and precautions,"mineralocorticoid excess, cardiovascular disease, LVEF < 50%, NYHA Class III or IV heart failure, hypertension, hypokalemia, fluid retention, adrenocortical insufficiency, hepatotoxicity, grade 3 to 4 hypertension, grade 3 to 4 hypokalemia, grade 3 to 4 edema, heart failure, myocardial infarction, ventricular arrhythmia, adrenal insufficiency, ALT or AST increases, liver enzyme increases, liver test elevation, serum transaminases elevation, bilirubin levels increase"
7,TOVIAZ,adverse reactions,"dry mouth, constipation, angina, chest pain, gastroenteritis, QT prolongation on ECG, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, diverticulitis, irritable bowel syndrome, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus"
8,TOVIAZ,warnings and precautions,"angioedema, urinary retention, severe constipation, narrow-angle glaucoma, headache, dizziness, somnolence"
9,STRIBILD,adverse reactions,"Peripheral Neuropathy, Anaphylaxis, Infusion Reactions, Hematologic Toxicities, Infections, Opportunistic Infections, Tumor Lysis Syndrome, Increased Toxicity, Hepatotoxicity, Lactic Acidosis, Severe Hepatomegaly with Steatosis, Severe Acute Exacerbations of Hepatitis B, New Onset or Worsening Renal Impairment, Bone Effects of Tenofovir DF, Immune Reconstitution Syndrome, Nausea, Diarrhea, Ocular Icterus, Flatulence, Fatigue, Jaundice, Somnolence, Headache, Dizziness, Insomnia, Abnormal Dreams, Rash, Suicidal Ideation, Suicide Attempt, Depression, Abdominal Pain, Dyspepsia, Vomiting, Fever, Pain, Nasopharyngitis, Pneumonia, Sinusitis, Upper Respiratory Tract Infection, Arthralgia, Back Pain, Myalgia, Paresthesia, Peripheral Neuropathy, Anxiety, Increased Cough, Rhinitis, Skin Discoloration, Hyperpigmentation, AST Elevation, ALT Elevation, Amylase Elevation, Creatine Kinase Elevation, Hematuria, Proteinuria, Serum Creatinine Increase, Estimated Creatinine Clearance Decrease, Bone Mineral Density Decrease, Bone Fractures, Allergic Reaction, Angioedema, Lactic Acidosis, Hypokalemia, Hypophosphatemia, Dyspnea, Pancreatitis, Increased Amylase, Hepatic Steatosis, Hepatitis, Increased Liver Enzymes, Rhabdomyolysis, Osteomalacia, Muscular Weakness, Myopathy, Acute Renal Failure, Renal Failure, Acute Tubular Necrosis, Fanconi Syndrome, Proximal Renal Tubulopathy, Interstitial Nephritis, Nephrogenic Diabetes Insipidus, Renal Insufficiency, Polyuria, Asthenia"
