,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome, Anemia, Fatigue, Thrombocytopenia, Nausea, Pyrexia, Decreased Platelets, Diarrhea, Decreased Lymphocyte, Headache, Decreased Hemoglobin, Cough, Edema Peripheral, Neutropenia, Decreased Absolute Neutrophil Count, Decreased Phosphorus, Muscle Spasm, Upper Respiratory Tract Infection, Hypokalemia, Pneumonia, Constipation, Nasopharyngitis, Bronchitis, Hyperglycemia, Rash, Embolic and Thrombotic Events, Venous, Febrile Neutropenia, Lymphopenia, Cardiac Arrest, Cardiac Failure, Cardiac Failure Congestive, Myocardial Infarction, Myocardial Ischemia, Cataract, Vision Blurred, Abdominal Pain, Abdominal Pain Upper, Dyspepsia, Toothache, Chills, Infusion Site Reaction, Multi-organ Failure, Pain, Influenza, Sepsis, Urinary Tract Infection, Viral Infection, Dehydration, Hypokalemia, Hyperuricemia, Hypoalbuminemia, Hyponatremia, Muscular Weakness, Myalgia, Hypoesthesia, Paresthesia, Deafness, Anxiety, Delirium, Renal Failure, Renal Failure Acute, Renal Impairment, Dysphonia, Epistaxis, Oropharyngeal Pain, Pulmonary Embolism, Pulmonary Edema, Erythema, Hyperhidrosis, Pruritus, Deep Vein Thrombosis, Hypotension, Death."
1,KYPROLIS,warnings and precautions,"cardiac failure, myocardial infarction, death, myocardial ischemia, acute renal failure, tumor lysis syndrome, pulmonary toxicity, acute respiratory distress syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pulmonary hypertension, dyspnea, hypertension, hypertensive crisis, venous thrombosis, infusion reactions, thrombocytopenia, hepatic toxicity, hepatic failure, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome, embryo-fetal toxicity"
2,MULTAQ,adverse reactions,"heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, diarrhea, nausea, abdominal pain, vomiting, asthenia, bradycardia, skin rash, pruritus, eczema, dermatitis, photosensitivity reaction, dysgeusia, atrial flutter, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis"
3,MULTAQ,boxed warnings,"death, stroke, heart failure"
4,MULTAQ,warnings and precautions,"cardiovascular death, death, heart failure, arrhythmic death, heart failure events, stroke, new onset heart failure, worsening heart failure, liver injury, acute liver failure, transplant, pulmonary toxicity, interstitial lung disease, pneumonitis, pulmonary fibrosis, hypokalemia, hypomagnesemia, QT interval prolongation, renal impairment, renal failure, fetal harm"
5,JUBLIA,adverse reactions,"ingrown toenails, application site dermatitis, application site vesicles, application site pain"
6,TEFLARO,adverse reactions,"hypersensitivity reactions, clostridium difficile-associated diarrhea, direct coombs' test seroconversion, diarrhea, nausea, rash, death, constipation, vomiting, increased transaminases, hypokalemia, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, anaphylaxis, clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis"
7,TEFLARO,warnings and precautions,"hypersensitivity reactions, anaphylactic reactions, serious skin reactions, Clostridium difficile-associated diarrhea, CDAD, fatal colitis, Direct Coombs' test seroconversion, drug-induced hemolytic anemia, death"
8,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness"
9,DATSCAN,warnings and precautions,"Hypersensitivity reactions, anaphylactic reactions, skin erythema, pruritis, death"
10,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, death, Insomnia, Fatigue, Headache, Depression, Abnormal dreams, Dizziness, Nausea, Diarrhea, Rash, Vertigo, Abdominal pain, Abdominal discomfort, Flatulence, Upper abdominal pain, Vomiting, Hepatitis, Myositis, Suicidal ideation, Suicidal attempt, Suicidal behavior, Suicidal completion, Renal impairment, Pruritus, Elevated ALT, Elevated AST, Creatine kinase elevation, Hyperglycemia, Lipase elevation, Total neutrophils elevation, Cholesterol elevation, HDL cholesterol elevation, LDL cholesterol elevation, Triglycerides elevation, Neutropenia, Elevated total bilirubin."
11,TIVICAY,warnings and precautions,"rash, constitutional findings, organ dysfunction, liver injury, hypersensitivity reactions, transaminase elevations, hepatotoxicity, redistribution/accumulation of body fat, immune reconstitution syndrome, central obesity, dorsocervical fat enlargement, buffalo hump, peripheral wasting, facial wasting, breast enlargement, ""cushingoid appearance"", inflammatory response, autoimmune disorders, Graves' disease, polymyositis, Guillain-Barre syndrome, death"
12,TAFINLAR,adverse reactions,"New Primary Malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, death, hyperkeratosis, headache, pyrexia, arthralgia, papilloma, alopecia, palmar-plantar erythrodysesthesia syndrome, chills, fatigue, rash, nausea, vomiting, diarrhea, abdominal pain, peripheral edema, cough, night sweats, decreased appetite, constipation, myalgia, back pain, nasopharyngitis, pancreatitis, hypersensitivity manifesting as bullous rash, interstitial nephritis, vision blurred, transient blindness, stomatitis, asthenia, cellulitis, folliculitis, paronychia, rash pustular, hyperhidrosis, hypertension, leukopenia, lymphopenia, neutropenia, anemia, thrombocytopenia, increased AST, increased ALT, hyperbilirubinemia, hyperglycemia, increased GGT, hyponatremia, hypoalbuminemia, hypophosphatemia, hypokalemia, increased creatinine, hypomagnesemia, hyperkalemia, hypercalcemia, hypocalcemia, QT prolongation."
13,TAFINLAR,warnings and precautions,"Retinal vein occlusion, Interstitial lung disease, death, New primary malignancies, cutaneous and non-cutaneous, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, death, Venous Thromboembolism, death, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, Embryofetal Toxicity"
14,HORIZANT,adverse reactions,"somnolence, sedation, dizziness, headache, nausea, dry mouth, flatulence, fatigue, irritability, feeling drunk, feeling abnormal, peripheral edema, weight increased, increased appetite, vertigo, depression, libido decreased, balance disorder, blurred vision, disorientation, lethargy, breast enlargement, gynecomastia, elevated creatine kinase"
15,HORIZANT,warnings and precautions,"driving impairment, somnolence, sedation, dizziness, suicidal thoughts, suicidal behaviors, death"
16,IMBRUVICA,adverse reactions,"Hemorrhage, Infections, Cytopenias, Atrial Fibrillation, Second Primary Malignancies, Tumor Lysis Syndrome, death, thrombocytopenia, neutropenia, diarrhea, anemia, fatigue, musculoskeletal pain, bruising, nausea, upper respiratory tract infection, rash, pneumonia, abdominal pain, atrial fibrillation, constipation, dyspnea, vomiting, decreased appetite, urinary tract infection, skin infections, sinusitis, peripheral edema, pyrexia, asthenia, muscle spasms, arthralgia, cough, epistaxis, dehydration, dizziness, headache, lymphocytosis, hyperuricemia, subdural hematoma, hyperuricemia, lymphocytosis, intracranial hemorrhage, lethargy, gait instability, elevated uric acid levels, hyperuricemia, anaphylactic shock, urticaria, angioedema."
17,IMBRUVICA,warnings and precautions,"Hemorrhage, bleeding, subdural hematoma, gastrointestinal bleeding, hematuria, post procedural hemorrhage, bruising, petechiae, death, infections, fatal infections, progressive multifocal leukoencephalopathy, cytopenias, neutropenia, thrombocytopenia, anemia, atrial fibrillation, atrial flutter, second primary malignancies, non-skin carcinomas, non-melanoma skin cancer, tumor lysis syndrome, embryo-fetal toxicity, fetal harm, malformations, reduced fetal weights."
18,ULORIC,adverse reactions,"liver function abnormalities, nausea, arthralgia, rash, death"
19,ULORIC,warnings and precautions,"Gout Flare, Cardiovascular Events, MI, stroke, Hepatic Effects, hepatic failure, fatal hepatic failure, liver injury, transaminase elevations, AST elevation, ALT elevation, liver test abnormalities, drug-induced liver injury, death"
20,CIMZIA,adverse reactions,"upper respiratory tract infection, rash, urinary tract infection, serious infections, malignancies, heart failure, Crohn's disease, rheumatoid arthritis, abdominal pain, diarrhea, intestinal obstruction, tuberculosis infections, pyrexia, urticaria, pneumonia, arthralgia, anemia, leukopenia, lymphadenopathy, pancytopenia, thrombophilia, angina pectoris, arrhythmias, atrial fibrillation, cardiac failure, hypertensive heart disease, myocardial infarction, myocardial ischemia, pericardial effusion, pericarditis, stroke, transient ischemic attack, optic neuritis, retinal hemorrhage, uveitis, bleeding, injection site reactions, elevated liver enzymes, hepatitis, alopecia totalis, anxiety, bipolar disorder, suicide attempt, nephrotic syndrome, renal failure, menstrual disorder, dermatitis, erythema nodosum, urticaria, thrombophlebitis, vasculitis, systemic vasculitis, Stevens-Johnson syndrome, toxic epidermal necrolysis, erythema multiforme, psoriasis, sarcoidosis, death"
21,CIMZIA,boxed warnings,"serious infections, hospitalization, death, tuberculosis, bacterial sepsis, invasive fungal infections, histoplasmosis, coccidioidomycosis, candidiasis, aspergillosis, blastomycosis, pneumocystosis, Legionella, Listeria, lymphoma, malignancies, fatal, disseminated, extrapulmonary disease, opportunistic pathogens"
22,CIMZIA,warnings and precautions,"serious infections, death, invasive fungal infections, lymphoma, heart failure, anaphylaxis, allergic reactions, hepatitis B virus reactivation, demyelinating disease, cytopenias, pancytopenia, lupus-like syndrome, neurologic reactions, hematological reactions, autoimmunity"
23,KALYDECO,adverse reactions,"headache, oropharyngeal pain, upper respiratory tract infection, nasal congestion, abdominal pain, nasopharyngitis, diarrhea, rash, nausea, dizziness, increased hepatic enzymes, hypoglycemia, rhinitis, aspartate aminotransferase increased, bacteria in sputum, blood glucose increased, musculoskeletal chest pain, myalgia, sinus headache, pharyngeal erythema, pleuritic pain, sinus congestion, wheezing, acne, death"
24,KALYDECO,warnings and precautions,"Elevated transaminases, ALT or AST, transaminase elevations, increased transaminase levels, liver function tests abnormalities, transaminase elevations, ALT or AST of greater than 5 times the upper limit of normal, CYP3A inducers, decreased exposure of ivacaftor, diminished effectiveness, cataracts, non-congenital lens opacities, pediatric patients, baseline and follow-up examinations."
25,FULYZAQ,adverse reactions,"Upper respiratory tract infection, bronchitis, cough, flatulence, increased bilirubin, nausea, back pain, arthralgia, urinary tract infection, nasopharyngitis, musculoskeletal pain, hemorrhoids, giardiasis, anxiety, increased alanine aminotransferase, abdominal distension, abdominal pain, acne, increased aspartate aminotransferase, increased conjugated bilirubin, increased unconjugated blood bilirubin, constipation, depression, dermatitis, dizziness, dry mouth, dyspepsia, gastroenteritis, herpes zoster, nephrolithiasis, pain in extremity, pollakiuria, procedural pain, seasonal allergy, sinusitis, decreased white blood cell count."
26,FULYZAQ,warnings and precautions,"infectious diarrhea, non-infectious diarrhea, therapy, disease worsening"
27,QUTENZA,adverse reactions,"pain, increase in blood pressure, erythema, pruritus, papules, edema, swelling, dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, urticaria, paresthesia, dermatitis, hyperesthesia, excoriation, warmth, anesthesia, bruising, inflammation, exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hypoesthesia, cough, throat irritation, abnormal skin odor"
28,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airway, transient increases in blood pressure, pain, increase in blood pressure, death"
29,GRANIX,adverse reactions,"Splenic Rupture, Acute Respiratory Distress Syndrome, Serious Allergic Reactions, Use in Patients with Sickle Cell Disease, Capillary Leak Syndrome, Potential for Tumor Growth Stimulatory Effects on Malignant Cells, bone pain, Leukocytosis, myalgia, headache, vomiting, Sweet's syndrome, cutaneous vasculitis, thrombocytopenia"
30,GRANIX,warnings and precautions,"Splenic rupture, death, Acute Respiratory Distress Syndrome (ARDS), death, Allergic reactions, angioneurotic edema, dermatitis allergic, drug hypersensitivity, hypersensitivity, rash, pruritic rash, urticaria, Sickle cell crisis, death, Capillary Leak Syndrome, death, Tumor Growth Stimulatory Effects on Malignant Cells"
31,COARTEM,adverse reactions,"headache, anorexia, dizziness, asthenia, arthralgia, myalgia, pyrexia, cough, vomiting, chills, fatigue, malaise, nausea, abdominal pain, diarrhea, sleep disorder, insomnia, palpitations, hepatomegaly, splenomegaly, anemia, pruritus, rash, vertigo, malaria, nasopharyngitis, eosinophilia, tinnitus, conjunctivitis, constipation, dyspepsia, dysphagia, peptic ulcer, gait disturbance, abscess, acrodermatitis, bronchitis, ear infection, gastroenteritis, helminthic infection, hookworm infection, impetigo, influenza, lower respiratory tract infection, oral herpes, pneumonia, respiratory tract infection, subcutaneous abscess, upper respiratory tract infection, urinary tract infection, alanine aminotransferase increased, hematocrit decreased, lymphocyte morphology abnormal, platelet count decreased, platelet count increased, white blood cell count decreased, white blood cell count increased, hypokalemia, back pain, ataxia, clonus, fine motor delay, hyperreflexia, hypoesthesia, nystagmus, tremor, agitation, mood swings, hematuria, proteinuria, asthma, pharyngo-laryngeal pain, urticaria, anaphylaxis, angioedema, serious skin reactions, bullous eruption, death"
32,COARTEM,warnings and precautions,"QT prolongation, hypokalemia, hypomagnesemia, cardiac arrhythmias, bradycardia, severe cardiac disease, electrolyte imbalance, long QT syndrome, sudden death, drug interactions, decreased efficacy, adverse effects, recrudescence, hepatic impairment, renal impairment, Plasmodium vivax infection, death"
33,APTIOM,adverse reactions,"suicidal behavior, ideation, serious dermatologic reactions, drug reaction with eosinophilia and systemic symptoms, DRESS, multiorgan hypersensitivity, anaphylactic reactions, angioedema, hyponatremia, neurological adverse reactions, drug-induced liver injury, abnormal thyroid function tests, dizziness, somnolence, nausea, headache, diplopia, vomiting, fatigue, vertigo, ataxia, blurred vision, tremor, rash, dysarthria, asthenia, urinary tract infections, fall, memory impairment, nystagmus, depression, insomnia, cough, hypertension, decreases in hemoglobin, hematocrit, increases in total cholesterol, triglycerides, LDL, creatine phosphokinase, death"
34,APTIOM,warnings and precautions,"suicidal behavior, suicidal ideation, serious dermatologic reactions, drug reaction with eosinophilia and systemic symptoms (DRESS), anaphylactic reactions, angioedema, hyponatremia, neurological adverse reactions, dizziness, disturbance in gait and coordination, somnolence, fatigue, cognitive dysfunction, visual changes, death"
