,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac Toxicities, Acute Renal Failure, Tumor Lysis Syndrome, Pulmonary Toxicity, Pulmonary Hypertension, Dyspnea, Hypertension, Venous Thrombosis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic Thrombocytopenic Purpura, Hemolytic Uremic Syndrome, Posterior Reversible Encephalopathy Syndrome (PRES), Anemia, Fatigue, Nausea, Pyrexia, Decreased Platelets, Diarrhea, Decreased Lymphocyte, Headache, Decreased Hemoglobin, Cough, Edema Peripheral, Decreased Absolute Neutrophil Count, Decreased Phosphorus, Neutropenia, Decreased Total White Blood Cell Count, Muscle Spasm, Upper Respiratory Tract Infection, Hypokalemia, Constipation, Asthenia, Nasopharyngitis, Bronchitis, Pneumonia, Hypocalcemia, Hyperglycemia, Peripheral Neuropathies NEC, Insomnia, Rash, Embolic and Thrombotic Events, Venous, Febrile Neutropenia, Lymphopenia, Cardiac Arrest, Cardiac Failure, Cardiac Failure Congestive, Myocardial Infarction, Myocardial Ischemia, Cataract, Vision Blurred, Abdominal Pain, Abdominal Pain Upper, Dyspepsia, Toothache, Chills, Infusion Site Reaction, Multi-Organ Failure, Pain, Influenza, Sepsis, Urinary Tract Infection, Viral Infection, Dehydration, Hyperkalemia, Hyperuricemia, Hypoalbuminemia, Hyponatremia, Muscular Weakness, Myalgia, Hypoesthesia, Paresthesia, Deafness, Anxiety, Delirium, Renal Failure, Renal Failure Acute, Renal Impairment, Dysphonia, Epistaxis, Oropharyngeal Pain, Pulmonary Embolism, Pulmonary Edema, Erythema, Hyperhidrosis, Pruritus, Deep Vein Thrombosis, Hypotension, Decreased Appetite, Hypercalcemia, Back Pain, Arthralgia, Pain in Extremity, Musculoskeletal Pain, Dizziness, Hepatic Failure, Bronchitis, Nasopharyngitis, Respiratory Tract Infection, Hyperglycemia, Hyperuricemia, Hypocalcemia, Hypomagnesemia, Hypophosphatemia, Musculoskeletal Chest Pain, Deafness, Erythema, Rash, Embolic and Thrombotic Events, Venous, Febrile Neutropenia, Cardiac Arrest, Cardiac Failure Congestive, Pain, Sepsis, Urinary Tract Infection, Hyperglycemia, Hyperkalemia, Hyperuricemia, Hypoalbuminemia, Hypocalcemia, Hyponatremia, Hypophosphatemia, Renal Failure, Renal Failure Acute, Renal Impairment, Pulmonary Edema, Hypotension, Dehydration, Thrombotic Thrombocytopenic Purpura/Hemolytic Uremic Syndrome (TTP/HUS), Tumor Lysis Syndrome, Posterior Reversible Encephalopathy Syndrome (PRES), Death."
1,KYPROLIS,warnings and precautions,"cardiac failure, myocardial infarction, fatal outcome, myocardial ischemia, death, Acute Renal Failure, serum creatinine increase, Tumor Lysis Syndrome (TLS), uric acid levels increase, Pulmonary Toxicity, Acute Respiratory Distress Syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pneumonitis, interstitial lung disease, Pulmonary Hypertension, Dyspnea, Hypertension, hypertensive crisis, Venous Thrombosis, Thromboprophylaxis, Infusion Reactions, Thrombocytopenia, Hepatic Toxicity, Hepatic Failure, Thrombotic thrombocytopenic purpura, hemolytic uremic syndrome (TTP/HUS), Posterior reversible encephalopathy syndrome (PRES), Embryo-fetal Toxicity, cardiac arrest, congestive heart failure, pulmonary edema, decreased ejection fraction, restrictive cardiomyopathy, renal impairment, renal failure, volume overload, cardiac imaging, deep venous thrombosis, pulmonary embolism, fever, chills, arthralgia, myalgia, facial flushing, facial edema, vomiting, weakness, shortness of breath, hypotension, syncope, chest tightness, angina, serum transaminases increase, seizure, headache, lethargy, confusion, blindness, altered consciousness, visual disturbances, neurological disturbances, embryo-fetal toxicity"
2,MULTAQ,adverse reactions,"new or worsening heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal disorders, bradycardia, rashes, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, early increases in creatinine, QTc prolonged, atrial flutter with 1:1 atrioventricular conduction, interstitial lung disease, pneumonitis, pulmonary fibrosis, anaphylactic reactions, angioedema, vasculitis, leukocytoclastic vasculitis"
3,MULTAQ,boxed warnings,"death, stroke, heart failure, hospitalization for heart failure, symptomatic heart failure, recent decompensation, NYHA Class IV heart failure, permanent atrial fibrillation"
4,MULTAQ,warnings and precautions,"atrial fibrillation (AF), liver injury, hepatic injury, pulmonary toxicity, hypokalemia, hypomagnesemia, renal impairment, teratogen, cardiovascular death, heart failure, stroke, new onset heart failure, worsening heart failure, hepatocellular liver injury, acute liver failure, interstitial lung disease, pneumonitis, pulmonary fibrosis, dyspnea, non-productive cough, QT interval prolongation, marked increase in serum creatinine, pre-renal azotemia, acute renal failure, fetal harm, death"
5,JUBLIA,adverse reactions,"ingrown toenails, application site dermatitis, application site vesicles, application site pain"
6,TEFLARO,adverse reactions,"Hypersensitivity Reactions, Clostridium difficile-Associated diarrhea, Direct Coombs' Test Seroconversion, diarrhea, nausea, rash, hypersensitivity, Serious Adverse Reactions, Adverse Reactions Leading to Discontinuation, Gastrointestinal Disorders, Constipation, Vomiting, Laboratory Investigations, Increased transaminases, Metabolism and Nutrition disorders, Hypokalemia, Skin and Subcutaneous Tissue Disorders, Vascular Disorders, Phlebitis, Anemia, Eosinophilia, Neutropenia, Thrombocytopenia, Cardiac disorders, Bradycardia, Palpitations, Abdominal pain, Pyrexia, Hepatitis, Anaphylaxis, Clostridium difficile colitis, Hyperglycemia, Hyperkalemia, Dizziness, Convulsion, Renal failure, Urticaria, Agranulocytosis"
7,TEFLARO,warnings and precautions,"serious hypersensitivity reactions, anaphylactic reactions, serious skin reactions, Clostridium difficile-associated diarrhea (CDAD), mild diarrhea, fatal colitis, morbidity, mortality, refractory infections, colectomy, fluid and electrolyte management issues, protein supplementation, antibiotic treatment of C. difficile, surgical evaluation, Direct Coombs' test seroconversion, drug-induced hemolytic anemia, anemia, development of drug-resistant bacteria, death"
8,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness, rash, pruritis, injection site pain"
9,DATSCAN,warnings and precautions,"hypersensitivity reactions, anaphylactic, skin erythema, pruritis, corticosteroids, anti-histamines, thyroid accumulation, thyroid neoplasia"
10,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries, Fat Redistribution, Immune Reconstitution Syndrome, insomnia, fatigue, headache, Treatment-emergent Adverse Drug Reactions, Treatment-naive Subjects, diarrhea, rash (includes rash generalized, rash macular, rash maculo-papular, rash pruritic, drug eruption), vertigo, abdominal pain, abdominal discomfort, flatulence, upper abdominal pain, vomiting, hepatitis, myositis, suicidal ideation, suicidal attempt, suicidal behavior, suicidal completion, renal impairment, pruritus, laboratory abnormalities, ALT abnormalities, AST abnormalities, creatine kinase abnormalities, hyperglycemia, lipase abnormalities, total neutrophils abnormalities, cholesterol changes, HDL cholesterol changes, LDL cholesterol changes, triglycerides changes, elevated total bilirubin, elevated lipase, serum creatinine increase"
11,TIVICAY,warnings and precautions,"hypersensitivity reactions, rash, constitutional findings, organ dysfunction, liver injury, life-threatening reaction, transaminase elevations, hepatotoxicity, redistribution/accumulation of body fat, central obesity, dorsocervical fat enlargement (buffalo hump), peripheral wasting, facial wasting, breast enlargement, cushingoid appearance, immune reconstitution syndrome, inflammatory response, Mycobacterium avium infection, cytomegalovirus, Pneumocystis jirovecii pneumonia (PCP), tuberculosis, autoimmune disorders, Graves' disease, polymyositis, Guillain-Barre syndrome, hepatitis B reactivation, severe rash, fever, general malaise, fatigue, muscle or joint aches, blisters, peeling of the skin, oral blisters, lesions, conjunctivitis, facial edema, hepatitis, eosinophilia, angioedema, difficulty breathing, death"
12,TAFINLAR,adverse reactions,"New Primary Malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Venous Thromboembolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, hyperkeratosis, headache, pyrexia, arthralgia, papilloma, alopecia, palmar-plantar erythrodysesthesia syndrome, chills, fatigue, rash, nausea, vomiting, diarrhea, abdominal pain, peripheral edema, cough, night sweats, decreased appetite, constipation, myalgia, back pain, myalgia, cuSCC, cough, constipation, nasopharyngitis, hypophosphatemia, increased alkaline phosphatase, hyponatremia, pancreatitis, hypersensitivity manifesting as bullous rash, interstitial nephritis, vision blurred, transient blindness, stomatitis, asthenia, cellulitis, folliculitis, paronychia, rash pustular, skin papilloma, hyperhidrosis, hypertension, leukopenia, lymphopenia, neutropenia, anemia, thrombocytopenia, increased AST, increased ALT, hyperbilirubinemia, increased GGT, hypoalbuminemia, hypokalemia, increased creatinine, hypomagnesemia, hyperkalemia, hypercalcemia, hypocalcemia, QT Prolongation"
13,TAFINLAR,warnings and precautions,"Retinal vein occlusion, Interstitial lung disease, New primary malignancies, Cutaneous malignancies, Non-cutaneous malignancies, Tumor Promotion in BRAF Wild-Type Melanoma, Hemorrhage, Major hemorrhagic events, Venous Thromboembolism, Deep vein thrombosis, Pulmonary embolism, Cardiomyopathy, Ocular Toxicities, Serious Febrile Reactions, Serious Skin Toxicity, Hyperglycemia, Glucose-6-Phosphate Dehydrogenase Deficiency, Embryofetal Toxicity, Cutaneous squamous cell carcinoma, Keratoacanthoma, Melanoma, Basal cell carcinoma, Head and neck carcinoma, Glioblastoma, Pancreatic adenocarcinoma, Colorectal carcinoma, Retinal Pigment Epithelial Detachment (RPED), Uveitis, Iritis, Fever, Hypotension, Rigors, Chills, Dehydration, Renal failure, Syncope, Secondary infections, Hemolytic anemia, Teratogenicity, Embryotoxicity, death"
14,HORIZANT,adverse reactions,"somnolence/sedation, dizziness, headache, nausea, dry mouth, flatulence, fatigue, irritability, feeling drunk, feeling abnormal, peripheral edema, weight increased, increased appetite, vertigo, depression, libido decreased, balance disorder, blurred vision, disorientation, lethargy, asthenia, insomnia, confusional state, breast enlargement, gynecomastia, elevated creatine kinase"
15,HORIZANT,warnings and precautions,"driving impairment, somnolence, sedation, dizziness, suicidal thoughts, behaviors, fatigue, asthenia, Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), multiorgan hypersensitivity, fever, rash, lymphadenopathy, hepatitis, nephritis, hematological abnormalities, myocarditis, myositis, eosinophilia, withdrawal seizure, pancreatic acinar cell adenoma, carcinoma, tumors, breast cancer, brain tumors, lung cancer, adrenal tumor, non-Hodgkin's lymphoma, endometrial carcinoma in situ, prostate cancer, death"
16,IMBRUVICA,adverse reactions,"Hemorrhage, Infections, Cytopenias, Atrial Fibrillation, Second Primary Malignancies, Tumor Lysis Syndrome, thrombocytopenia, neutropenia, diarrhea, anemia, fatigue, musculoskeletal pain, bruising, nausea, upper respiratory tract infection, rash, peripheral edema, dyspnea, constipation, abdominal pain, vomiting, decreased appetite, pneumonia, skin infections, pyrexia, asthenia, petechiae, muscle spasms, arthralgia, cough, epistaxis, dehydration, dizziness, headache, hyperuricemia, lymphocytosis, intracranial hemorrhage, lethargy, gait instability, renal failure, stomatitis, dyspepsia, sinusitis, urinary tract infection, chills, oropharyngeal pain, peripheral neuropathy, second malignancies, laceration, anxiety, insomnia, hypertension, contusion, vision blurred, pruritus, arthropathy, skin cancer, hypersensitivity reactions, anaphylactic shock, urticaria, angioedema, death"
17,IMBRUVICA,warnings and precautions,"Hemorrhage, bleeding, fatal bleeding events, Grade 3 or higher bleeding events, subdural hematoma, gastrointestinal bleeding, hematuria, post procedural hemorrhage, bruising, petechiae, death, infections, fever, Grade 3 or greater infections, progressive multifocal leukoencephalopathy (PML), Cytopenias, neutropenia, thrombocytopenia, anemia, Atrial Fibrillation, atrial flutter, arrhythmic symptoms, palpitations, lightheadedness, dyspnea, Second Primary Malignancies, non-skin carcinomas, non-melanoma skin cancer, Tumor Lysis Syndrome, Embryo-Fetal Toxicity, fetal harm, malformations, reduced fetal weights."
