,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, facial pain, injection site swelling, sensation of pressure, blepharospasm, eye disorder, immunogenicity, eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, edema, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia, hypersensitivity"
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, neuromuscular disorders, cervical dystonia, smaller neck muscle mass, sternocleidomastoid muscle injections, corneal exposure, corneal ulceration, reduced blinking, diplopia, lower lid injections, ptosis, asthenia, generalized muscle weakness, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, hypersensitivity reactions, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, severe dysphagia, aspiration, respiratory failure, peripheral motor neuropathic diseases, amyotrophic lateral sclerosis, neuromuscular junctional disorders, myasthenia gravis, Lambert-Eaton syndrome, ectropion, VII nerve disorders, narrow angle glaucoma, ecchymosis, levator palpebrae superioris, corrugator injections, supraorbital ridge, death"
3,QUTENZA,adverse reactions,"Application-Associated Pain, Increase in Blood Pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airway, transient increases in blood pressure, procedural pain, acute pain, increases in blood pressure, adverse cardiovascular effects"
5,ZYTIGA,adverse reactions,"Hypertension, Hypokalemia, Fluid Retention, Mineralocorticoid Excess, Adrenocortical Insufficiency, Hepatotoxicity, Fatigue, Joint Swelling, Discomfort, Edema, Hot Flush, Diarrhea, Vomiting, Cough, Dyspnea, Urinary Tract Infection, Contusion, Anemia, Elevated Alkaline Phosphatase, Hypertriglyceridemia, Lymphopenia, Hypercholesterolemia, Hyperglycemia, Elevated AST, Hypophosphatemia, Elevated ALT, Muscle Discomfort, Dyspepsia, Upper Respiratory Tract Infection, Urinary Frequency, Nocturia, Fractures, Arrhythmia, Chest Pain, Cardiac Failure, Pyrexia, Groin Pain, Constipation, Insomnia, Falls, Nasopharyngitis, Hematuria, Rash, Hypernatremia, Cardiorespiratory Arrest, Myocardial Ischemia, Myocardial Infarction, Non-infectious Pneumonitis, Myopathy, Rhabdomyolysis, Death"
6,ZYTIGA,warnings and precautions,"Mineralocorticoid excess, cardiovascular disease, LVEF < 50%, NYHA Class III heart failure, NYHA Class IV heart failure, hypertension, hypokalemia, fluid retention, adrenocortical insufficiency, hepatotoxicity, liver enzymes increase, drug interruption, dose modification, discontinuation, liver function, grade 3 hypertension, grade 4 hypertension, grade 3 hypokalemia, grade 4 hypokalemia, grade 3 edema, grade 4 edema, heart failure, recent myocardial infarction, ventricular arrhythmia, left ventricular ejection fraction <50%, New York Heart Association Class III heart failure, New York Heart Association Class IV heart failure, New York Heart Association Class II heart failure, adrenal insufficiency, prednisone interruption, concurrent infection, stress, ALT increase, AST increase, baseline ALT elevation, baseline AST elevation, liver test elevation, serum transaminases increase, bilirubin levels increase, moderate hepatic impairment, serum total bilirubin increase, AST elevation, ALT elevation, liver function tests abnormality, AST > 5* ULN, ALT > 5* ULN, bilirubin > 3* ULN, AST or ALT > 20* ULN, bilirubin > 10* ULN"
7,TOVIAZ,adverse reactions,"dry mouth, constipation, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus, angina, chest pain, gastroenteritis, QT prolongation on ECG, diverticulitis, irritable bowel syndrome, electrocardiogram QT corrected interval prolongation"
8,TOVIAZ,warnings and precautions,"Angioedema, urinary retention, severe constipation, narrow-angle glaucoma, somnolence, headache, dizziness, life-threatening upper airway swelling, death"
9,STRIBILD,adverse reactions,"Lactic Acidosis, Severe Hepatomegaly with Steatosis, Severe Acute Exacerbations of Hepatitis B, New Onset or Worsening Renal Impairment, Bone Effects of Tenofovir DF, Immune Reconstitution Syndrome, nausea, diarrhea, Ocular icterus, Flatulence, Fatigue, Jaundice, Somnolence, Headache, Dizziness, Insomnia, Abnormal dreams, Rash, suicidal ideation, suicide attempt, depression, abdominal pain, dyspepsia, vomiting, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, peripheral neuritis, neuropathy, anxiety, increased cough, rhinitis, Skin discoloration, hyperpigmentation, Proteinuria, increased serum creatinine, decreased estimated creatinine clearance, renal glomerular function, AST elevation, ALT elevation, Amylase elevation, Creatine Kinase elevation, Hematuria, Bone Mineral Density decrease, bone fractures, allergic reaction, angioedema, lactic acidosis, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, increased amylase, hepatic steatosis, hepatitis, increased liver enzymes, rash, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, increased creatinine, proteinuria, polyuria, asthenia."
