,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, blepharospasm, eye disorder, sensation of pressure, eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, edema, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia, hypersensitivity"
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, neuromuscular disorders, clinical effects of treatment, corneal exposure, corneal ulceration, ulceration, perforation, diplopia, ptosis, asthenia, generalized muscle weakness, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, hypersensitivity reactions, severe dysphagia, aspiration, respiratory failure, critical loss of breathing capacity, severe dysphagia, respiratory compromise, persistent epithelial defect, ectropion, narrow angle glaucoma, ecchymosis"
3,QUTENZA,adverse reactions,"application-associated pain, increase in blood pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airways, transient increases in blood pressure, procedural pain, increases in blood pressure"
5,ZYTIGA,adverse reactions,"hypertension, hypokalemia, fluid retention, mineralocorticoid excess, adrenocortical insufficiency, hepatotoxicity, fatigue, joint swelling, discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, muscle discomfort, dyspepsia, upper respiratory tract infection, urinary frequency, nocturia, fractures, arrhythmia, chest pain, cardiac failure, pyrexia, groin pain, constipation, insomnia, falls, nasopharyngitis, hematuria, rash, hypernatremia, non-infectious pneumonitis, myopathy, rhabdomyolysis"
6,ZYTIGA,warnings and precautions,"mineralocorticoid excess, cardiovascular disease, hypertension, hypokalemia, fluid retention, adrenocortical insufficiency, hepatotoxicity, liver enzymes increase, liver test elevation, liver function test abnormalities, AST increase, ALT increase, bilirubin levels increase, liver enzyme increases, serum transaminases increase, serum total bilirubin increase"
7,TOVIAZ,adverse reactions,"'dry mouth, constipation, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, urinary retention, diverticulitis, irritable bowel syndrome, electrocardiogram QT corrected interval prolongation, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus'"
8,TOVIAZ,warnings and precautions,"angioedema, urinary retention, severe constipation, headache, dizziness, somnolence"
9,STRIBILD,adverse reactions,"lactic acidosis, severe hepatomegaly with steatosis, severe acute exacerbations of hepatitis B, new onset or worsening renal impairment, bone effects of tenofovir DF, immune reconstitution syndrome, nausea, diarrhea, ocular icterus, flatulence, fatigue, jaundice, somnolence, headache, dizziness, insomnia, abnormal dreams, rash, suicidal ideation, suicide attempt, depression, abdominal pain, dyspepsia, vomiting, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, anxiety, increased cough, rhinitis, skin discoloration, AST elevation, ALT elevation, amylase elevation, creatine kinase elevation, hematuria, proteinuria, serum creatinine increase, eGFR decrease, bone mineral density decrease, bone fractures, allergic reaction, angioedema, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, hepatic steatosis, hepatitis, increased liver enzymes, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, polyuria, asthenia"
10,STRIBILD,boxed warnings,"lactic acidosis, severe hepatomegaly with steatosis, fatal cases, severe acute exacerbations of hepatitis B"
11,STRIBILD,warnings and precautions,"renal impairment, acute renal failure, Fanconi syndrome, lactic acidosis, severe hepatomegaly with steatosis, exacerbations of hepatitis B, renal adverse reaction, proximal renal tubulopathy, bone pain, pain in extremities, fractures, muscular pain, weakness, bone mineral density decreases, biochemical markers of bone metabolism increases, serum parathyroid hormone levels increases, 1.25 Vitamin D levels increases, osteomalacia, arthralgias, muscle pain, hypophosphatemia, fat redistribution, central obesity, dorsocervical fat enlargement, peripheral wasting, facial wasting, breast enlargement, cushingoid appearance, immune reconstitution syndrome, inflammatory response, autoimmune disorders, Graves' disease, polymyositis, Guillain-Barre syndrome"
