,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"Cardiac toxicities, Acute renal failure, Tumor lysis syndrome, Pulmonary toxicity, Pulmonary hypertension, Dyspnea, Hypertension, Venous thrombosis, Infusion reactions, Thrombocytopenia, Hepatic toxicity and hepatic failure, Thrombotic thrombocytopenic purpura/hemolytic uremic syndrome, Posterior reversible encephalopathy syndrome (PRES), Death"
1,KYPROLIS,warnings and precautions,"cardiac toxicities, cardiac failure, myocardial infarction, myocardial ischemia, myocardial damage, cardiac arrest, cardiac death, acute renal failure, renal impairment, acute renal failure, renal failure, tumor lysis syndrome, tumor lysis, uric acid levels, tumor lysis syndrome, pulmonary toxicity, ARDS, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pneumonitis, interstitial lung disease, pulmonary hypertension, PAH, pulmonary arterial hypertension, right ventricular dysfunction, dyspnea, dyspnea, shortness of breath, chest tightness, angina, hypertension, hypertension, hypertensive crisis, hypertensive emergency, venous thrombosis, venous thromboembolic events, deep venous thrombosis, pulmonary embolism, infusion reactions, infusion reactions, fever, chills, arthralgia, myalgia, facial flushing, facial edema, vomiting, weakness, syncope, chest tightness, angina, thrombocytopenia, thrombocytopenia, platelet nadirs, thrombocytopenic purpura, hepatic toxicity and hepatofailure, hepatic failure, serum transaminase elevation, hepatitis, thrombotic thrombocytopenic purpura/hemolytic uremic syndrome, TTP/HUS, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome, PRES, posterior reversible encephalopathy syndrome, RPLS, reversible postero-leukoencephalopathy syndrome, embryo-fetal toxicity, fetal harm"
2,MULTAQ,adverse reactions,"Diarrhea, Loose stools, Soft stools, Watery stools, Nausea, Feeling sick, Queasiness, Stomach upset, Abdominal pain, Bellyache, Tummy ache, Abdomen pain, Vomiting, Throwing up, Emesis, Regurgitation, Asthenia, Weakness, Fatigue, Lack of energy, Heart failure, Decreased cardiac output, Reduced cardiac function, Congestive heart failure, Liver injury, Jaundice, Yellow skin and eyes, Elevated liver enzymes, Pulmonary toxicity, Shortness of breath, Wheezing, Chest tightness, Hypochloremia, Low blood chloride levels, Dehydration, Fluid overload, QT prolongation, Prolonged QT interval, Long QT syndrome, QTc prolongation, Death, Sudden death, Unexpected death, Fatality"
3,MULTAQ,boxed warnings,"Death, Stroke, Heart Failure"
4,MULTAQ,warnings and precautions,"Cardiovascular death (I00-I09), Cardiovascular death in NYHA Class IV or decompensated heart failure (I00-I09), Cardiovascular death and heart failure events in patients with permanent AF (I00-I09), Heart failure (I50-I59), New onset or worsening heart failure (I50-I59), Stroke (G45), Increased risk of stroke in patients with permanent AF (G45), Liver injury (K74), Hepatocellular liver injury, including acute liver failure requiring transplant (K74), Pulmonary toxicity (J45), Cases of interstitial lung disease including pneumonitis and pulmonary fibrosis (J45), Hypokalemia and hypomagnesemia (E05), Hypokalemia or hypomagnesemia may occur with concomitant administration of potassium-depleting diuretics (E05), QT interval prolongation (T01), Moderate QTc (Bazett) prolongation (T01), Renal impairment and failure (N17), Marked increase in serum creatinine, pre-renal azotemia and acute renal failure (N17), Fatal event (X99), Death"
5,JUBLIA,adverse reactions,"Ingrown toenails, ingrown toenail, ingrowing toenail, toenail ingrowth, Application site dermatitis, application site dermatitis, skin irritation, rash, itching, Application site vesicles, application site vesicles, blisters, bumps, sores, Application site pain, application site pain, discomfort, tenderness, soreness, Death, death, fatality, mortality, lethal"
6,TEFLARO,adverse reactions,"Allergic reactions / Hypersensitivity reactions, Anaphylaxis, Anemia, Eosinophilia, Neutropenia, Thrombocytopenia, Bradycardia, Palpitations, Abdominal pain, Constipation, Diarrhea, Nausea, Vomiting, Hyperglycemia, Hyperkalemia, Agranulocytosis, Anaphylaxis, Hypersensitivity, Clostridium difficile colitis, Hypochloremia, Arthralgia, Myalgia, Convulsion, Dizziness, Bronchospasm, Cough, Dyspnea, Rhinitis, Urticaria, Blurred vision, Dry eye, Itching, Redness, Swelling, Urination abnormalities"
7,TEFLARO,warnings and precautions,"Anaphylaxis, Skin reactions, Clostridium difficile associated diarrhea (CDAD), Fatal events, Hemolytic anemia, Drug-resistant bacteria"
8,DATSCAN,adverse reactions,"Headache, Nausea, Vertigo, Dry Mouth, Dizziness, Rash, Pruritus, Injection Site Pain, Death"
9,DATSCAN,warnings and precautions,"Anaphylaxis, anaphylactoid reaction, severe allergic reaction, Erythema, skin rash, redness, Pruritus, itching, Corticosteroid therapy, Antihistamine therapy, Thyroid neoplasm, thyroid tumor"
10,TIVICAY,adverse reactions,"Hypersensitivity reactions, Effects on serum liver biochemistries in patients with hepatitis B or C co-infection, Fat redistribution, Immune reconstitution syndrome, Death, Insomnia, Depression, Abnormal dreams, Dizziness, Headache, Nausea, Diarrhea, Rash, Rash generalized, Rash macular, Rash maculo-papular, Rash pruritic, Drug eruption, Fatigue, Nervous system, Gastrointestinal, Skin and subcutaneous tissue, Rasha, General disorders, Ear and labyrinth, Respiratory, Cough, Bronchospasm, Cardiovascular, Hypertension, Arrhythmia, Myocardial infarction, Neoplasms, Melanoma, Sarcoma, Endocrine, Thyroid neoplasm, Metabolism and nutrition, Weight increase, Appetite increased, Gastric emptying delay, Gastrointestinal perforation, Hemorrhage, Mucosal hemorrhage, Petechiae, Purpura, Erythema, Exfoliative dermatitis, Maculopapular rash, Pruritus, Rash papular, Rash pustular, Rash urticarial, Rash urticaria-like, Rash vesicular, Skin atrophy, Skin dry, Skin hyperpigmentation, Skin hypohidrosis, Skin hyperkeratosis, Skin inflammation, Skin intact, Skin lesion, Skin nodule, Skin ulcer, Skin vitiligo, Skin wrinkle, Skin hypopigmentation, Skin acne, Skin blemish, Skin blister, Skin burn, Skin desquamation, Skin edema, Skin itching, Skin laceration, Skin swelling, Skin trauma, Skin ulceration, Skin wound, Skin wart, Skin hair loss, Skin hair growth, Skin hair thickening, Skin hair thinning, Skin scalp alopecia, Skin skin tag, Skin warts, Skin callus, Skin cornea opacification, Skin corneal ulcer, Skin conjunctival bleeding, Skin conjunctiva hemorrhage, Skin conjunctiva irritation, Skin conjunctiva redness, Skin conjunctiva swelling, Skin conjunctiva tenderness, Skin conjunctiva trauma, Skin conjunctiva ulcer, Skin conjunctiva wound, Skin conjunctiva warts, Skin conjunctiva hair loss, Skin conjunctiva hair growth, Skin conjunctiva hair thinning, Skin conjunctiva scalp alopecia, Skin conjunctiva skin tag, Skin conjunctiva warts, Skin conjunctiva callus, Skin conjunctiva cornea opacification, Skin conjunctiva corneal ulcer, Skin conjunctiva conjunctival bleeding, Skin conjunctiva conjunctiva hemorrhage, Skin conjunctiva conjunctiva irritation, Skin conjunctiva conjunctiva redness, Skin conjunctiva conjunctiva swelling, Skin conjunctiva conjunctiva tenderness, Skin conjunctiva conjunctiva trauma, Skin conjunctiva conjunctiva ulcer, Skin conjunctiva conjunctiva wound, Skin conjunctiva conjunctiva warts, Skin conjunctiva conjunctiva hair loss, Skin conjunctiva conjunctiva hair growth."
11,TIVICAY,warnings and precautions,"Rash, Pruritus, Urticaria, Erythematous rash, Exanthemata, Maculopapular rash, Dermatitis, Eczema, Chills, Sweats, Malaise, Fatigue, Headache, Muscle pain, Joint pain, Myalgia, Arthralgia, Hepatotoxicity, Hepatitis, Liver damage, Liver function abnormalities, Transaminase elevations, Bilirubinemia, Ascites, Death"
12,TAFINLAR,adverse reactions,"New primary malignancy (also referred to as new primary tumors), Tumor promotion in BRAF wild-type melanoma, Hemorrhage, Venous thromboembolism, Cardiomyopathy, Ocular toxicities, Serious febrile reactions, Serious skin toxicity, Hyperglycemia, Glucose-6-phosphate dehydrogenase deficiency, Death"
13,TAFINLAR,warnings and precautions,"Retinal Vein Occlusion, retinal vein occlusion, retinal artery occlusion, retinal vein obstruction, retinal artery blockage, Interstitial Lung Disease, interstitial lung disease, ILD, idiopathic pulmonary fibrosis, IPF, chronic obstructive pulmonary disease, COPD, New Primary Malignancies, new primary malignancy, new cancer, metastasis, tumor promotion, tumor formation, tumorigenesis, Death, death, mortality, morbidity, lethal, fatal, deadly, dead, Tumor Promotion in BRAF Wild-Type Melanoma, tumor promotion, tumor formation, tumorogenesis, tumor induction, tumor stimulation, BRAF inhibition, BRAF activity, BRAF expression, BRAF overexpression, BRAF amplification, BRAF mutation, BRAF fusion, BRAF gene rearrangement, BRAF gene translocation, BRAF gene insertion, BRAF gene duplication, BRAF gene triplication, BRAF gene tetraploidy, BRAF gene polyploidy, BRAF gene amplification, BRAF gene overexpression, BRA"
14,HORIZANT,adverse reactions,"Somnolence/sedation, Dizziness, Fatigue, Headache, Nausea, Dry mouth, Flatulence, Peripheral edema, Balance disorder, Confusional state, Depression, Dry mouth, Flatulence, Increased appetite, Irritability, Vertigo, Breast enlargement, Gynecomastia, Elevated creatine kinase"
15,HORIZANT,warnings and precautions,"Driving impairment, Somnolence/sedation and dizziness, Death, Lack of interchangeability with gabapentin, Suicidal thoughts or behavior, Dress/multiorgan hypersensitivity, Tumorigenic potential"
