,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, edema, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia"
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, concomitant neuromuscular disorders, exacerbate clinical effects, smaller neck muscle mass, bilateral injections into the sternocleidomastoid muscles, corneal exposure, corneal ulceration, reduced blinking, ulceration, perforation, diplopia, ptosis, asthenia, generalized muscle weakness, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, life threatening, death, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, swallowing difficulties, breathing difficulties, severe dysphagia, feeding tube, aspiration, critical loss of breathing capacity, respiratory failure, immediate medical attention, peripheral motor neuropathic diseases, amyotrophic lateral sclerosis, neuromuscular junctional disorders, severe dysphagia, respiratory compromise, persistent epithelial defect, VII nerve disorders, ectropion, narrow angle glaucoma, Ecchymosis, gentle pressure at the injection site, levator palpebrae superioris, corrugator injections, supraorbital ridge, Human Albumin, Transmission of Viral Diseases, Creutzfeldt-Jakob disease (CJD)."
3,QUTENZA,adverse reactions,"Application-Associated Pain, Increase in Blood Pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"coughing, sneezing, irritation of eyes, irritation of airway, transient increases in blood pressure, procedural pain, shortness of breath, treatment-related increases in pain, adverse cardiovascular effects"
5,ZYTIGA,adverse reactions,"Hypertension, Hypokalemia, Fluid Retention, Adrenocortical Insufficiency, Hepatotoxicity, fatigue, joint swelling or discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, Muscle discomfort, Dyspepsia, Upper respiratory tract infection, Urinary frequency, Nocturia, Fractures, Arrhythmia, Chest pain or chest discomfort, Cardiac failure, Pyrexia, Groin pain, Constipation, Insomnia, Falls, Nasopharyngitis, Hematuria, Rash, Hypernatremia, cardiac failure, myocardial ischemia, myocardial infarction, non-infectious pneumonitis, myopathy, rhabdomyolysis."
6,ZYTIGA,warnings and precautions,"hypertension, hypokalemia, fluid retention, grade 3 to 4 hypertension, grade 3 to 4 hypokalemia, grade 3 to 4 edema, adrenocortical insufficiency, increases in liver enzymes, drug interruption, dose modification, discontinuation, hepatotoxicity, grade 3 or 4 ALT or AST increases, treatment discontinuation due to liver enzyme increases, serum transaminases elevations, bilirubin levels elevation"
7,TOVIAZ,adverse reactions,"dry mouth, constipation, angina, chest pain, gastroenteritis, QT prolongation on ECG, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus, diverticulitis, irritable bowel syndrome, electrocardiogram QT corrected interval prolongation"
8,TOVIAZ,warnings and precautions,"Angioedema of the face, lips, tongue, and/or larynx, urinary retention, severe constipation, headache, dizziness, somnolence"
9,STRIBILD,adverse reactions,"Lactic Acidosis, Severe Hepatomegaly with Steatosis, Severe Acute Exacerbations of Hepatitis B, New Onset or Worsening Renal Impairment, Bone Effects of Tenofovir DF, Immune Reconstitution Syndrome, nausea, diarrhea, Ocular icterus, Flatulence, Fatigue, Jaundice, Somnolence, Headache, Dizziness, Insomnia, Abnormal dreams, Rash, suicidal ideation, suicide attempt, depression, abdominal pain, dyspepsia, vomiting, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, anxiety, increased cough, rhinitis, Skin discoloration, AST elevation, ALT elevation, Amylase elevation, Creatine Kinase elevation, Hematuria, Bone Mineral Density decrease, bone fractures, Proteinuria, serum creatinine increase, estimated creatinine clearance decrease, ALT abnormalities, alkaline phosphatase abnormalities, bilirubin abnormalities, serum glucose abnormalities, glycosuria, neutrophils abnormalities, fasting cholesterol abnormalities, fasting triglycerides abnormalities, allergic reaction, angioedema, lactic acidosis, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, increased amylase, abdominal pain, hepatic steatosis, hepatitis, increased liver enzymes, rash, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, increased creatinine, proteinuria, polyuria, asthenia"
10,STRIBILD,boxed warnings,"Lactic acidosis, severe hepatomegaly with steatosis, fatal cases, severe acute exacerbations of hepatitis B"
11,STRIBILD,warnings and precautions,"acute renal failure, Fanconi syndrome, lactic acidosis, severe hepatomegaly with steatosis, fatal cases, obesity, prolonged nucleoside exposure, hepatotoxicity, hepatomegaly, steatosis, severe acute exacerbations of hepatitis B, liver decompensation, liver failure, renal impairment, proximal renal tubulopathy, renal replacement therapy, bone pain, pain in extremities, fractures, muscular pain, weakness, decreases in bone mineral density, increased bone turnover, higher serum parathyroid hormone levels, higher 1.25 Vitamin D levels, osteomalacia, arthralgias, muscle pain, hypophosphatemia, central obesity, dorsocervical fat enlargement (buffalo hump), peripheral wasting, facial wasting, breast enlargement, ""cushingoid appearance"", immune reconstitution syndrome, inflammatory response, Mycobacterium avium infection, cytomegalovirus, Pneumocystis jirovecii pneumonia (PCP), tuberculosis, autoimmune disorders, Graves' disease, polymyositis, Guillain-Barre syndrome"
12,FARXIGA,adverse reactions,"Hypotension, Impairment in Renal Function, Hypoglycemia with Concomitant Use with Insulin and Insulin Secretagogues, Genital Mycotic Infections, Increases in Low-Density Lipoprotein Cholesterol (LDL-C), Bladder Cancer, female genital mycotic infections, nasopharyngitis, urinary tract infections, back pain, increased urination, male genital mycotic infections, nausea, influenza, dyslipidemia, constipation, discomfort with urination, pain in extremity, dehydration, hypovolemia, orthostatic hypotension, renal failure, blood creatinine increase, bone fractures, angioedema, urticaria, hypersensitivity, anaphylactic reactions, severe cutaneous adverse reactions, increases in hematocrit, increases in serum inorganic phosphorus, hyperphosphatemia"
13,FARXIGA,warnings and precautions,"hypotension, impairment in renal function, hypoglycemia, genital mycotic infections, increased LDL-C, bladder cancer"
