,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"Hypersensitivity, dysphagia, neck pain, muscle weakness, musculoskeletal pain, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, dry eye, dry mouth, diarrhea, injection site pain, injection site swelling, sensation of pressure, facial paresis (brow ptosis), muscle disorder (elevation of eyebrow), eye disorder, eyelid ptosis, eye swelling, nausea, flu-like symptoms, allergic dermatitis, localized allergic reactions like swelling, edema, erythema, pruritus or rash, herpes zoster, muscular weakness, muscle spasm, dysarthria, myalgia, hypersensitivity, death."
1,XEOMIN,boxed warnings,"Asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties, death, swallowing difficulties."
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, dysphagia, death, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphonia, dysarthria, urinary incontinence, breathing difficulties, asthenia, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, hypersensitivity reactions, severe dysphagia, respiratory compromise, corneal exposure, corneal ulceration, corneal epithelial defect, ectropion, narrow angle glaucoma, ptosis, ecchymosis, Creutzfeldt-Jakob disease (CJD)"
3,QUTENZA,adverse reactions,"Application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor, death."
4,QUTENZA,warnings and precautions,"Eye exposure, mucous membrane exposure, inhalation of airborne capsaicin, coughing, sneezing, irritation of eyes or airway, unintended skin exposure, increase in blood pressure, pain, hypertension, cardiovascular effects, death."
5,ZYTIGA,adverse reactions,"Hypertension, Hypokalemia, Fluid retention, Adrenocortical insufficiency, Hepatotoxicity, Fatigue, Joint swelling or discomfort, Edema, Hot flush, Diarrhea, Vomiting, Cough, Hypertension, Dyspnea, Urinary tract infection, Contusion, Anemia, Elevated alkaline phosphatase, Hypertriglyceridemia, Lymphopenia, Hypercholesterolemia, Hyperglycemia, Elevated AST, Hypophosphatemia, Elevated ALT, Cardiac failure, Cardiorespiratory arrest, Myocardial ischemia, Myocardial infarction, Non-infectious pneumonitis, Myopathy, Rhabdomyolysis, Death."
6,ZYTIGA,warnings and precautions,"Hypertension, hypokalemia, fluid retention, adrenocortical insufficiency, hepatotoxicity, cardiovascular disease, heart failure, ventricular arrhythmia, myocardial infarction, liver enzyme increases, liver impairment, death."
7,TOVIAZ,adverse reactions,"Dry mouth, constipation, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, peripheral edema, back pain, insomnia, increased alanine aminotransferase (ALT), increased gamma glutamyltransferase (GGT), rash, blurred vision, palpitations, hypersensitivity reactions including angioedema with airway obstruction and face edema, dizziness, headache, somnolence, urticaria, pruritus, Death (in the context of QT prolongation on ECG)."
8,TOVIAZ,warnings and precautions,"Angioedema, urinary retention, decreased gastrointestinal motility, narrow-angle glaucoma, somnolence, headache, dizziness, hepatic impairment, severe renal impairment, interaction with CYP3A4 inhibitors, myasthenia gravis, anticholinergic CNS effects, possibility of death."
9,STRIBILD,adverse reactions,"Lactic acidosis, severe hepatomegaly with steatosis, severe acute exacerbations of hepatitis B, new onset or worsening renal impairment, bone effects of tenofovir DF, immune reconstitution syndrome, nausea, diarrhea, ocular icterus, flatulence, vomiting, fatigue, jaundice, somnolence, headache, dizziness, insomnia, abnormal dreams, rash, suicidal ideation and suicide attempt, depression, abdominal pain, dyspepsia, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, anxiety, increased cough, rhinitis, skin discoloration, hepatitis, increased serum creatinine, decreased estimated creatinine clearance, proteinuria, allergic reaction, angioedema, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, increased amylase, abdominal pain, hepatic steatosis, hepatitis, increased liver enzymes, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, increased creatinine, polyuria, asthenia, death."
10,STRIBILD,boxed warnings,"Lactic acidosis, severe hepatomegaly with steatosis, death, post treatment acute exacerbation of hepatitis B, severe acute exacerbations of hepatitis B, discontinuation of EMTRIVA or VIREAD."
