,drug_name,section_name,gpt_output
0,KYPROLIS,adverse reactions,"cardiac toxicities, acute renal failure, tumor lysis syndrome, pulmonary toxicity, pulmonary hypertension, dyspnea, hypertension, venous thrombosis, infusion reactions, thrombocytopenia, hepatic toxicity, hepatic failure, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome (PRES), anemia, fatigue, nausea, pyrexia, decreased lymphocytes, headache, cough, edema peripheral, neutropenia, decreased absolute neutrophil count, decreased phosphorus, decreased total white blood cell count, hypokalemia, diarrhea, muscle spasm, upper respiratory tract infection, constipation, leukopenia, pneumoni,a bronchitis, nasopharyngitis, infections, metabolic disorders, hypocalcemia, hyperglycemia, muscular weakness, myalgia, peripheral neuropathies, insomnia, chills, infusion site reaction, multi-organ failure, pain, febrile neutropenia, lymphopenia, cardiac arrest, cardiac failure congestive, myocardial infarction, myocardial ischemia, cataract, blurred vision, abdominal pain, abdominal pain upper, dyspepsia, toothache, hepatobiliary disorders, hepatic failure, influenza, urinary tract infection, dehydration, hyperkalemia, hyperuricemia, hypoalbuminemia, hyponatremia, hypomagnesemia, hypophosphatemia, hypoesthesia, paresthesia, anxiety, renal impairment, dysphonia, oropharyngeal pain, pulmonary edema, erythema, hyperhidrosis, pruritus, rash, deep vein thrombosis, hypotension, death"
1,KYPROLIS,warnings and precautions,"cardiac failure, myocardial infarction, death, myocardial ischemia, acute renal failure, tumor lysis syndrome, acute respiratory distress syndrome, acute respiratory failure, acute diffuse infiltrative pulmonary disease, pulmonary hypertension, dyspnea, hypertension, hypertensive crisis, venous thrombosis, infusion reactions, thrombocytopenia, hepatic toxicity, hepatic failure, thrombotic thrombocytopenic purpura, hemolytic uremic syndrome, posterior reversible encephalopathy syndrome, embryo-fetal toxicity."
2,MULTAQ,adverse reactions,"new or worsening heart failure, liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, QT prolongation, diarrhea, nausea, abdominal pain, vomiting, asthenia, gastrointestinal disorders, dyspeptic signs and symptoms, asthenic conditions, bradycardia, rashes, generalized rash, macular rash, maculo-papular rash, erythematous rash, pruritus, eczema, dermatitis, dermatitis allergic, photosensitivity reaction, dysgeusia, increases in creatinine, QTc prolonged, cardiac - new or worsening heart failure, atrial flutter with 1:1 atrioventricular conduction, hepatic - liver injury, respiratory - interstitial lung disease, pneumonitis, pulmonary fibrosis, immune - anaphylactic reactions, angioedema, vascular - vasculitis, leukocytoclastic vasculitis."
3,MULTAQ,boxed warnings,"death, stroke, heart failure"
4,MULTAQ,warnings and precautions,"atrial fibrillation (AF), liver injury, pulmonary toxicity, hypokalemia, hypomagnesemia, renal impairment, teratogen, cardiovascular death, heart failure, stroke, new onset heart failure, worsening heart failure, hepatocellular liver injury, acute liver failure, interstitial lung disease, pneumonitis, pulmonary fibrosis, QT interval prolongation, pre-renal azotemia, acute renal failure, increase in serum creatinine, death"
5,JUBLIA,adverse reactions,"ingrown toenails, application site dermatitis, application site vesicles, application site pain"
6,TEFLARO,adverse reactions,"Hypersensitivity Reactions, Clostridium difficile-Associated diarrhea, Direct Coombs' Test Seroconversion, diarrhea, nausea, rash, hypersensitivity, increase transaminases, hypokalemia, phlebitis, anemia, eosinophilia, neutropenia, thrombocytopenia, bradycardia, palpitations, abdominal pain, pyrexia, hepatitis, anaphylaxis, Clostridium difficile colitis, hyperglycemia, hyperkalemia, dizziness, convulsion, renal failure, urticaria, agranulocytosis"
7,TEFLARO,warnings and precautions,"serious hypersensitivity reactions, anaphylactic reactions, Clostridium difficile-associated diarrhea, CDAD, fatal colitis, drug-induced hemolytic anemia, development of drug-resistant bacteria, anemia, death"
8,DATSCAN,adverse reactions,"hypersensitivity, injection site reactions, headache, nausea, vertigo, dry mouth, dizziness, rash, pruritis, injection site pain"
9,DATSCAN,warnings and precautions,"hypersensitivity reactions, anaphylactic treatment measures, skin erythema, pruritis, corticosteroids, anti-histamines, thyroid accumulation, thyroid neoplasia"
