,drug_name,section_name,gpt_output
0,XEOMIN,adverse reactions,"Adverse reactions: peripheral neuropathy, anaphylaxis, infusion reactions, hematologic toxicities, infections, opportunistic infections, tumor lysis syndrome, increased toxicity, hepatotoxicity, hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, blepharospasm, eye disorder, sensation of pressure, eye swelling, nausea, flu-like symptoms, injection site reaction, allergic dermatitis, localized allergic reactions, swelling, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia, hypersensitivity."
1,XEOMIN,boxed warnings,"asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphagia, dysphonia, dysarthria, urinary incontinence, breathing difficulties"
2,XEOMIN,warnings and precautions,"respiratory difficulties, speech difficulties, swallowing difficulties, compromised respiratory function, dysphagia, neuromuscular disorders, clinical effects of treatment, corneal exposure, corneal ulceration, ulceration, perforation, diplopia, ptosis, asthenia, generalized muscle weakness, blurred vision, dysphonia, dysarthria, urinary incontinence, breathing difficulties, anaphylaxis, serum sickness, urticaria, soft tissue edema, dyspnea, respiratory failure, aspiration, respiratory compromise, persistent epithelial defect, ectropion, narrow angle glaucoma, ecchymosis"
3,QUTENZA,adverse reactions,"application-associated pain, increase in blood pressure, application site erythema, application site pain, application site pruritus, application site papules, application site edema, application site swelling, application site dryness, nasopharyngitis, bronchitis, sinusitis, nausea, vomiting, pruritus, hypertension, application site urticaria, application site paresthesia, application site dermatitis, application site hyperesthesia, application site excoriation, application site warmth, application site anesthesia, application site bruising, application site inflammation, application site exfoliation, peripheral edema, headache, burning sensation, peripheral sensory neuropathy, dizziness, dysgeusia, hyperesthesia, hypoesthesia, cough, throat irritation, abnormal skin odor"
4,QUTENZA,warnings and precautions,"Eye and mucous membrane exposure, coughing, sneezing, irritation of eyes, irritation of airways, transient increases in blood pressure, procedural pain, increases in blood pressure"
5,ZYTIGA,adverse reactions,"hypertension, hypokalemia, fluid retention, mineralocorticoid excess, adrenocortical insufficiency, hepatotoxicity, fatigue, joint swelling, discomfort, edema, hot flush, diarrhea, vomiting, cough, dyspnea, urinary tract infection, contusion, anemia, elevated alkaline phosphatase, hypertriglyceridemia, lymphopenia, hypercholesterolemia, hyperglycemia, elevated AST, hypophosphatemia, elevated ALT, muscle discomfort, dyspepsia, upper respiratory tract infection, urinary frequency, nocturia, fractures, arrhythmia, chest pain, cardiac failure, constipation, groin pain, pyrexia, insomnia, falls, nasopharyngitis, hematuria, rash, hypernatremia, non-infectious pneumonitis, myopathy, rhabdomyolysis"
6,ZYTIGA,warnings and precautions,"mineralocorticoid excess, cardiovascular disease, LVEF < 50%, NYHA Class III or IV heart failure, hypertension, hypokalemia, fluid retention, edema, myocardial infarction, ventricular arrhythmia, adrenocortical insufficiency, hepatotoxicity, ALT increases, AST increases, liver enzyme increases, liver function test abnormalities, bilirubin levels increase"
7,TOVIAZ,adverse reactions,"dry mouth, constipation, dyspepsia, nausea, abdominal pain upper, urinary tract infection, upper respiratory tract infection, dry eyes, dysuria, urinary retention, cough, dry throat, edema peripheral, back pain, insomnia, ALT increased, GGT increased, rash, angina, chest pain, gastroenteritis, QT prolongation on ECG, blurred vision, palpitations, hypersensitivity reactions, angioedema with airway obstruction, face edema, dizziness, headache, somnolence, urticaria, pruritus, urinary retention (serious adverse event), diverticulitis (serious adverse event), irritable bowel syndrome (serious adverse event), electrocardiogram QT corrected interval prolongation (serious adverse event)"
8,TOVIAZ,warnings and precautions,"Angioedema, urinary retention, severe constipation, narrow-angle glaucoma, somnolence, headache, dizziness, anticholinergic CNS effects"
9,STRIBILD,adverse reactions,"peripheral neuropathy, anaphylaxis, infusion reactions, hematologic toxicities, infections, opportunistic infections, tumor lysis syndrome, increased toxicity, increased toxicity, hepatotoxicity, lactic acidosis, severe hepatomegaly with steatosis, severe acute exacerbations of hepatitis B, new onset or worsening renal impairment, bone effects, immune reconstitution syndrome, nausea, diarrhea, ocular icterus, flatulence, fatigue, jaundice, somnolence, headache, dizziness, insomnia, abnormal dreams, rash, suicidal ideation, suicide attempt, depression, abdominal pain, dyspepsia, vomiting, fever, pain, nasopharyngitis, pneumonia, sinusitis, upper respiratory tract infection, arthralgia, back pain, myalgia, paresthesia, peripheral neuropathy, anxiety, increased cough, rhinitis, skin discoloration, AST elevation, ALT elevation, amylase elevation, creatine kinase elevation, urine RBC, bone mineral density decrease, bone fractures, proteinuria, serum creatinine increase, estimated creatinine clearance decrease, laboratory abnormalities, ALT abnormalities, alkaline phosphatase abnormalities, bilirubin abnormalities, serum glucose abnormalities, glycosuria, neutrophils abnormalities, fasting cholesterol abnormalities, fasting triglycerides abnormalities, total cholesterol increase, HDL-cholesterol increase, LDL-cholesterol increase, triglycerides increase, allergic reaction, angioedema, hypokalemia, hypophosphatemia, dyspnea, pancreatitis, hepatic steatosis, increased liver enzymes, rhabdomyolysis, osteomalacia, muscular weakness, myopathy, acute renal failure, renal failure, acute tubular necrosis, Fanconi syndrome, proximal renal tubulopathy, interstitial nephritis, nephrogenic diabetes insipidus, renal insufficiency, polyuria, asthenia."
